source_id,cycle,component,field_order,field_name,pandas_dtype,rows,nonmissing,missing,distinct_nonmissing,source_role
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,34,DIQ060U,float64,9575,249,9326,2,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,35,DIQ070,float64,9575,1515,8060,4,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,36,DIQ230,float64,9575,853,8722,6,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,37,DIQ240,float64,9575,853,8722,2,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,38,DID250,float64,9575,643,8932,23,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,39,DID260,float64,9575,849,8726,11,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,40,DIQ260U,float64,9575,661,8914,4,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,41,DIQ275,float64,9575,853,8722,3,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,42,DIQ280,float64,9575,641,8934,71,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,43,DIQ291,float64,9575,641,8934,8,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,44,DIQ300S,float64,9575,845,8730,85,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,45,DIQ300D,float64,9575,845,8730,68,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,46,DID310S,float64,9575,846,8729,41,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,47,DID310D,float64,9575,846,8729,36,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,48,DID320,float64,9575,846,8729,87,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,49,DID330,float64,9575,753,8822,31,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,50,DID341,float64,9575,843,8732,22,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,51,DID350,float64,9575,843,8732,12,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,52,DIQ350U,float64,9575,699,8876,4,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,53,DIQ360,float64,9575,846,8729,6,diabetes questionnaire
NHANES-2015-2016-DIQ-I,2015-2016,DIQ,54,DIQ080,float64,9575,846,8729,3,diabetes questionnaire
NHANES-2015-2016-GHB-I,2015-2016,GHB,1,SEQN,float64,6744,6744,0,6744,glycohemoglobin laboratory
NHANES-2015-2016-GHB-I,2015-2016,GHB,2,LBXGH,float64,6744,6326,418,104,glycohemoglobin laboratory
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,1,SEQN,float64,9254,9254,0,9254,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,2,SDDSRVYR,float64,9254,9254,0,1,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,3,RIDSTATR,float64,9254,9254,0,2,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,4,RIAGENDR,float64,9254,9254,0,2,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,5,RIDAGEYR,float64,9254,9254,0,81,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,6,RIDAGEMN,float64,9254,597,8657,25,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,7,RIDRETH1,float64,9254,9254,0,5,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,8,RIDRETH3,float64,9254,9254,0,6,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,9,RIDEXMON,float64,9254,8704,550,2,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,10,RIDEXAGM,float64,9254,3433,5821,240,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,11,DMQMILIZ,float64,9254,6004,3250,4,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,12,DMQADFC,float64,9254,561,8693,3,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,13,DMDBORN4,float64,9254,9254,0,4,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,14,DMDCITZN,float64,9254,9251,3,4,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,15,DMDYRSUS,float64,9254,1948,7306,11,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,16,DMDEDUC3,float64,9254,2306,6948,17,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,17,DMDEDUC2,float64,9254,5569,3685,7,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,18,DMDMARTL,float64,9254,5569,3685,7,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,19,RIDEXPRG,float64,9254,1110,8144,3,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,20,SIALANG,float64,9254,9254,0,2,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,21,SIAPROXY,float64,9254,9254,0,2,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,22,SIAINTRP,float64,9254,9254,0,2,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,23,FIALANG,float64,9254,8780,474,2,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,24,FIAPROXY,float64,9254,8780,474,2,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,25,FIAINTRP,float64,9254,8780,474,2,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,26,MIALANG,float64,9254,6684,2570,2,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,27,MIAPROXY,float64,9254,6684,2570,2,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,28,MIAINTRP,float64,9254,6684,2570,2,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,29,AIALANGA,float64,9254,4977,4277,3,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,30,DMDHHSIZ,float64,9254,9254,0,7,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,31,DMDFMSIZ,float64,9254,9254,0,7,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,32,DMDHHSZA,float64,9254,9254,0,4,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,33,DMDHHSZB,float64,9254,9254,0,4,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,34,DMDHHSZE,float64,9254,9254,0,4,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,35,DMDHRGND,float64,9254,9254,0,2,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,36,DMDHRAGZ,float64,9254,9254,0,4,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,37,DMDHREDZ,float64,9254,8764,490,3,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,38,DMDHRMAZ,float64,9254,9063,191,3,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,39,DMDHSEDZ,float64,9254,4751,4503,3,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,40,WTINT2YR,float64,9254,9254,0,8068,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,41,WTMEC2YR,float64,9254,9254,0,7719,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,42,SDMVPSU,float64,9254,9254,0,2,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,43,SDMVSTRA,float64,9254,9254,0,15,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,44,INDHHIN2,float64,9254,8763,491,16,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,45,INDFMIN2,float64,9254,8780,474,16,demographics and survey design
NHANES-2017-2018-DEMO-J,2017-2018,DEMO,46,INDFMPIR,float64,9254,8023,1231,445,demographics and survey design
NHANES-2017-2018-BMX-J,2017-2018,BMX,1,SEQN,float64,8704,8704,0,8704,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,2,BMDSTATS,float64,8704,8704,0,4,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,3,BMXWT,float64,8704,8580,124,1405,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,4,BMIWT,float64,8704,416,8288,3,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,5,BMXRECUM,float64,8704,894,7810,444,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,6,BMIRECUM,float64,8704,24,8680,1,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,7,BMXHEAD,float64,8704,194,8510,88,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,8,BMIHEAD,float64,8704,0,8704,0,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,9,BMXHT,float64,8704,8016,688,1033,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,10,BMIHT,float64,8704,99,8605,2,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,11,BMXBMI,float64,8704,8005,699,440,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,12,BMXLEG,float64,8704,6703,2001,246,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,13,BMILEG,float64,8704,334,8370,1,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,14,BMXARML,float64,8704,8177,527,347,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,15,BMIARML,float64,8704,347,8357,1,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,16,BMXARMC,float64,8704,8173,531,393,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,17,BMIARMC,float64,8704,350,8354,1,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,18,BMXWAIST,float64,8704,7601,1103,1035,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,19,BMIWAIST,float64,8704,437,8267,1,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,20,BMXHIP,float64,8704,6039,2665,751,body measures
NHANES-2017-2018-BMX-J,2017-2018,BMX,21,BMIHIP,float64,8704,270,8434,1,body measures
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,1,SEQN,float64,8897,8897,0,8897,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,2,DIQ010,float64,8897,8897,0,4,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,3,DID040,float64,8897,892,8005,80,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,4,DIQ160,float64,8897,5694,3203,3,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,5,DIQ170,float64,8897,5876,3021,3,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,6,DIQ172,float64,8897,5876,3021,4,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,7,DIQ175A,float64,8897,1145,7752,2,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,8,DIQ175B,float64,8897,657,8240,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,9,DIQ175C,float64,8897,217,8680,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,10,DIQ175D,float64,8897,488,8409,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,11,DIQ175E,float64,8897,177,8720,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,12,DIQ175F,float64,8897,38,8859,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,13,DIQ175G,float64,8897,318,8579,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,14,DIQ175H,float64,8897,291,8606,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,15,DIQ175I,float64,8897,76,8821,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,16,DIQ175J,float64,8897,163,8734,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,17,DIQ175K,float64,8897,29,8868,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,18,DIQ175L,float64,8897,71,8826,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,19,DIQ175M,float64,8897,155,8742,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,20,DIQ175N,float64,8897,113,8784,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,21,DIQ175O,float64,8897,167,8730,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,22,DIQ175P,float64,8897,143,8754,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,23,DIQ175Q,float64,8897,172,8725,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,24,DIQ175R,float64,8897,19,8878,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,25,DIQ175S,float64,8897,37,8860,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,26,DIQ175T,float64,8897,116,8781,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,27,DIQ175U,float64,8897,113,8784,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,28,DIQ175V,float64,8897,14,8883,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,29,DIQ175W,float64,8897,5,8892,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,30,DIQ175X,float64,8897,2,8895,1,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,31,DIQ180,float64,8897,5876,3021,4,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,32,DIQ050,float64,8897,8897,0,3,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,33,DID060,float64,8897,254,8643,37,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,34,DIQ060U,float64,8897,245,8652,2,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,35,DIQ070,float64,8897,1674,7223,3,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,36,DIQ230,float64,8897,892,8005,6,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,37,DIQ240,float64,8897,892,8005,3,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,38,DID250,float64,8897,694,8203,19,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,39,DID260,float64,8897,893,8004,14,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,40,DIQ260U,float64,8897,713,8184,4,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,41,DIQ275,float64,8897,892,8005,3,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,42,DIQ280,float64,8897,747,8150,63,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,43,DIQ291,float64,8897,749,8148,8,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,44,DIQ300S,float64,8897,884,8013,87,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,45,DIQ300D,float64,8897,884,8013,62,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,46,DID310S,float64,8897,886,8011,41,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,47,DID310D,float64,8897,886,8011,37,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,48,DID320,float64,8897,885,8012,97,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,49,DID330,float64,8897,831,8066,33,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,50,DID341,float64,8897,882,8015,23,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,51,DID350,float64,8897,882,8015,14,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,52,DIQ350U,float64,8897,712,8185,4,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,53,DIQ360,float64,8897,885,8012,6,diabetes questionnaire
NHANES-2017-2018-DIQ-J,2017-2018,DIQ,54,DIQ080,float64,8897,885,8012,3,diabetes questionnaire
NHANES-2017-2018-GHB-J,2017-2018,GHB,1,SEQN,float64,6401,6401,0,6401,glycohemoglobin laboratory
NHANES-2017-2018-GHB-J,2017-2018,GHB,2,LBXGH,float64,6401,6045,356,94,glycohemoglobin laboratory
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,1,SEQN,float64,11933,11933,0,11933,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,2,SDDSRVYR,float64,11933,11933,0,1,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,3,RIDSTATR,float64,11933,11933,0,2,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,4,RIAGENDR,float64,11933,11933,0,2,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,5,RIDAGEYR,float64,11933,11933,0,81,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,6,RIDAGEMN,float64,11933,377,11556,25,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,7,RIDRETH1,float64,11933,11933,0,5,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,8,RIDRETH3,float64,11933,11933,0,6,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,9,RIDEXMON,float64,11933,8860,3073,2,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,10,RIDEXAGM,float64,11933,2787,9146,240,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,11,DMQMILIZ,float64,11933,8301,3632,3,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,12,DMDBORN4,float64,11933,11914,19,2,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,13,DMDYRUSR,float64,11933,1875,10058,8,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,14,DMDEDUC2,float64,11933,7794,4139,6,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,15,DMDMARTZ,float64,11933,7792,4141,5,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,16,RIDEXPRG,float64,11933,1503,10430,3,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,17,DMDHHSIZ,float64,11933,11933,0,7,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,18,DMDHRGND,float64,11933,4115,7818,2,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,19,DMDHRAGZ,float64,11933,4124,7809,4,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,20,DMDHREDZ,float64,11933,3746,8187,3,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,21,DMDHRMAZ,float64,11933,4020,7913,3,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,22,DMDHSEDZ,float64,11933,2127,9806,3,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,23,WTINT2YR,float64,11933,11933,0,9821,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,24,WTMEC2YR,float64,11933,11933,0,8138,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,25,SDMVSTRA,float64,11933,11933,0,15,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,26,SDMVPSU,float64,11933,11933,0,2,demographics and survey design
NHANES-2021-2023-DEMO-L,2021-2023,DEMO,27,INDFMPIR,float64,11933,9892,2041,471,demographics and survey design
NHANES-2021-2023-BMX-L,2021-2023,BMX,1,SEQN,float64,8860,8860,0,8860,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,2,BMDSTATS,float64,8860,8860,0,4,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,3,BMXWT,float64,8860,8754,106,1389,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,4,BMIWT,float64,8860,345,8515,3,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,5,BMXRECUM,float64,8860,454,8406,299,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,6,BMIRECUM,float64,8860,18,8842,1,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,7,BMXHEAD,float64,8860,70,8790,49,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,8,BMIHEAD,float64,8860,0,8860,0,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,9,BMXHT,float64,8860,8499,361,995,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,10,BMIHT,float64,8860,134,8726,2,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,11,BMXBMI,float64,8860,8471,389,451,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,12,BMDBMIC,float64,8860,2492,6368,4,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,13,BMXLEG,float64,8860,7335,1525,231,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,14,BMILEG,float64,8860,396,8464,1,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,15,BMXARML,float64,8860,8568,292,351,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,16,BMIARML,float64,8860,200,8660,1,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,17,BMXARMC,float64,8860,8562,298,391,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,18,BMIARMC,float64,8860,205,8655,1,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,19,BMXWAIST,float64,8860,8190,670,1049,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,20,BMIWAIST,float64,8860,347,8513,1,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,21,BMXHIP,float64,8860,6776,2084,764,body measures
NHANES-2021-2023-BMX-L,2021-2023,BMX,22,BMIHIP,float64,8860,361,8499,1,body measures
NHANES-2021-2023-DIQ-L,2021-2023,DIQ,1,SEQN,float64,11744,11744,0,11744,diabetes questionnaire
NHANES-2021-2023-DIQ-L,2021-2023,DIQ,2,DIQ010,float64,11744,11740,4,4,diabetes questionnaire
NHANES-2021-2023-DIQ-L,2021-2023,DIQ,3,DID040,float64,11744,1081,10663,76,diabetes questionnaire
NHANES-2021-2023-DIQ-L,2021-2023,DIQ,4,DIQ160,float64,11744,8022,3722,3,diabetes questionnaire
NHANES-2021-2023-DIQ-L,2021-2023,DIQ,5,DIQ180,float64,11744,8304,3440,4,diabetes questionnaire
NHANES-2021-2023-DIQ-L,2021-2023,DIQ,6,DIQ050,float64,11744,1081,10663,2,diabetes questionnaire
NHANES-2021-2023-DIQ-L,2021-2023,DIQ,7,DID060,float64,11744,343,11401,42,diabetes questionnaire
NHANES-2021-2023-DIQ-L,2021-2023,DIQ,8,DIQ060U,float64,11744,332,11412,2,diabetes questionnaire
NHANES-2021-2023-DIQ-L,2021-2023,DIQ,9,DIQ070,float64,11744,2281,9463,3,diabetes questionnaire
NHANES-2021-2023-GHB-L,2021-2023,GHB,1,SEQN,float64,7199,7199,0,7199,glycohemoglobin laboratory
NHANES-2021-2023-GHB-L,2021-2023,GHB,2,WTPH2YR,float64,7199,7199,0,6600,glycohemoglobin laboratory
NHANES-2021-2023-GHB-L,2021-2023,GHB,3,LBXGH,float64,7199,6715,484,101,glycohemoglobin laboratory
