facility_id,facility_name,city,state,county,measure_id,display_label,unit,direction,score_raw,score_numeric,value_status,sample,footnote,period_start,period_end,cms_release_date,ma_reported_n,ma_median,ma_min,ma_max,ma_rank_unfavorable,selected_hospital,scenario_threshold,threshold_operator,threshold_crossed,threshold_origin,source_lag_days_at_release,monitoring_use,action_if_crossed,interpretation_boundary
220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,MA,PLYMOUTH,EDV,Emergency department volume category,CMS volume category,context_only,medium,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,MA,PLYMOUTH,OP_18b,Median ED time before departure,minutes,lower_is_better,208,208,reported,355,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,30,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,MA,PLYMOUTH,OP_22,Patients leaving before being seen,percent,lower_is_better,2,2,reported,20775,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,36,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,PLYMOUTH,MA,PLYMOUTH,EDV,Emergency department volume category,CMS volume category,context_only,high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,PLYMOUTH,MA,PLYMOUTH,OP_18b,Median ED time before departure,minutes,lower_is_better,237,237,reported,348,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,19,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,PLYMOUTH,MA,PLYMOUTH,OP_22,Patients leaving before being seen,percent,lower_is_better,2,2,reported,45821,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,36,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,WORCESTER,EDV,Emergency department volume category,CMS volume category,context_only,Not Available,,not_available,,5,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,WORCESTER,OP_18b,Median ED time before departure,minutes,lower_is_better,Not Available,,not_available,Not Available,5,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,,no,240,>=,not_applicable,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,WORCESTER,OP_22,Patients leaving before being seen,percent,lower_is_better,Not Available,,not_available,Not Available,5,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,,no,10,>=,not_applicable,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220063,LOWELL GENERAL HOSPITAL,LOWELL,MA,MIDDLESEX,EDV,Emergency department volume category,CMS volume category,context_only,very high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220063,LOWELL GENERAL HOSPITAL,LOWELL,MA,MIDDLESEX,OP_18b,Median ED time before departure,minutes,lower_is_better,267,267,reported,358,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,9,no,240,>=,yes,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220063,LOWELL GENERAL HOSPITAL,LOWELL,MA,MIDDLESEX,OP_22,Patients leaving before being seen,percent,lower_is_better,9,9,reported,88827,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,2,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220065,BAYSTATE NOBLE HOSPITAL,WESTFIELD,MA,HAMPDEN,EDV,Emergency department volume category,CMS volume category,context_only,medium,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220065,BAYSTATE NOBLE HOSPITAL,WESTFIELD,MA,HAMPDEN,OP_18b,Median ED time before departure,minutes,lower_is_better,215,215,reported,324,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,26,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220065,BAYSTATE NOBLE HOSPITAL,WESTFIELD,MA,HAMPDEN,OP_22,Patients leaving before being seen,percent,lower_is_better,6,6,reported,31757,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,8,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220066,MERCY MEDICAL CTR,SPRINGFIELD,MA,HAMPDEN,EDV,Emergency department volume category,CMS volume category,context_only,high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220066,MERCY MEDICAL CTR,SPRINGFIELD,MA,HAMPDEN,OP_18b,Median ED time before departure,minutes,lower_is_better,275,275,reported,381,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,6,no,240,>=,yes,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220066,MERCY MEDICAL CTR,SPRINGFIELD,MA,HAMPDEN,OP_22,Patients leaving before being seen,percent,lower_is_better,8,8,reported,52330,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,3,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,MIDDLESEX,EDV,Emergency department volume category,CMS volume category,context_only,medium,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,MIDDLESEX,OP_18b,Median ED time before departure,minutes,lower_is_better,190,190,reported,347,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,42,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,MIDDLESEX,OP_22,Patients leaving before being seen,percent,lower_is_better,1,1,reported,37295,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,47,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,SUFFOLK,EDV,Emergency department volume category,CMS volume category,context_only,very high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,SUFFOLK,OP_18b,Median ED time before departure,minutes,lower_is_better,288,288,reported,353,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,4,no,240,>=,yes,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,SUFFOLK,OP_22,Patients leaving before being seen,percent,lower_is_better,4,4,reported,119116,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,18,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,BRISTOL,EDV,Emergency department volume category,CMS volume category,context_only,high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,BRISTOL,OP_18b,Median ED time before departure,minutes,lower_is_better,209,209,reported,343,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,28,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,BRISTOL,OP_22,Patients leaving before being seen,percent,lower_is_better,7,7,reported,43473,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,5,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,BRISTOL,EDV,Emergency department volume category,CMS volume category,context_only,very high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,BRISTOL,OP_18b,Median ED time before departure,minutes,lower_is_better,190,190,reported,435,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,42,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,BRISTOL,OP_22,Patients leaving before being seen,percent,lower_is_better,4,4,reported,176743,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,18,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,SUFFOLK,EDV,Emergency department volume category,CMS volume category,context_only,medium,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,SUFFOLK,OP_18b,Median ED time before departure,minutes,lower_is_better,174,174,reported,397,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,46,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,SUFFOLK,OP_22,Patients leaving before being seen,percent,lower_is_better,3,3,reported,33439,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,25,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,HAMPDEN,EDV,Emergency department volume category,CMS volume category,context_only,very high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,HAMPDEN,OP_18b,Median ED time before departure,minutes,lower_is_better,286,286,reported,339,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,5,no,240,>=,yes,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,HAMPDEN,OP_22,Patients leaving before being seen,percent,lower_is_better,4,4,reported,120657,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,18,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220080,HOLY FAMILY HOSPITAL,METHUEN,MA,ESSEX,EDV,Emergency department volume category,CMS volume category,context_only,high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220080,HOLY FAMILY HOSPITAL,METHUEN,MA,ESSEX,OP_18b,Median ED time before departure,minutes,lower_is_better,238,238,reported,410,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,18,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220080,HOLY FAMILY HOSPITAL,METHUEN,MA,ESSEX,OP_22,Patients leaving before being seen,percent,lower_is_better,5,5,reported,57753,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,11,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,NORFOLK,EDV,Emergency department volume category,CMS volume category,context_only,medium,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,NORFOLK,OP_18b,Median ED time before departure,minutes,lower_is_better,196,196,reported,337,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,37,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,NORFOLK,OP_22,Patients leaving before being seen,percent,lower_is_better,1,1,reported,22849,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,47,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220084,EMERSON HOSPITAL -,W CONCORD,MA,MIDDLESEX,EDV,Emergency department volume category,CMS volume category,context_only,medium,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220084,EMERSON HOSPITAL -,W CONCORD,MA,MIDDLESEX,OP_18b,Median ED time before departure,minutes,lower_is_better,208,208,reported,352,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,30,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220084,EMERSON HOSPITAL -,W CONCORD,MA,MIDDLESEX,OP_22,Patients leaving before being seen,percent,lower_is_better,2,2,reported,36298,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,36,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,SUFFOLK,EDV,Emergency department volume category,CMS volume category,context_only,high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,SUFFOLK,OP_18b,Median ED time before departure,minutes,lower_is_better,336,336,reported,361,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,1,no,240,>=,yes,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,SUFFOLK,OP_22,Patients leaving before being seen,percent,lower_is_better,2,2,reported,56125,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,36,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220088,NEW ENGLAND BAPTIST HOSPITAL,BOSTON,MA,SUFFOLK,EDV,Emergency department volume category,CMS volume category,context_only,Not Available,,not_available,,5,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220088,NEW ENGLAND BAPTIST HOSPITAL,BOSTON,MA,SUFFOLK,OP_18b,Median ED time before departure,minutes,lower_is_better,Not Available,,not_available,Not Available,5,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,,no,240,>=,not_applicable,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220088,NEW ENGLAND BAPTIST HOSPITAL,BOSTON,MA,SUFFOLK,OP_22,Patients leaving before being seen,percent,lower_is_better,Not Available,,not_available,Not Available,5,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,,no,10,>=,not_applicable,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220090,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,WORCESTER,EDV,Emergency department volume category,CMS volume category,context_only,high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220090,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,WORCESTER,OP_18b,Median ED time before departure,minutes,lower_is_better,274,274,reported,390,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,7,no,240,>=,yes,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220090,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,WORCESTER,OP_22,Patients leaving before being seen,percent,lower_is_better,3,3,reported,59953,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,25,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220095,HEYWOOD HOSPITAL -,GARDNER,MA,WORCESTER,EDV,Emergency department volume category,CMS volume category,context_only,low,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220095,HEYWOOD HOSPITAL -,GARDNER,MA,WORCESTER,OP_18b,Median ED time before departure,minutes,lower_is_better,192,192,reported,342,,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,41,no,240,>=,no,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220095,HEYWOOD HOSPITAL -,GARDNER,MA,WORCESTER,OP_22,Patients leaving before being seen,percent,lower_is_better,3,3,reported,18532,,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,25,no,10,>=,no,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220098,NASHOBA VALLEY MEDICAL CENTER,AYER,MA,MIDDLESEX,EDV,Emergency department volume category,CMS volume category,context_only,Not Available,,not_available,,19,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220098,NASHOBA VALLEY MEDICAL CENTER,AYER,MA,MIDDLESEX,OP_18b,Median ED time before departure,minutes,lower_is_better,Not Available,,not_available,Not Available,19,2024-10-01,2025-09-30,2026-08-13,54,211.5,113,336,,no,240,>=,not_applicable,Mock QI charter for teaching; not a CMS benchmark,317,historical_public_reporting_review_only,Validate the current local throughput definition and review recent encounter-level time data before choosing an intervention.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220098,NASHOBA VALLEY MEDICAL CENTER,AYER,MA,MIDDLESEX,OP_22,Patients leaving before being seen,percent,lower_is_better,Not Available,,not_available,Not Available,19,2024-01-01,2024-12-31,2026-08-13,53,3,0,23,,no,10,>=,not_applicable,Mock QI charter for teaching; not a CMS benchmark,590,historical_public_reporting_review_only,"Validate the numerator, denominator, and current local abandonment data, then open a multidisciplinary review if the current local measure confirms the signal.","Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
220100,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,NORFOLK,EDV,Emergency department volume category,CMS volume category,context_only,very high,,reported_category,,,2024-01-01,2024-12-31,2026-08-13,,,,,,no,,,not_applicable,Not applicable,590,historical_public_reporting_review_only,Use as public volume context; do not treat the category as a performance result.,"Public aggregate reporting can trigger local definition and data review; it cannot establish current operations, cause, or intervention effect."
