year,stateabbr,statedesc,locationname,locationid,measureid,measure,data_value_type,datavaluetypeid,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,totalpop18plus,data_value_footnote_symbol,data_value_footnote
2022,CA,California,San Francisco,06075,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.9,8.6,11.3,808437,697737,,
2022,CA,California,San Joaquin,06077,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.6,10.1,13.1,793229,586031,,
2022,CA,California,San Joaquin,06077,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.1,10.6,13.7,793229,586031,,
2022,CA,California,San Luis Obispo,06079,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.4,7.2,9.6,282013,234072,,
2022,CA,California,San Luis Obispo,06079,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.6,8.2,10.9,282013,234072,,
2022,CA,California,San Mateo,06081,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.9,7.7,10.2,729181,588683,,
2022,CA,California,San Mateo,06081,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.3,9.0,11.9,729181,588683,,
2022,CA,California,Santa Barbara,06083,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.0,8.7,11.5,443837,346432,,
2022,CA,California,Santa Barbara,06083,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.4,9.0,11.9,443837,346432,,
2022,CA,California,Santa Clara,06085,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.0,8.7,11.3,1870945,1490785,,
2022,CA,California,Santa Clara,06085,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.7,9.3,12.1,1870945,1490785,,
2022,CA,California,Santa Cruz,06087,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.0,7.8,10.3,264370,216642,,
2022,CA,California,Santa Cruz,06087,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.0,8.6,11.3,264370,216642,,
2022,CA,California,Shasta,06089,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.3,8.1,10.7,180930,142098,,
2022,CA,California,Shasta,06089,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.7,10.1,13.4,180930,142098,,
2022,CA,California,Sierra,06091,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.0,7.7,10.4,3217,2684,,
2022,CA,California,Sierra,06091,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,13.6,11.7,15.6,3217,2684,,
2022,CA,California,Siskiyou,06093,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.7,8.4,11.2,43660,34974,,
2022,CA,California,Siskiyou,06093,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,13.4,11.6,15.3,43660,34974,,
2022,CA,California,Solano,06095,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.0,9.5,12.6,448747,351591,,
2022,CA,California,Solano,06095,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.5,10.8,14.2,448747,351591,,
2022,CA,California,Sonoma,06097,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.3,7.2,9.6,482650,392503,,
2022,CA,California,Sonoma,06097,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.3,8.9,11.9,482650,392503,,
2022,CA,California,Stanislaus,06099,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.9,9.5,12.6,551275,405382,,
2022,CA,California,Stanislaus,06099,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.3,9.9,13.1,551275,405382,,
2022,CA,California,Sutter,06101,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.6,10.1,13.3,98503,73900,,
2022,CA,California,Sutter,06101,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.9,11.2,14.8,98503,73900,,
2022,CA,California,Tehama,06103,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.0,8.6,11.5,65245,49780,,
2022,CA,California,Tehama,06103,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.2,10.5,13.9,65245,49780,,
2022,CA,California,Trinity,06105,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.9,8.4,11.4,15781,13039,,
2022,CA,California,Trinity,06105,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,14.6,12.5,16.8,15781,13039,,
2022,CA,California,Tulare,06107,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,13.2,11.6,15.1,477544,336253,,
2022,CA,California,Tulare,06107,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,13.1,11.5,14.9,477544,336253,,
2022,CA,California,Tuolumne,06109,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.9,7.6,10.2,54531,45145,,
2022,CA,California,Tuolumne,06109,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.9,10.3,13.7,54531,45145,,
2022,CA,California,Ventura,06111,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.1,8.8,11.5,832605,652677,,
2022,CA,California,Ventura,06111,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.5,10.1,13.2,832605,652677,,
2022,CA,California,Yolo,06113,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.7,9.3,12.1,222115,178722,,
2022,CA,California,Yolo,06113,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.7,8.5,10.9,222115,178722,,
2022,CA,California,Yuba,06115,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.9,9.5,12.5,84310,61597,,
2022,CA,California,Yuba,06115,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.2,9.7,12.8,84310,61597,,
2022,CO,Colorado,Adams,08001,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.8,8.6,11.1,527575,398077,,
2022,CO,Colorado,Adams,08001,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.6,8.4,10.9,527575,398077,,
2022,CO,Colorado,Alamosa,08003,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.6,9.2,12.2,16592,12572,,
2022,CO,Colorado,Alamosa,08003,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.4,9.0,11.9,16592,12572,,
2022,CO,Colorado,Arapahoe,08005,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.9,6.9,9.0,655808,510326,,
2022,CO,Colorado,Arapahoe,08005,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,8.2,7.2,9.4,655808,510326,,
2022,CO,Colorado,Archuleta,08007,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.6,6.5,8.7,14003,11620,,
2022,CO,Colorado,Archuleta,08007,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.9,9.4,12.5,14003,11620,,
2022,CO,Colorado,Baca,08009,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.9,8.5,11.4,3432,2657,,
2022,CO,Colorado,Baca,08009,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.9,11.1,14.8,3432,2657,,
2022,CO,Colorado,Bent,08011,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.4,9.9,13.1,5399,4529,,
2022,CO,Colorado,Bent,08011,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.9,11.2,14.8,5399,4529,,
2022,CO,Colorado,Boulder,08013,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,6.3,5.4,7.3,327468,270853,,
2022,CO,Colorado,Boulder,08013,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,6.7,5.8,7.7,327468,270853,,
2022,CO,Colorado,Broomfield,08014,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,6.5,5.5,7.6,76121,60738,,
2022,CO,Colorado,Broomfield,08014,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,7.0,6.0,8.1,76121,60738,,
2022,CO,Colorado,Chaffee,08015,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.9,6.7,9.2,20223,17247,,
2022,CO,Colorado,Chaffee,08015,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.6,9.1,12.3,20223,17247,,
2022,CO,Colorado,Cheyenne,08017,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.7,6.6,9.0,1732,1307,,
2022,CO,Colorado,Cheyenne,08017,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.2,8.7,11.7,1732,1307,,
2022,CO,Colorado,Clear Creek,08019,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,6.7,5.7,7.8,9355,8088,,
2022,CO,Colorado,Clear Creek,08019,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,8.5,7.3,9.8,9355,8088,,
2022,CO,Colorado,Conejos,08021,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.2,9.7,12.8,7579,5661,,
2022,CO,Colorado,Conejos,08021,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,13.8,12.0,15.8,7579,5661,,
2022,CO,Colorado,Costilla,08023,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,12.5,10.8,14.3,3603,2943,,
2022,CO,Colorado,Costilla,08023,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,17.7,15.5,20.1,3603,2943,,
2022,CO,Colorado,Crowley,08025,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.8,10.1,13.6,5614,4931,,
2022,CO,Colorado,Crowley,08025,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.3,9.7,13.0,5614,4931,,
2022,CO,Colorado,Custer,08027,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.9,6.7,9.2,5335,4551,,
2022,CO,Colorado,Custer,08027,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.5,10.7,14.5,5335,4551,,
2022,CO,Colorado,Delta,08029,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.5,7.3,9.8,31602,25555,,
2022,CO,Colorado,Delta,08029,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.6,10.0,13.4,31602,25555,,
2022,CO,Colorado,Denver,08031,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.9,6.8,9.1,713252,584904,,
2022,CO,Colorado,Denver,08031,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,7.2,6.2,8.2,713252,584904,,
2022,CO,Colorado,Dolores,08033,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.9,6.7,9.1,2455,2035,,
2022,CO,Colorado,Dolores,08033,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.3,8.7,11.8,2455,2035,,
2022,CO,Colorado,Douglas,08035,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,6.2,5.3,7.2,375988,289075,,
2022,CO,Colorado,Douglas,08035,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,6.9,5.9,8.0,375988,289075,,
2022,CO,Colorado,Eagle,08037,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.0,6.0,8.1,55285,44159,,
2022,CO,Colorado,Eagle,08037,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,7.8,6.6,9.0,55285,44159,,
2022,CO,Colorado,Elbert,08039,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.1,6.0,8.2,27799,21981,,
2022,CO,Colorado,Elbert,08039,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.1,7.7,10.5,27799,21981,,
2022,CO,Colorado,El Paso,08041,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.1,7.1,9.2,740567,570574,,
2022,CO,Colorado,El Paso,08041,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,8.3,7.3,9.4,740567,570574,,
2022,CO,Colorado,Fremont,08043,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.1,7.7,10.6,49621,41819,,
2022,CO,Colorado,Fremont,08043,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.2,9.5,13.0,49621,41819,,
2022,CO,Colorado,Garfield,08045,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.7,6.5,8.9,62271,47341,,
2022,CO,Colorado,Garfield,08045,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,8.4,7.1,9.7,62271,47341,,
2022,CO,Colorado,Gilpin,08047,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.2,6.1,8.3,5891,5082,,
2022,CO,Colorado,Gilpin,08047,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.5,8.1,11.0,5891,5082,,
2022,CO,Colorado,Grand,08049,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,6.9,5.9,8.0,15769,13352,,
2022,CO,Colorado,Grand,08049,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,8.5,7.3,9.9,15769,13352,,
2022,CO,Colorado,Gunnison,08051,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,6.5,5.6,7.5,17267,14552,,
2022,CO,Colorado,Gunnison,08051,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,6.4,5.5,7.4,17267,14552,,
2022,CO,Colorado,Hinsdale,08053,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,6.8,5.8,7.8,775,672,,
2022,CO,Colorado,Hinsdale,08053,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.7,9.1,12.3,775,672,,
2022,CO,Colorado,Huerfano,08055,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.6,8.3,10.9,7082,5950,,
2022,CO,Colorado,Huerfano,08055,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,13.9,12.1,15.8,7082,5950,,
2022,CO,Colorado,Jackson,08057,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.2,7.9,10.6,1302,1071,,
2022,CO,Colorado,Jackson,08057,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.9,11.1,14.8,1302,1071,,
2022,CO,Colorado,Jefferson,08059,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.2,6.3,8.3,576143,470948,,
2022,CO,Colorado,Jefferson,08059,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,8.2,7.2,9.4,576143,470948,,
2022,CO,Colorado,Kiowa,08061,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.9,8.2,9.7,1424,1086,,
2022,CO,Colorado,Kiowa,08061,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,12.1,11.1,13.2,1424,1086,,
2022,CO,Colorado,Kit Carson,08063,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.3,7.1,9.7,6961,5213,,
2022,CO,Colorado,Kit Carson,08063,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.7,9.1,12.3,6961,5213,,
2022,CO,Colorado,Lake,08065,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.4,6.3,8.6,7327,5862,,
2022,CO,Colorado,Lake,08065,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,7.9,6.8,9.2,7327,5862,,
2022,CO,Colorado,La Plata,08067,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,6.7,5.8,7.8,56607,46826,,
2022,CO,Colorado,La Plata,08067,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,8.2,7.0,9.5,56607,46826,,
2022,CO,Colorado,Larimer,08069,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,6.5,5.6,7.5,366778,300441,,
2022,CO,Colorado,Larimer,08069,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,6.9,5.9,8.0,366778,300441,,
2022,CO,Colorado,Las Animas,08071,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.5,9.0,12.1,14327,11728,,
2022,CO,Colorado,Las Animas,08071,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,13.7,11.9,15.8,14327,11728,,
2022,CO,Colorado,Lincoln,08073,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.1,7.8,10.4,5510,4394,,
2022,CO,Colorado,Lincoln,08073,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.3,8.9,11.9,5510,4394,,
2022,CO,Colorado,Logan,08075,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.3,8.0,10.7,20823,17077,,
2022,CO,Colorado,Logan,08075,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.4,9.0,12.0,20823,17077,,
2022,CO,Colorado,Mesa,08077,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.9,6.9,9.2,158636,126505,,
2022,CO,Colorado,Mesa,08077,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.4,8.2,10.9,158636,126505,,
2022,CO,Colorado,Mineral,08079,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.2,6.2,8.4,931,811,,
2022,CO,Colorado,Mineral,08079,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.6,9.1,12.4,931,811,,
2022,CO,Colorado,Moffat,08081,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.9,7.6,10.2,13177,9940,,
2022,CO,Colorado,Moffat,08081,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.3,8.9,11.9,13177,9940,,
2022,CO,Colorado,Montezuma,08083,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.9,7.7,10.3,26468,20965,,
2022,CO,Colorado,Montezuma,08083,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.6,10.1,13.5,26468,20965,,
2022,CO,Colorado,Montrose,08085,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.3,7.0,9.6,43811,35049,,
2022,CO,Colorado,Montrose,08085,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.0,9.3,12.6,43811,35049,,
2022,CO,Colorado,Morgan,08087,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.1,7.8,10.5,29239,21601,,
2022,CO,Colorado,Morgan,08087,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.9,8.5,11.5,29239,21601,,
2022,CO,Colorado,Otero,08089,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,11.9,10.3,13.7,18303,14058,,
2022,CO,Colorado,Otero,08089,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,14.5,12.6,16.6,18303,14058,,
2022,CO,Colorado,Ouray,08091,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,6.8,5.8,7.9,5100,4386,,
2022,CO,Colorado,Ouray,08091,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.2,8.7,11.8,5100,4386,,
2022,CO,Colorado,Park,08093,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.0,5.9,8.1,17939,15350,,
2022,CO,Colorado,Park,08093,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.5,8.1,11.1,17939,15350,,
2022,CO,Colorado,Phillips,08095,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.3,8.0,10.8,4449,3376,,
2022,CO,Colorado,Phillips,08095,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.6,9.9,13.4,4449,3376,,
2022,CO,Colorado,Pitkin,08097,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,6.0,5.1,7.0,16876,14400,,
2022,CO,Colorado,Pitkin,08097,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,7.5,6.4,8.8,16876,14400,,
2022,CO,Colorado,Prowers,08099,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.4,9.0,12.1,11854,8776,,
2022,CO,Colorado,Prowers,08099,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.9,10.4,13.8,11854,8776,,
2022,CO,Colorado,Pueblo,08101,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.0,8.7,11.4,169544,132652,,
2022,CO,Colorado,Pueblo,08101,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.7,10.2,13.4,169544,132652,,
2022,CO,Colorado,Rio Blanco,08103,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.0,6.9,9.3,6569,5028,,
2022,CO,Colorado,Rio Blanco,08103,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.2,7.9,10.7,6569,5028,,
2022,CO,Colorado,Rio Grande,08105,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.8,7.5,10.2,11325,8929,,
2022,CO,Colorado,Rio Grande,08105,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.9,9.4,12.5,11325,8929,,
2022,CO,Colorado,Routt,08107,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,6.6,5.6,7.7,25007,20744,,
2022,CO,Colorado,Routt,08107,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,8.1,6.9,9.4,25007,20744,,
2022,CO,Colorado,Saguache,08109,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,10.2,8.7,11.8,6623,5386,,
2022,CO,Colorado,Saguache,08109,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,14.4,12.3,16.4,6623,5386,,
2022,CO,Colorado,San Juan,08111,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.1,7.0,9.3,803,715,,
2022,CO,Colorado,San Juan,08111,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.1,8.8,11.7,803,715,,
2022,CO,Colorado,San Miguel,08113,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.0,6.0,8.1,8003,6720,,
2022,CO,Colorado,San Miguel,08113,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,8.3,7.1,9.6,8003,6720,,
2022,CO,Colorado,Sedgwick,08115,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.3,7.9,10.7,2295,1864,,
2022,CO,Colorado,Sedgwick,08115,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,13.9,11.9,15.9,2295,1864,,
2022,CO,Colorado,Summit,08117,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.1,6.1,8.2,30565,25857,,
2022,CO,Colorado,Summit,08117,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,7.8,6.7,8.9,30565,25857,,
2022,CO,Colorado,Teller,08119,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.0,6.0,8.1,24857,20783,,
2022,CO,Colorado,Teller,08119,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.9,8.5,11.5,24857,20783,,
2022,CO,Colorado,Washington,08121,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.1,6.9,9.5,4812,3717,,
2022,CO,Colorado,Washington,08121,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.2,8.7,11.8,4812,3717,,
2022,CO,Colorado,Weld,08123,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.5,7.4,9.7,350176,261765,,
2022,CO,Colorado,Weld,08123,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,8.8,7.6,9.9,350176,261765,,
2022,CO,Colorado,Yuma,08125,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.9,7.7,10.3,9899,7177,,
2022,CO,Colorado,Yuma,08125,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.7,9.2,12.3,9899,7177,,
2022,CT,Connecticut,Capitol,09110,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.4,8.5,10.2,981447,783914,,
2022,CT,Connecticut,Capitol,09110,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.0,10.0,12.2,981447,783914,,
2022,CT,Connecticut,Greater Bridgeport,09120,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,9.0,8.0,10.1,327286,256834,,
2022,CT,Connecticut,Greater Bridgeport,09120,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.9,8.9,11.2,327286,256834,,
2022,CT,Connecticut,Lower Connecticut River Valley,09130,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,7.7,6.9,8.5,176622,147200,,
2022,CT,Connecticut,Lower Connecticut River Valley,09130,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,9.4,8.3,10.6,176622,147200,,
2022,CT,Connecticut,Naugatuck Valley,09140,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.9,8.2,9.7,454083,361187,,
2022,CT,Connecticut,Naugatuck Valley,09140,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,11.0,10.1,12.1,454083,361187,,
2022,CT,Connecticut,Northeastern Connecticut,09150,DIABETES,Diagnosed diabetes among adults,Age-adjusted prevalence,AgeAdjPrv,8.4,7.6,9.2,96196,77351,,
2022,CT,Connecticut,Northeastern Connecticut,09150,DIABETES,Diagnosed diabetes among adults,Crude prevalence,CrdPrv,10.3,9.1,11.6,96196,77351,,
