county_fips,county_name,polygon_group,point_order,longitude,latitude
37029,Camden County,37029-1-1,2,-76.541536,36.550313
37029,Camden County,37029-1-1,3,-76.491336,36.510677
37029,Camden County,37029-1-1,4,-76.437286,36.467846
37029,Camden County,37029-1-1,5,-76.394749,36.454549
37029,Camden County,37029-1-1,6,-76.347610,36.428178
37029,Camden County,37029-1-1,7,-76.342604,36.421630
37029,Camden County,37029-1-1,8,-76.322324,36.427533
37029,Camden County,37029-1-1,9,-76.323065,36.417242
37029,Camden County,37029-1-1,10,-76.291542,36.386629
37029,Camden County,37029-1-1,11,-76.258891,36.384274
37029,Camden County,37029-1-1,12,-76.254704,36.362827
37029,Camden County,37029-1-1,13,-76.238244,36.371588
37029,Camden County,37029-1-1,14,-76.225115,36.346430
37029,Camden County,37029-1-1,15,-76.214178,36.341599
37029,Camden County,37029-1-1,16,-76.213635,36.326859
37029,Camden County,37029-1-1,17,-76.192207,36.328140
37029,Camden County,37029-1-1,18,-76.181198,36.321039
37029,Camden County,37029-1-1,19,-76.198369,36.317805
37029,Camden County,37029-1-1,20,-76.208976,36.305007
37029,Camden County,37029-1-1,21,-76.217054,36.301201
37029,Camden County,37029-1-1,22,-76.217240,36.298959
37029,Camden County,37029-1-1,23,-76.201927,36.295546
37029,Camden County,37029-1-1,24,-76.197736,36.291435
37029,Camden County,37029-1-1,25,-76.185951,36.292903
37029,Camden County,37029-1-1,26,-76.184702,36.298166
37029,Camden County,37029-1-1,27,-76.161384,36.291028
37029,Camden County,37029-1-1,28,-76.132005,36.287773
37029,Camden County,37029-1-1,29,-76.081480,36.237935
37029,Camden County,37029-1-1,30,-76.054308,36.229162
37029,Camden County,37029-1-1,31,-76.043838,36.210126
37029,Camden County,37029-1-1,32,-76.029086,36.202036
37029,Camden County,37029-1-1,33,-76.018936,36.188318
37029,Camden County,37029-1-1,34,-76.016984,36.186367
37029,Camden County,37029-1-1,35,-75.995191,36.178072
37029,Camden County,37029-1-1,36,-75.939047,36.165518
37029,Camden County,37029-1-1,37,-75.924654,36.163591
37029,Camden County,37029-1-1,38,-75.920028,36.164853
37029,Camden County,37029-1-1,39,-75.904999,36.164188
37029,Camden County,37029-1-1,40,-75.917188,36.172631
37029,Camden County,37029-1-1,41,-75.936436,36.180880
37029,Camden County,37029-1-1,42,-75.956027,36.198065
37029,Camden County,37029-1-1,43,-75.945372,36.222468
37029,Camden County,37029-1-1,44,-75.957058,36.247903
37029,Camden County,37029-1-1,45,-75.964620,36.254433
37029,Camden County,37029-1-1,46,-75.959382,36.255651
37029,Camden County,37029-1-1,47,-75.948426,36.285268
37029,Camden County,37029-1-1,48,-75.964851,36.288443
37029,Camden County,37029-1-1,49,-75.971076,36.308359
37029,Camden County,37029-1-1,50,-75.994539,36.308794
37029,Camden County,37029-1-1,51,-76.007914,36.328648
37029,Camden County,37029-1-1,52,-76.020578,36.333379
37029,Camden County,37029-1-1,53,-76.016707,36.344324
37029,Camden County,37029-1-1,54,-76.030798,36.338501
37029,Camden County,37029-1-1,55,-76.036413,36.355174
37029,Camden County,37029-1-1,56,-76.053563,36.360162
37029,Camden County,37029-1-1,57,-76.064227,36.347308
37029,Camden County,37029-1-1,58,-76.078284,36.347064
37029,Camden County,37029-1-1,59,-76.114069,36.357498
37029,Camden County,37029-1-1,60,-76.117731,36.363431
37029,Camden County,37029-1-1,61,-76.121810,36.371088
37029,Camden County,37029-1-1,62,-76.148037,36.394618
37029,Camden County,37029-1-1,63,-76.158532,36.425333
37029,Camden County,37029-1-1,64,-76.313303,36.550551
37029,Camden County,37029-1-1,65,-76.376693,36.550718
37029,Camden County,37029-1-1,66,-76.465268,36.550951
37029,Camden County,37029-1-1,67,-76.491483,36.550732
37031,Carteret County,37031-1-1,1,-77.167769,34.791000
37031,Carteret County,37031-1-1,2,-77.165986,34.785032
37031,Carteret County,37031-1-1,3,-77.150761,34.771396
37031,Carteret County,37031-1-1,4,-77.157773,34.765949
37031,Carteret County,37031-1-1,5,-77.134854,34.764158
37031,Carteret County,37031-1-1,6,-77.122652,34.735258
37031,Carteret County,37031-1-1,7,-77.109153,34.717874
37031,Carteret County,37031-1-1,8,-77.105994,34.710106
37031,Carteret County,37031-1-1,9,-77.113529,34.680541
37031,Carteret County,37031-1-1,10,-77.100828,34.673429
37031,Carteret County,37031-1-1,11,-77.096246,34.671778
37031,Carteret County,37031-1-1,12,-77.112331,34.647661
37031,Carteret County,37031-1-1,13,-77.108376,34.643006
37031,Carteret County,37031-1-1,14,-77.094322,34.645019
37031,Carteret County,37031-1-1,15,-77.033884,34.660473
37031,Carteret County,37031-1-1,16,-77.031105,34.661184
37031,Carteret County,37031-1-1,17,-76.990262,34.669623
37031,Carteret County,37031-1-1,18,-76.909472,34.682315
37031,Carteret County,37031-1-1,19,-76.906257,34.682820
37031,Carteret County,37031-1-1,20,-76.817453,34.693722
37031,Carteret County,37031-1-1,21,-76.781844,34.696108
37031,Carteret County,37031-1-1,22,-76.770044,34.696899
37031,Carteret County,37031-1-1,23,-76.726969,34.696690
37031,Carteret County,37031-1-1,24,-76.693751,34.692509
37031,Carteret County,37031-1-1,25,-76.676312,34.693151
37031,Carteret County,37031-1-1,26,-76.674720,34.692262
37031,Carteret County,37031-1-1,27,-76.662645,34.685524
37031,Carteret County,37031-1-1,28,-76.642939,34.677618
37031,Carteret County,37031-1-1,29,-76.618719,34.672550
37031,Carteret County,37031-1-1,30,-76.579467,34.660174
37031,Carteret County,37031-1-1,31,-76.549343,34.645585
37031,Carteret County,37031-1-1,32,-76.550423,34.630789
37031,Carteret County,37031-1-1,33,-76.553806,34.628252
37031,Carteret County,37031-1-1,34,-76.555196,34.615993
37031,Carteret County,37031-1-1,35,-76.535946,34.588577
37031,Carteret County,37031-1-1,36,-76.524199,34.615416
37031,Carteret County,37031-1-1,37,-76.494068,34.661970
37031,Carteret County,37031-1-1,38,-76.450454,34.714450
37031,Carteret County,37031-1-1,39,-76.386804,34.784579
37031,Carteret County,37031-1-1,40,-76.331833,34.833188
37031,Carteret County,37031-1-1,41,-76.310210,34.852309
37031,Carteret County,37031-1-1,42,-76.233088,34.905477
37031,Carteret County,37031-1-1,43,-76.154483,34.974873
37031,Carteret County,37031-1-1,44,-76.139084,34.988468
37031,Carteret County,37031-1-1,45,-76.069017,35.040300
37031,Carteret County,37031-1-1,46,-76.037697,35.056348
37031,Carteret County,37031-1-1,47,-76.038648,35.065045
37031,Carteret County,37031-1-1,48,-76.043621,35.070017
37031,Carteret County,37031-1-1,49,-76.064933,35.077121
37031,Carteret County,37031-1-1,50,-76.069906,35.075701
37031,Carteret County,37031-1-1,51,-76.093349,35.048705
37031,Carteret County,37031-1-1,52,-76.111820,35.034497
37031,Carteret County,37031-1-1,53,-76.160127,34.991163
37031,Carteret County,37031-1-1,54,-76.194936,34.962747
37031,Carteret County,37031-1-1,55,-76.233672,34.925926
37031,Carteret County,37031-1-1,56,-76.273986,34.897298
37031,Carteret County,37031-1-1,57,-76.322808,34.861160
37031,Carteret County,37031-1-1,58,-76.341279,34.842689
37031,Carteret County,37031-1-1,59,-76.362591,34.824219
37031,Carteret County,37031-1-1,60,-76.373247,34.817115
37031,Carteret County,37031-1-1,61,-76.383827,34.807906
37031,Carteret County,37031-1-1,62,-76.402559,34.791357
37031,Carteret County,37031-1-1,63,-76.413300,34.778994
37031,Carteret County,37031-1-1,64,-76.432317,34.765119
37031,Carteret County,37031-1-1,65,-76.439732,34.758480
37031,Carteret County,37031-1-1,66,-76.443776,34.746431
37031,Carteret County,37031-1-1,67,-76.523303,34.652271
37031,Carteret County,37031-1-1,68,-76.651675,34.699523
37031,Carteret County,37031-1-1,69,-76.665050,34.704446
37031,Carteret County,37031-1-1,70,-76.667037,34.705177
37031,Carteret County,37031-1-1,71,-76.673537,34.707570
37031,Carteret County,37031-1-1,72,-76.673619,34.714910
37031,Carteret County,37031-1-1,73,-76.659212,34.714695
37031,Carteret County,37031-1-1,74,-76.616567,34.714059
37031,Carteret County,37031-1-1,75,-76.617736,34.734421
37031,Carteret County,37031-1-1,76,-76.620606,34.784389
37031,Carteret County,37031-1-1,77,-76.610340,34.786397
37031,Carteret County,37031-1-1,78,-76.604796,34.787482
37031,Carteret County,37031-1-1,79,-76.582421,34.767757
37031,Carteret County,37031-1-1,80,-76.585199,34.717541
37031,Carteret County,37031-1-1,81,-76.586236,34.698805
37031,Carteret County,37031-1-1,82,-76.524712,34.681964
37031,Carteret County,37031-1-1,83,-76.519521,34.707108
37031,Carteret County,37031-1-1,84,-76.515349,34.715181
37031,Carteret County,37031-1-1,85,-76.512686,34.720333
37031,Carteret County,37031-1-1,86,-76.499848,34.729345
37031,Carteret County,37031-1-1,87,-76.498426,34.732054
37031,Carteret County,37031-1-1,88,-76.501925,34.742688
37031,Carteret County,37031-1-1,89,-76.491713,34.750217
37031,Carteret County,37031-1-1,90,-76.485353,34.754905
37031,Carteret County,37031-1-1,91,-76.472529,34.770685
37031,Carteret County,37031-1-1,92,-76.463016,34.785076
37031,Carteret County,37031-1-1,93,-76.449464,34.814833
37031,Carteret County,37031-1-1,94,-76.436867,34.818736
37031,Carteret County,37031-1-1,95,-76.429376,34.830231
37031,Carteret County,37031-1-1,96,-76.424032,34.832588
37031,Carteret County,37031-1-1,97,-76.418565,34.826735
37031,Carteret County,37031-1-1,98,-76.415238,34.827711
37031,Carteret County,37031-1-1,99,-76.412148,34.832198
37031,Carteret County,37031-1-1,100,-76.411609,34.841268
37031,Carteret County,37031-1-1,101,-76.410009,34.861457
37031,Carteret County,37031-1-1,102,-76.403375,34.864399
37031,Carteret County,37031-1-1,103,-76.398575,34.866527
37031,Carteret County,37031-1-1,104,-76.393134,34.857556
37031,Carteret County,37031-1-1,105,-76.386479,34.855411
37031,Carteret County,37031-1-1,106,-76.382200,34.856971
37031,Carteret County,37031-1-1,107,-76.379641,34.862580
37031,Carteret County,37031-1-1,108,-76.377154,34.867553
37031,Carteret County,37031-1-1,109,-76.368274,34.872881
37031,Carteret County,37031-1-1,110,-76.347673,34.872171
37031,Carteret County,37031-1-1,111,-76.333820,34.882116
37031,Carteret County,37031-1-1,112,-76.319967,34.897745
37031,Carteret County,37031-1-1,113,-76.311442,34.910177
37031,Carteret County,37031-1-1,114,-76.305792,34.915681
37031,Carteret County,37031-1-1,115,-76.284092,34.936817
37031,Carteret County,37031-1-1,116,-76.277698,34.940014
37031,Carteret County,37031-1-1,117,-76.274856,34.953867
37031,Carteret County,37031-1-1,118,-76.275567,34.960971
37031,Carteret County,37031-1-1,119,-76.290691,34.969059
37031,Carteret County,37031-1-1,120,-76.296524,34.976245
37031,Carteret County,37031-1-1,121,-76.296188,34.986690
37031,Carteret County,37031-1-1,122,-76.293851,34.991948
37031,Carteret County,37031-1-1,123,-76.290930,34.994285
37031,Carteret County,37031-1-1,124,-76.288709,34.997201
37031,Carteret County,37031-1-1,125,-76.288354,35.005726
37031,Carteret County,37031-1-1,126,-76.293682,35.009633
37031,Carteret County,37031-1-1,127,-76.318546,35.020645
37031,Carteret County,37031-1-1,128,-76.352290,35.033077
37031,Carteret County,37031-1-1,129,-76.364367,35.034853
37031,Carteret County,37031-1-1,130,-76.364367,35.031301
37031,Carteret County,37031-1-1,131,-76.360815,35.025973
37031,Carteret County,37031-1-1,132,-76.350159,35.016737
37031,Carteret County,37031-1-1,133,-76.329557,34.986901
37031,Carteret County,37031-1-1,134,-76.326361,34.976245
37031,Carteret County,37031-1-1,135,-76.332044,34.970917
37031,Carteret County,37031-1-1,136,-76.395625,34.975179
37031,Carteret County,37031-1-1,137,-76.398466,34.976600
37031,Carteret County,37031-1-1,138,-76.406281,34.987256
37031,Carteret County,37031-1-1,139,-76.425461,35.001464
37031,Carteret County,37031-1-1,140,-76.431855,35.030945
37031,Carteret County,37031-1-1,141,-76.432565,35.049061
37031,Carteret County,37031-1-1,142,-76.435762,35.057941
37031,Carteret County,37031-1-1,143,-76.463468,35.076411
37031,Carteret County,37031-1-1,144,-76.468796,35.075345
37031,Carteret County,37031-1-1,145,-76.474521,35.070116
37031,Carteret County,37031-1-1,146,-76.480141,35.052130
37031,Carteret County,37031-1-1,147,-76.490258,35.034144
37031,Carteret County,37031-1-1,148,-76.491382,35.017283
37031,Carteret County,37031-1-1,149,-76.495879,35.011662
37031,Carteret County,37031-1-1,150,-76.502623,35.007166
37031,Carteret County,37031-1-1,151,-76.539719,35.000421
37031,Carteret County,37031-1-1,152,-76.566697,34.998173
37031,Carteret County,37031-1-1,153,-76.588055,34.991428
37031,Carteret County,37031-1-1,154,-76.635072,34.989116
37031,Carteret County,37031-1-1,155,-76.683743,34.962949
37031,Carteret County,37031-1-1,156,-76.652571,34.937595
37031,Carteret County,37031-1-1,157,-76.662462,34.912257
37031,Carteret County,37031-1-1,158,-76.684350,34.897972
37031,Carteret County,37031-1-1,159,-76.691850,34.871067
37031,Carteret County,37031-1-1,160,-76.756740,34.846882
37031,Carteret County,37031-1-1,161,-76.760032,34.847050
37031,Carteret County,37031-1-1,162,-76.766430,34.848795
37031,Carteret County,37031-1-1,163,-76.771766,34.846677
37031,Carteret County,37031-1-1,164,-76.883052,34.844896
37031,Carteret County,37031-1-1,165,-76.882312,34.840714
37031,Carteret County,37031-1-1,166,-76.882306,34.836685
37031,Carteret County,37031-1-1,167,-76.938835,34.827190
37031,Carteret County,37031-1-1,168,-76.954773,34.824508
37031,Carteret County,37031-1-1,169,-76.954438,34.809066
37031,Carteret County,37031-1-1,170,-77.078263,34.811322
37031,Carteret County,37031-1-1,171,-77.090731,34.799316
37031,Carteret County,37031-1-1,172,-77.123181,34.792829
37031,Carteret County,37031-1-1,173,-77.131679,34.798138
37031,Carteret County,37031-1-1,174,-77.167769,34.791000
37033,Caswell County,37033-1-1,1,-79.527196,36.324501
37033,Caswell County,37033-1-1,2,-79.531865,36.249673
37033,Caswell County,37033-1-1,3,-79.432187,36.247406
37033,Caswell County,37033-1-1,4,-79.376211,36.246131
37033,Caswell County,37033-1-1,5,-79.345200,36.245431
37033,Caswell County,37033-1-1,6,-79.257952,36.243445
37033,Caswell County,37033-1-1,7,-79.153997,36.241875
37033,Caswell County,37033-1-1,8,-79.152946,36.262071
37033,Caswell County,37033-1-1,9,-79.146026,36.394768
37033,Caswell County,37033-1-1,10,-79.141920,36.469718
37033,Caswell County,37033-1-1,11,-79.138331,36.541738
37033,Caswell County,37033-1-1,12,-79.146773,36.541718
37033,Caswell County,37033-1-1,13,-79.208686,36.541571
37033,Caswell County,37033-1-1,14,-79.209480,36.541594
37033,Caswell County,37033-1-1,15,-79.218454,36.541493
37033,Caswell County,37033-1-1,16,-79.249740,36.541139
37033,Caswell County,37033-1-1,17,-79.342816,36.541177
37033,Caswell County,37033-1-1,18,-79.343117,36.541177
37033,Caswell County,37033-1-1,19,-79.445687,36.541218
37033,Caswell County,37033-1-1,20,-79.445961,36.541195
37033,Caswell County,37033-1-1,21,-79.456902,36.541118
37033,Caswell County,37033-1-1,22,-79.470032,36.541025
37033,Caswell County,37033-1-1,23,-79.510647,36.540738
37033,Caswell County,37033-1-1,24,-79.513647,36.540758
37033,Caswell County,37033-1-1,25,-79.514161,36.532536
37033,Caswell County,37033-1-1,26,-79.519392,36.449185
37033,Caswell County,37033-1-1,27,-79.522531,36.399088
37033,Caswell County,37033-1-1,28,-79.527196,36.324501
37035,Catawba County,37035-1-1,1,-81.506809,35.607956
37035,Catawba County,37035-1-1,2,-81.535403,35.568137
37035,Catawba County,37035-1-1,3,-81.342526,35.561458
37035,Catawba County,37035-1-1,4,-81.333745,35.561109
37035,Catawba County,37035-1-1,5,-81.292534,35.559276
37035,Catawba County,37035-1-1,6,-81.200068,35.555452
37035,Catawba County,37035-1-1,7,-81.184381,35.555071
37035,Catawba County,37035-1-1,8,-81.082918,35.551415
37035,Catawba County,37035-1-1,9,-81.058488,35.550507
37035,Catawba County,37035-1-1,10,-81.015562,35.548639
37035,Catawba County,37035-1-1,11,-80.960025,35.547020
37035,Catawba County,37035-1-1,12,-80.959909,35.547956
37035,Catawba County,37035-1-1,13,-80.951961,35.580476
37035,Catawba County,37035-1-1,14,-80.933638,35.590933
37035,Catawba County,37035-1-1,15,-80.943524,35.604931
37035,Catawba County,37035-1-1,16,-80.925213,35.620258
37035,Catawba County,37035-1-1,17,-80.928566,35.623929
37035,Catawba County,37035-1-1,18,-80.951241,35.641413
37035,Catawba County,37035-1-1,19,-80.966305,35.670313
37035,Catawba County,37035-1-1,20,-81.003189,35.709166
37035,Catawba County,37035-1-1,21,-81.009836,35.711378
37035,Catawba County,37035-1-1,22,-81.017733,35.712728
37035,Catawba County,37035-1-1,23,-81.038462,35.707549
37035,Catawba County,37035-1-1,24,-81.061751,35.710876
37035,Catawba County,37035-1-1,25,-81.065574,35.718338
37035,Catawba County,37035-1-1,26,-81.067092,35.736800
37035,Catawba County,37035-1-1,27,-81.074714,35.743087
37035,Catawba County,37035-1-1,28,-81.090265,35.766643
37035,Catawba County,37035-1-1,29,-81.109507,35.776594
37035,Catawba County,37035-1-1,30,-81.128613,35.789803
37035,Catawba County,37035-1-1,31,-81.142327,35.827167
37035,Catawba County,37035-1-1,32,-81.149609,35.828958
37035,Catawba County,37035-1-1,33,-81.190407,35.822385
37035,Catawba County,37035-1-1,34,-81.205137,35.822800
37035,Catawba County,37035-1-1,35,-81.228100,35.810388
37035,Catawba County,37035-1-1,36,-81.232541,35.812455
37035,Catawba County,37035-1-1,37,-81.251279,35.814722
37035,Catawba County,37035-1-1,38,-81.253457,35.809332
37035,Catawba County,37035-1-1,39,-81.268760,35.804455
37035,Catawba County,37035-1-1,40,-81.299539,35.798338
37035,Catawba County,37035-1-1,41,-81.304399,35.802548
37035,Catawba County,37035-1-1,42,-81.315913,35.796857
37035,Catawba County,37035-1-1,43,-81.334272,35.796281
37035,Catawba County,37035-1-1,44,-81.347191,35.792985
37035,Catawba County,37035-1-1,45,-81.355682,35.779721
37035,Catawba County,37035-1-1,46,-81.352587,35.771243
37035,Catawba County,37035-1-1,47,-81.363796,35.767802
37035,Catawba County,37035-1-1,48,-81.364827,35.766421
37035,Catawba County,37035-1-1,49,-81.394132,35.728295
37035,Catawba County,37035-1-1,50,-81.402028,35.717881
37035,Catawba County,37035-1-1,51,-81.432898,35.677847
37035,Catawba County,37035-1-1,52,-81.445388,35.665785
37035,Catawba County,37035-1-1,53,-81.476143,35.636780
37035,Catawba County,37035-1-1,54,-81.506809,35.607956
37037,Chatham County,37037-1-1,1,-79.551423,35.631484
37037,Chatham County,37037-1-1,2,-79.555804,35.515039
37037,Chatham County,37037-1-1,3,-79.391516,35.517434
37037,Chatham County,37037-1-1,4,-79.350073,35.518002
37037,Chatham County,37037-1-1,5,-79.348357,35.519850
37037,Chatham County,37037-1-1,6,-79.312086,35.530460
37037,Chatham County,37037-1-1,7,-79.322723,35.544526
37037,Chatham County,37037-1-1,8,-79.285175,35.555148
37037,Chatham County,37037-1-1,9,-79.291759,35.543349
37037,Chatham County,37037-1-1,10,-79.275541,35.531779
37037,Chatham County,37037-1-1,11,-79.262705,35.535728
37037,Chatham County,37037-1-1,12,-79.245199,35.552961
37037,Chatham County,37037-1-1,13,-79.244663,35.569116
37037,Chatham County,37037-1-1,14,-79.218740,35.565675
37037,Chatham County,37037-1-1,15,-79.225634,35.551745
37037,Chatham County,37037-1-1,16,-79.199886,35.558558
37037,Chatham County,37037-1-1,17,-79.201864,35.574140
37037,Chatham County,37037-1-1,18,-79.194195,35.578398
37037,Chatham County,37037-1-1,19,-79.157532,35.603984
37037,Chatham County,37037-1-1,20,-79.148496,35.618749
37037,Chatham County,37037-1-1,21,-79.118771,35.628323
37037,Chatham County,37037-1-1,22,-79.094160,35.619683
37037,Chatham County,37037-1-1,23,-79.052490,35.596075
37037,Chatham County,37037-1-1,24,-79.045615,35.568383
37037,Chatham County,37037-1-1,25,-79.024001,35.548377
37037,Chatham County,37037-1-1,26,-78.995638,35.542119
37037,Chatham County,37037-1-1,27,-78.969640,35.521669
37037,Chatham County,37037-1-1,28,-78.916067,35.584102
37037,Chatham County,37037-1-1,29,-78.995048,35.610166
37037,Chatham County,37037-1-1,30,-78.983059,35.644453
37037,Chatham County,37037-1-1,31,-78.950188,35.732118
37037,Chatham County,37037-1-1,32,-78.946923,35.741562
37037,Chatham County,37037-1-1,33,-78.936271,35.771898
37037,Chatham County,37037-1-1,34,-78.930891,35.794377
37037,Chatham County,37037-1-1,35,-78.926609,35.801528
37037,Chatham County,37037-1-1,36,-78.918583,35.819769
37037,Chatham County,37037-1-1,37,-78.909416,35.843001
37037,Chatham County,37037-1-1,38,-78.908812,35.847536
37037,Chatham County,37037-1-1,39,-78.906071,35.868096
37037,Chatham County,37037-1-1,40,-78.914761,35.867705
37037,Chatham County,37037-1-1,41,-78.943730,35.866432
37037,Chatham County,37037-1-1,42,-78.978246,35.864905
37037,Chatham County,37037-1-1,43,-79.016305,35.863210
37037,Chatham County,37037-1-1,44,-79.026622,35.862762
37037,Chatham County,37037-1-1,45,-79.081938,35.860780
37037,Chatham County,37037-1-1,46,-79.116912,35.863926
37037,Chatham County,37037-1-1,47,-79.121541,35.863986
37037,Chatham County,37037-1-1,48,-79.131834,35.865309
37037,Chatham County,37037-1-1,49,-79.158733,35.867861
37037,Chatham County,37037-1-1,50,-79.221534,35.875467
37037,Chatham County,37037-1-1,51,-79.249538,35.876810
37037,Chatham County,37037-1-1,52,-79.250393,35.856978
37037,Chatham County,37037-1-1,53,-79.237316,35.844247
37037,Chatham County,37037-1-1,54,-79.350051,35.843908
37037,Chatham County,37037-1-1,55,-79.392517,35.843805
37037,Chatham County,37037-1-1,56,-79.542428,35.843303
37037,Chatham County,37037-1-1,57,-79.543094,35.823342
37037,Chatham County,37037-1-1,58,-79.544301,35.782927
37037,Chatham County,37037-1-1,59,-79.545541,35.742601
37037,Chatham County,37037-1-1,60,-79.546687,35.708997
37037,Chatham County,37037-1-1,61,-79.551423,35.631484
37039,Cherokee County,37039-1-1,1,-84.317475,35.021964
37039,Cherokee County,37039-1-1,2,-84.321869,34.988408
37039,Cherokee County,37039-1-1,3,-84.261406,34.988124
37039,Cherokee County,37039-1-1,4,-84.181195,34.987747
37039,Cherokee County,37039-1-1,5,-84.129555,34.987504
37039,Cherokee County,37039-1-1,6,-84.129452,34.987504
37039,Cherokee County,37039-1-1,7,-84.096735,34.987444
37039,Cherokee County,37039-1-1,8,-84.091155,34.987433
37039,Cherokee County,37039-1-1,9,-84.029954,34.987321
37039,Cherokee County,37039-1-1,10,-84.021357,34.987430
37039,Cherokee County,37039-1-1,11,-84.005259,34.987440
37039,Cherokee County,37039-1-1,12,-84.004595,34.994132
37039,Cherokee County,37039-1-1,13,-83.979847,35.005867
37039,Cherokee County,37039-1-1,14,-83.956450,35.026515
37039,Cherokee County,37039-1-1,15,-83.964019,35.048077
37039,Cherokee County,37039-1-1,16,-83.932371,35.069395
37039,Cherokee County,37039-1-1,17,-83.926865,35.067050
37039,Cherokee County,37039-1-1,18,-83.907483,35.078483
37039,Cherokee County,37039-1-1,19,-83.863651,35.120421
37039,Cherokee County,37039-1-1,20,-83.862751,35.132447
37039,Cherokee County,37039-1-1,21,-83.840733,35.143841
37039,Cherokee County,37039-1-1,22,-83.820598,35.139187
37039,Cherokee County,37039-1-1,23,-83.749772,35.161177
37039,Cherokee County,37039-1-1,24,-83.738129,35.155950
37039,Cherokee County,37039-1-1,25,-83.731535,35.178579
37039,Cherokee County,37039-1-1,26,-83.711338,35.195659
37039,Cherokee County,37039-1-1,27,-83.728359,35.199892
37039,Cherokee County,37039-1-1,28,-83.696783,35.225385
37039,Cherokee County,37039-1-1,29,-83.690212,35.237942
37039,Cherokee County,37039-1-1,30,-83.702652,35.248462
37039,Cherokee County,37039-1-1,31,-83.708352,35.257299
37039,Cherokee County,37039-1-1,32,-83.734314,35.244989
37039,Cherokee County,37039-1-1,33,-83.773547,35.245743
37039,Cherokee County,37039-1-1,34,-83.795159,35.257463
37039,Cherokee County,37039-1-1,35,-83.822766,35.250288
37039,Cherokee County,37039-1-1,36,-83.831429,35.256117
37039,Cherokee County,37039-1-1,37,-83.874227,35.243784
37039,Cherokee County,37039-1-1,38,-83.879696,35.238481
37039,Cherokee County,37039-1-1,39,-83.934446,35.222988
37039,Cherokee County,37039-1-1,40,-83.967132,35.217860
37039,Cherokee County,37039-1-1,41,-84.002932,35.235001
37039,Cherokee County,37039-1-1,42,-84.009757,35.273241
37039,Cherokee County,37039-1-1,43,-84.029085,35.292188
37039,Cherokee County,37039-1-1,44,-84.036011,35.288683
37039,Cherokee County,37039-1-1,45,-84.042711,35.278383
37039,Cherokee County,37039-1-1,46,-84.052612,35.269982
37039,Cherokee County,37039-1-1,47,-84.055712,35.268182
37039,Cherokee County,37039-1-1,48,-84.063712,35.266682
37039,Cherokee County,37039-1-1,49,-84.070612,35.263782
37039,Cherokee County,37039-1-1,50,-84.074713,35.263182
37039,Cherokee County,37039-1-1,51,-84.081117,35.261146
37039,Cherokee County,37039-1-1,52,-84.082813,35.258882
37039,Cherokee County,37039-1-1,53,-84.082913,35.257082
37039,Cherokee County,37039-1-1,54,-84.092213,35.249981
37039,Cherokee County,37039-1-1,55,-84.097508,35.247382
37039,Cherokee County,37039-1-1,56,-84.102270,35.248115
37039,Cherokee County,37039-1-1,57,-84.103135,35.248781
37039,Cherokee County,37039-1-1,58,-84.108449,35.250330
37039,Cherokee County,37039-1-1,59,-84.113314,35.248981
37039,Cherokee County,37039-1-1,60,-84.114414,35.249081
37039,Cherokee County,37039-1-1,61,-84.115048,35.249765
37039,Cherokee County,37039-1-1,62,-84.115279,35.250438
37039,Cherokee County,37039-1-1,63,-84.121150,35.250644
37039,Cherokee County,37039-1-1,64,-84.124915,35.249830
37039,Cherokee County,37039-1-1,65,-84.125615,35.249381
37039,Cherokee County,37039-1-1,66,-84.126815,35.246481
37039,Cherokee County,37039-1-1,67,-84.127315,35.244414
37039,Cherokee County,37039-1-1,68,-84.128890,35.243679
37039,Cherokee County,37039-1-1,69,-84.130570,35.243364
37039,Cherokee County,37039-1-1,70,-84.133299,35.243679
37039,Cherokee County,37039-1-1,71,-84.136415,35.244780
37039,Cherokee County,37039-1-1,72,-84.139715,35.246180
37039,Cherokee County,37039-1-1,73,-84.143124,35.246879
37039,Cherokee County,37039-1-1,74,-84.155316,35.246480
37039,Cherokee County,37039-1-1,75,-84.158916,35.245880
37039,Cherokee County,37039-1-1,76,-84.160416,35.243880
37039,Cherokee County,37039-1-1,77,-84.161316,35.243480
37039,Cherokee County,37039-1-1,78,-84.168616,35.245780
37039,Cherokee County,37039-1-1,79,-84.170416,35.245779
37039,Cherokee County,37039-1-1,80,-84.177016,35.242379
37039,Cherokee County,37039-1-1,81,-84.178516,35.240679
37039,Cherokee County,37039-1-1,82,-84.188417,35.239979
37039,Cherokee County,37039-1-1,83,-84.192217,35.243079
37039,Cherokee County,37039-1-1,84,-84.199117,35.243679
37039,Cherokee County,37039-1-1,85,-84.200117,35.244679
37039,Cherokee County,37039-1-1,86,-84.201717,35.247779
37039,Cherokee County,37039-1-1,87,-84.202879,35.255772
37039,Cherokee County,37039-1-1,88,-84.205317,35.258279
37039,Cherokee County,37039-1-1,89,-84.205517,35.259679
37039,Cherokee County,37039-1-1,90,-84.211818,35.266078
37039,Cherokee County,37039-1-1,91,-84.216318,35.267978
37039,Cherokee County,37039-1-1,92,-84.223718,35.269078
37039,Cherokee County,37039-1-1,93,-84.227818,35.267878
37039,Cherokee County,37039-1-1,94,-84.231818,35.264778
37039,Cherokee County,37039-1-1,95,-84.240219,35.255178
37039,Cherokee County,37039-1-1,96,-84.243019,35.253178
37039,Cherokee County,37039-1-1,97,-84.252819,35.249477
