geo_id,county_fips,acs_adult_population,acs_adult_moe90,acs_65plus_population,acs_65plus_moe90,acs_65plus_share_adult_pct,acs_moe_status,acs_period,acs_table
0500000US19127,19127,29939,854,7301,438,24.4,reported,2020-2024,B01001
0500000US19129,19129,11242,463,2921,254,26.0,reported,2020-2024,B01001
0500000US19131,19131,8053,315,2290,181,28.4,reported,2020-2024,B01001
0500000US19133,19133,6622,255,2084,161,31.5,reported,2020-2024,B01001
0500000US19135,19135,5782,317,1548,173,26.8,reported,2020-2024,B01001
0500000US19137,19137,7907,338,2361,186,29.9,reported,2020-2024,B01001
0500000US19139,19139,32388,908,7691,472,23.7,reported,2020-2024,B01001
0500000US19141,19141,10680,435,2989,237,28.0,reported,2020-2024,B01001
0500000US19143,19143,4717,232,1389,125,29.4,reported,2020-2024,B01001
0500000US19145,19145,12225,438,3664,280,30.0,reported,2020-2024,B01001
0500000US19147,19147,6819,261,1970,159,28.9,reported,2020-2024,B01001
0500000US19149,19149,19304,600,5096,341,26.4,reported,2020-2024,B01001
0500000US19151,19151,5402,225,1682,142,31.1,reported,2020-2024,B01001
0500000US19153,19153,380581,3025,70275,1611,18.5,reported,2020-2024,B01001
0500000US19155,19155,72017,1222,17508,665,24.3,reported,2020-2024,B01001
0500000US19157,19157,14952,508,3967,287,26.5,reported,2020-2024,B01001
0500000US19159,19159,3603,185,1099,115,30.5,reported,2020-2024,B01001
0500000US19161,19161,7584,275,2351,171,31.0,reported,2020-2024,B01001
0500000US19163,19163,134197,1721,30617,980,22.8,reported,2020-2024,B01001
0500000US19165,19165,9079,362,2724,217,30.0,reported,2020-2024,B01001
0500000US19167,19167,26375,730,5866,362,22.2,reported,2020-2024,B01001
0500000US19169,19169,84190,1681,13275,626,15.8,reported,2020-2024,B01001
0500000US19171,19171,12865,373,3537,210,27.5,reported,2020-2024,B01001
0500000US19173,19173,4538,175,1342,97,29.6,reported,2020-2024,B01001
0500000US19175,19175,9296,385,2490,230,26.8,reported,2020-2024,B01001
0500000US19177,19177,5532,220,1707,135,30.9,reported,2020-2024,B01001
0500000US19179,19179,26930,785,6496,388,24.1,reported,2020-2024,B01001
0500000US19181,19181,41117,877,9112,468,22.2,reported,2020-2024,B01001
0500000US19183,19183,17028,489,4538,293,26.7,reported,2020-2024,B01001
0500000US19185,19185,4837,197,1475,123,30.5,reported,2020-2024,B01001
0500000US19187,19187,29001,743,7323,394,25.3,reported,2020-2024,B01001
0500000US19189,19189,8354,370,2341,195,28.0,reported,2020-2024,B01001
0500000US19191,19191,16159,488,4632,278,28.7,reported,2020-2024,B01001
0500000US19193,19193,78856,1455,16864,728,21.4,reported,2020-2024,B01001
0500000US19195,19195,5830,223,1684,133,28.9,reported,2020-2024,B01001
0500000US19197,19197,9462,400,2827,230,29.9,reported,2020-2024,B01001
0500000US20001,20001,9669,380,2619,217,27.1,reported,2020-2024,B01001
0500000US20003,20003,5825,361,1622,206,27.8,reported,2020-2024,B01001
0500000US20005,20005,12671,593,2931,310,23.1,reported,2020-2024,B01001
0500000US20007,20007,3137,214,967,132,30.8,reported,2020-2024,B01001
0500000US20009,20009,19053,679,5209,356,27.3,reported,2020-2024,B01001
0500000US20011,20011,10793,517,2880,282,26.7,reported,2020-2024,B01001
0500000US20013,20013,7010,269,2088,163,29.8,reported,2020-2024,B01001
0500000US20015,20015,51491,1041,11091,560,21.5,reported,2020-2024,B01001
0500000US20017,20017,2038,155,646,95,31.7,reported,2020-2024,B01001
0500000US20019,20019,2629,148,810,76,30.8,reported,2020-2024,B01001
0500000US20021,20021,14795,546,3877,323,26.2,reported,2020-2024,B01001
0500000US20023,20023,2030,127,689,80,33.9,reported,2020-2024,B01001
0500000US20025,20025,1474,137,451,73,30.6,reported,2020-2024,B01001
0500000US20027,20027,6195,304,1946,197,31.4,reported,2020-2024,B01001
0500000US20029,20029,6836,323,1908,180,27.9,reported,2020-2024,B01001
0500000US20031,20031,6525,252,1869,161,28.6,reported,2020-2024,B01001
0500000US20033,20033,1395,149,504,105,36.1,reported,2020-2024,B01001
0500000US20035,20035,26300,730,6518,418,24.8,reported,2020-2024,B01001
0500000US20037,20037,30346,909,6223,408,20.5,reported,2020-2024,B01001
0500000US20039,20039,2158,180,811,120,37.6,reported,2020-2024,B01001
0500000US20041,20041,14162,548,3890,341,27.5,reported,2020-2024,B01001
0500000US20043,20043,5920,277,1513,155,25.6,reported,2020-2024,B01001
0500000US20045,20045,99189,2038,16722,874,16.9,reported,2020-2024,B01001
0500000US20047,20047,2134,148,625,68,29.3,reported,2020-2024,B01001
0500000US20049,20049,1886,114,699,72,37.1,reported,2020-2024,B01001
0500000US20051,20051,23100,759,4616,358,20.0,reported,2020-2024,B01001
0500000US20053,20053,5238,250,1498,136,28.6,reported,2020-2024,B01001
0500000US20055,20055,26705,755,4525,387,16.9,reported,2020-2024,B01001
0500000US20057,20057,23877,814,4045,365,16.9,reported,2020-2024,B01001
0500000US20059,20059,20075,636,4678,386,23.3,reported,2020-2024,B01001
0500000US20061,20061,24442,755,3109,322,12.7,reported,2020-2024,B01001
0500000US20063,20063,2093,141,639,80,30.5,reported,2020-2024,B01001
0500000US20065,20065,1893,142,646,77,34.1,reported,2020-2024,B01001
0500000US20067,20067,5015,603,1038,224,20.7,reported,2020-2024,B01001
0500000US20069,20069,4076,214,960,104,23.6,reported,2020-2024,B01001
0500000US20071,20071,899,94,239,48,26.6,reported,2020-2024,B01001
0500000US20073,20073,4648,201,1560,133,33.6,reported,2020-2024,B01001
0500000US20075,20075,1635,233,291,83,17.8,reported,2020-2024,B01001
0500000US20077,20077,4009,224,1171,124,29.2,reported,2020-2024,B01001
0500000US20079,20079,25822,886,7239,511,28.0,reported,2020-2024,B01001
0500000US20081,20081,2660,221,576,98,21.7,reported,2020-2024,B01001
0500000US20083,20083,1228,118,367,58,29.9,reported,2020-2024,B01001
0500000US20085,20085,10029,378,2630,213,26.2,reported,2020-2024,B01001
0500000US20087,20087,14316,453,3666,272,25.6,reported,2020-2024,B01001
0500000US20089,20089,2298,149,914,107,39.8,reported,2020-2024,B01001
0500000US20091,20091,474880,3405,99005,2063,20.8,reported,2020-2024,B01001
0500000US20093,20093,2765,262,703,131,25.4,reported,2020-2024,B01001
0500000US20095,20095,5545,296,1416,169,25.5,reported,2020-2024,B01001
0500000US20097,20097,1859,120,548,63,29.5,reported,2020-2024,B01001
0500000US20099,20099,15031,551,4033,334,26.8,reported,2020-2024,B01001
0500000US20101,20101,1100,151,375,91,34.1,reported,2020-2024,B01001
0500000US20103,20103,63472,1322,13367,671,21.1,reported,2020-2024,B01001
0500000US20105,20105,2306,142,742,90,32.2,reported,2020-2024,B01001
0500000US20107,20107,7621,335,2227,211,29.2,reported,2020-2024,B01001
0500000US20109,20109,2078,148,582,73,28.0,reported,2020-2024,B01001
0500000US20111,20111,25053,856,5196,382,20.7,reported,2020-2024,B01001
0500000US20113,20113,23671,727,6040,384,25.5,reported,2020-2024,B01001
0500000US20115,20115,9278,310,2784,218,30.0,reported,2020-2024,B01001
0500000US20117,20117,7573,317,2306,197,30.5,reported,2020-2024,B01001
0500000US20119,20119,2889,203,710,109,24.6,reported,2020-2024,B01001
0500000US20121,20121,26710,834,6323,535,23.7,reported,2020-2024,B01001
0500000US20123,20123,4454,297,1320,145,29.6,reported,2020-2024,B01001
0500000US20125,20125,23622,747,6283,441,26.6,reported,2020-2024,B01001
0500000US20127,20127,4237,252,1385,164,32.7,reported,2020-2024,B01001
0500000US20129,20129,1975,216,513,93,26.0,reported,2020-2024,B01001
0500000US20131,20131,7430,284,2055,172,27.7,reported,2020-2024,B01001
0500000US20133,20133,11910,523,3223,326,27.1,reported,2020-2024,B01001
0500000US20135,20135,2129,160,664,86,31.2,reported,2020-2024,B01001
0500000US20137,20137,4282,376,1087,164,25.4,reported,2020-2024,B01001
0500000US20139,20139,12119,373,3288,225,27.1,reported,2020-2024,B01001
0500000US20141,20141,2690,151,924,95,34.3,reported,2020-2024,B01001
0500000US20143,20143,4450,212,1221,118,27.4,reported,2020-2024,B01001
0500000US20145,20145,5251,331,1432,199,27.3,reported,2020-2024,B01001
0500000US20147,20147,3730,196,1230,130,33.0,reported,2020-2024,B01001
0500000US20149,20149,18647,647,4020,308,21.6,reported,2020-2024,B01001
0500000US20151,20151,6874,365,1928,208,28.0,reported,2020-2024,B01001
0500000US20153,20153,1964,150,701,87,35.7,reported,2020-2024,B01001
0500000US20155,20155,48035,1110,12659,696,26.4,reported,2020-2024,B01001
0500000US20157,20157,3506,178,1243,121,35.5,reported,2020-2024,B01001
0500000US20159,20159,7160,354,1777,157,24.8,reported,2020-2024,B01001
0500000US20161,20161,60357,1501,7203,480,11.9,reported,2020-2024,B01001
0500000US20163,20163,3812,199,1151,100,30.2,reported,2020-2024,B01001
0500000US20165,20165,2358,158,732,90,31.0,reported,2020-2024,B01001
0500000US20167,20167,5219,323,1741,207,33.4,reported,2020-2024,B01001
0500000US20169,20169,41483,1251,10096,729,24.3,reported,2020-2024,B01001
0500000US20171,20171,3795,420,1007,209,26.5,reported,2020-2024,B01001
0500000US20173,20173,396625,3348,83777,2021,21.1,reported,2020-2024,B01001
0500000US20175,20175,14973,742,2300,312,15.4,reported,2020-2024,B01001
0500000US20177,20177,136944,1901,34618,1274,25.3,reported,2020-2024,B01001
0500000US20179,20179,1812,134,568,71,31.3,reported,2020-2024,B01001
0500000US20181,20181,4508,375,1239,212,27.5,reported,2020-2024,B01001
0500000US20183,20183,2840,142,1040,88,36.6,reported,2020-2024,B01001
0500000US20185,20185,3010,153,905,95,30.1,reported,2020-2024,B01001
0500000US20187,20187,1595,247,307,93,19.2,reported,2020-2024,B01001
0500000US20189,20189,3676,339,920,180,25.0,reported,2020-2024,B01001
0500000US20191,20191,16970,545,4367,300,25.7,reported,2020-2024,B01001
0500000US20193,20193,5943,402,1468,218,24.7,reported,2020-2024,B01001
0500000US20195,20195,2217,198,776,110,35.0,reported,2020-2024,B01001
0500000US20197,20197,5416,254,1514,190,28.0,reported,2020-2024,B01001
0500000US20199,20199,1091,104,369,64,33.8,reported,2020-2024,B01001
0500000US20201,20201,4193,160,1307,116,31.2,reported,2020-2024,B01001
0500000US20203,20203,1456,205,502,122,34.5,reported,2020-2024,B01001
0500000US20205,20205,6473,301,1964,180,30.3,reported,2020-2024,B01001
0500000US20207,20207,2471,165,804,84,32.5,reported,2020-2024,B01001
0500000US20209,20209,121716,1686,22334,922,18.3,reported,2020-2024,B01001
0500000US21001,21001,15328,593,3755,356,24.5,reported,2020-2024,B01001
0500000US21003,21003,16379,614,3807,333,23.2,reported,2020-2024,B01001
0500000US21005,21005,18719,618,4132,329,22.1,reported,2020-2024,B01001
0500000US21007,21007,6134,286,1665,160,27.1,reported,2020-2024,B01001
0500000US21009,21009,34208,903,8152,502,23.8,reported,2020-2024,B01001
0500000US21011,21011,9580,453,2221,236,23.2,reported,2020-2024,B01001
0500000US21013,21013,18371,741,4453,432,24.2,reported,2020-2024,B01001
0500000US21015,21015,104078,1818,20788,989,20.0,reported,2020-2024,B01001
0500000US21017,21017,15618,591,3951,332,25.3,reported,2020-2024,B01001
0500000US21019,21019,37752,981,9825,637,26.0,reported,2020-2024,B01001
0500000US21021,21021,24474,731,5773,387,23.6,reported,2020-2024,B01001
0500000US21023,21023,6494,320,1533,174,23.6,reported,2020-2024,B01001
0500000US21025,21025,10464,431,2481,222,23.7,reported,2020-2024,B01001
0500000US21027,21027,16113,608,4260,345,26.4,reported,2020-2024,B01001
0500000US21029,21029,66232,1328,14585,771,22.0,reported,2020-2024,B01001
0500000US21031,21031,9526,393,2406,230,25.3,reported,2020-2024,B01001
0500000US21033,21033,9723,545,2704,320,27.8,reported,2020-2024,B01001
0500000US21035,21035,31252,900,6477,393,20.7,reported,2020-2024,B01001
0500000US21037,21037,74204,1168,16377,664,22.1,reported,2020-2024,B01001
0500000US21039,21039,3645,208,958,134,26.3,reported,2020-2024,B01001
0500000US21041,21041,8036,447,1803,204,22.4,reported,2020-2024,B01001
0500000US21043,21043,20400,669,5250,416,25.7,reported,2020-2024,B01001
0500000US21045,21045,12249,482,3314,300,27.1,reported,2020-2024,B01001
0500000US21047,21047,51648,1182,9168,598,17.8,reported,2020-2024,B01001
0500000US21049,21049,28834,848,6777,461,23.5,reported,2020-2024,B01001
0500000US21051,21051,15825,637,3180,348,20.1,reported,2020-2024,B01001
0500000US21053,21053,7228,433,1894,202,26.2,reported,2020-2024,B01001
0500000US21055,21055,6899,347,1891,219,27.4,reported,2020-2024,B01001
0500000US21057,21057,4636,361,1351,166,29.1,reported,2020-2024,B01001
0500000US21059,21059,78267,1503,18320,873,23.4,reported,2020-2024,B01001
0500000US21061,21061,10130,491,2690,293,26.6,reported,2020-2024,B01001
0500000US21063,21063,6062,410,1573,209,25.9,reported,2020-2024,B01001
0500000US21065,21065,11051,497,2749,245,24.9,reported,2020-2024,B01001
0500000US21067,21067,255801,2753,47626,1380,18.6,reported,2020-2024,B01001
0500000US21069,21069,11667,583,2851,283,24.4,reported,2020-2024,B01001
0500000US21071,21071,27495,823,6907,495,25.1,reported,2020-2024,B01001
0500000US21073,21073,40978,1046,9696,555,23.7,reported,2020-2024,B01001
0500000US21075,21075,5009,378,1318,167,26.3,reported,2020-2024,B01001
0500000US21077,21077,6756,309,1390,159,20.6,reported,2020-2024,B01001
0500000US21079,21079,13777,528,3289,301,23.9,reported,2020-2024,B01001
0500000US21081,21081,18683,654,3690,346,19.8,reported,2020-2024,B01001
0500000US21083,21083,27781,908,6753,495,24.3,reported,2020-2024,B01001
0500000US21085,21085,20358,687,4834,392,23.7,reported,2020-2024,B01001
0500000US21087,21087,8964,392,2555,230,28.5,reported,2020-2024,B01001
0500000US21089,21089,27953,744,7823,482,28.0,reported,2020-2024,B01001
0500000US21091,21091,6877,321,1657,194,24.1,reported,2020-2024,B01001
0500000US21093,21093,84307,1502,16922,842,20.1,reported,2020-2024,B01001
0500000US21095,21095,19652,655,5020,401,25.5,reported,2020-2024,B01001
0500000US21097,21097,14664,622,3666,344,25.0,reported,2020-2024,B01001
0500000US21099,21099,14821,557,3449,304,23.3,reported,2020-2024,B01001
0500000US21101,21101,34264,931,8484,532,24.8,reported,2020-2024,B01001
0500000US21103,21103,12134,448,2914,243,24.0,reported,2020-2024,B01001
0500000US21105,21105,3584,319,1120,192,31.2,reported,2020-2024,B01001
0500000US21107,21107,34741,922,8597,501,24.7,reported,2020-2024,B01001
0500000US21109,21109,9975,550,2378,308,23.8,reported,2020-2024,B01001
0500000US21111,21111,608746,4037,134317,2339,22.1,reported,2020-2024,B01001
0500000US21113,21113,41622,1157,8878,601,21.3,reported,2020-2024,B01001
0500000US21115,21115,17368,762,4278,480,24.6,reported,2020-2024,B01001
0500000US21117,21117,131308,1795,26958,949,20.5,reported,2020-2024,B01001
0500000US21119,21119,11089,541,2862,296,25.8,reported,2020-2024,B01001
0500000US21121,21121,22812,810,5203,435,22.8,reported,2020-2024,B01001
0500000US21123,21123,11706,535,2737,284,23.4,reported,2020-2024,B01001
0500000US21125,21125,48718,1157,10779,672,22.1,reported,2020-2024,B01001
0500000US21127,21127,12314,566,3279,360,26.6,reported,2020-2024,B01001
0500000US21129,21129,6009,366,1435,195,23.9,reported,2020-2024,B01001
0500000US21131,21131,7994,599,1918,299,24.0,reported,2020-2024,B01001
0500000US21133,21133,16266,631,4340,335,26.7,reported,2020-2024,B01001
0500000US21135,21135,10023,476,2527,272,25.2,reported,2020-2024,B01001
0500000US21137,21137,18533,669,4537,412,24.5,reported,2020-2024,B01001
0500000US21139,21139,6940,375,1995,218,28.7,reported,2020-2024,B01001
0500000US21141,21141,21197,755,5339,435,25.2,reported,2020-2024,B01001
0500000US21143,21143,7693,366,2193,218,28.5,reported,2020-2024,B01001
0500000US21145,21145,52831,1212,13825,698,26.2,reported,2020-2024,B01001
0500000US21147,21147,13195,576,2737,364,20.7,reported,2020-2024,B01001
0500000US21149,21149,7061,329,1865,201,26.4,reported,2020-2024,B01001
0500000US21151,21151,75624,1402,14190,695,18.8,reported,2020-2024,B01001
0500000US21153,21153,8803,457,2157,240,24.5,reported,2020-2024,B01001
0500000US21155,21155,15049,592,3424,280,22.8,reported,2020-2024,B01001
0500000US21157,21157,25355,802,7165,501,28.3,reported,2020-2024,B01001
0500000US21159,21159,8848,476,1972,287,22.3,reported,2020-2024,B01001
0500000US21161,21161,13166,559,3346,324,25.4,reported,2020-2024,B01001
0500000US21163,21163,23551,771,4708,378,20.0,reported,2020-2024,B01001
0500000US21165,21165,4919,414,1459,227,29.7,reported,2020-2024,B01001
0500000US21167,21167,18011,740,4363,340,24.2,reported,2020-2024,B01001
0500000US21169,21169,7969,408,1990,216,25.0,reported,2020-2024,B01001
0500000US21171,21171,8516,389,2104,221,24.7,reported,2020-2024,B01001
0500000US21173,21173,21802,717,4806,423,22.0,reported,2020-2024,B01001
0500000US21175,21175,11229,428,2484,245,22.1,reported,2020-2024,B01001
0500000US21177,21177,24142,761,6170,442,25.6,reported,2020-2024,B01001
0500000US21179,21179,36634,948,8291,501,22.6,reported,2020-2024,B01001
0500000US21181,21181,5829,419,1299,170,22.3,reported,2020-2024,B01001
0500000US21183,21183,18072,610,4425,333,24.5,reported,2020-2024,B01001
0500000US21185,21185,52122,1027,10096,490,19.4,reported,2020-2024,B01001
0500000US21187,21187,8831,440,2272,273,25.7,reported,2020-2024,B01001
0500000US21189,21189,3205,348,816,163,25.5,reported,2020-2024,B01001
0500000US21191,21191,11296,501,2573,268,22.8,reported,2020-2024,B01001
0500000US21193,21193,21064,807,4948,494,23.5,reported,2020-2024,B01001
0500000US21195,21195,45233,1091,11401,686,25.2,reported,2020-2024,B01001
0500000US21197,21197,9808,445,2113,255,21.5,reported,2020-2024,B01001
0500000US21199,21199,51261,1160,12825,656,25.0,reported,2020-2024,B01001
0500000US21201,21201,1676,218,379,81,22.6,reported,2020-2024,B01001
0500000US21203,21203,12683,471,3116,308,24.6,reported,2020-2024,B01001
0500000US21205,21205,19757,734,3683,378,18.6,reported,2020-2024,B01001
0500000US21207,21207,14009,595,3748,347,26.8,reported,2020-2024,B01001
0500000US21209,21209,45057,951,7978,450,17.7,reported,2020-2024,B01001
0500000US21211,21211,38206,1071,8184,539,21.4,reported,2020-2024,B01001
0500000US21213,21213,15293,673,3219,349,21.0,reported,2020-2024,B01001
0500000US21215,21215,15643,590,3128,340,20.0,reported,2020-2024,B01001
0500000US21217,21217,20314,849,4794,444,23.6,reported,2020-2024,B01001
0500000US21219,21219,9099,410,2118,234,23.3,reported,2020-2024,B01001
0500000US21221,21221,11187,505,3213,309,28.7,reported,2020-2024,B01001
0500000US21223,21223,6738,451,1586,237,23.5,reported,2020-2024,B01001
0500000US21225,21225,10761,454,2631,254,24.4,reported,2020-2024,B01001
0500000US21227,21227,107539,1941,18620,843,17.3,reported,2020-2024,B01001
0500000US21229,21229,9357,477,2367,273,25.3,reported,2020-2024,B01001
0500000US21231,21231,15595,585,4298,363,27.6,reported,2020-2024,B01001
0500000US21233,21233,9758,382,2323,224,23.8,reported,2020-2024,B01001
0500000US21235,21235,27263,798,5784,412,21.2,reported,2020-2024,B01001
0500000US21237,21237,4999,420,1249,191,25.0,reported,2020-2024,B01001
0500000US21239,21239,21350,691,5657,355,26.5,reported,2020-2024,B01001
0500000US22001,22001,42166,1210,9390,604,22.3,reported,2020-2024,B01001
0500000US22003,22003,17271,680,3311,298,19.2,reported,2020-2024,B01001
0500000US22005,22005,95935,1958,16833,960,17.5,reported,2020-2024,B01001
0500000US22007,22007,16296,809,4167,395,25.6,reported,2020-2024,B01001
0500000US22009,22009,29603,931,6906,472,23.3,reported,2020-2024,B01001
0500000US22011,22011,27415,729,5976,402,21.8,reported,2020-2024,B01001
0500000US22013,22013,9778,477,2694,249,27.6,reported,2020-2024,B01001
0500000US22015,22015,97576,1836,20017,1065,20.5,reported,2020-2024,B01001
0500000US22017,22017,175992,2381,43449,1361,24.7,reported,2020-2024,B01001
0500000US22019,22019,155455,2614,33319,1414,21.4,reported,2020-2024,B01001
0500000US22021,22021,7366,527,1757,273,23.9,reported,2020-2024,B01001
0500000US22023,22023,3795,415,977,180,25.7,reported,2020-2024,B01001
0500000US22025,22025,6684,488,1611,217,24.1,reported,2020-2024,B01001
0500000US22027,22027,11207,610,3053,270,27.2,reported,2020-2024,B01001
0500000US22029,22029,13929,699,3496,350,25.1,reported,2020-2024,B01001
0500000US22031,22031,20567,704,5075,390,24.7,reported,2020-2024,B01001
0500000US22033,22033,350248,3904,69097,1975,19.7,reported,2020-2024,B01001
0500000US22035,22035,5740,522,1107,188,19.3,reported,2020-2024,B01001
0500000US22037,22037,15914,681,3889,365,24.4,reported,2020-2024,B01001
0500000US22039,22039,23809,836,5142,422,21.6,reported,2020-2024,B01001
0500000US22041,22041,14595,658,3825,325,26.2,reported,2020-2024,B01001
0500000US22043,22043,17481,642,3478,298,19.9,reported,2020-2024,B01001
0500000US22045,22045,51184,1295,11496,675,22.5,reported,2020-2024,B01001
0500000US22047,22047,23844,836,5227,422,21.9,reported,2020-2024,B01001
0500000US22049,22049,11782,567,3088,309,26.2,reported,2020-2024,B01001
0500000US22051,22051,334289,3190,80126,1827,24.0,reported,2020-2024,B01001
0500000US22053,22053,23908,884,5532,448,23.1,reported,2020-2024,B01001
0500000US22055,22055,188049,2507,36468,1373,19.4,reported,2020-2024,B01001
0500000US22057,22057,74251,1559,15932,728,21.5,reported,2020-2024,B01001
0500000US22059,22059,11368,683,2508,355,22.1,reported,2020-2024,B01001
0500000US22061,22061,38662,1322,6878,486,17.8,reported,2020-2024,B01001
0500000US22063,22063,109895,1994,20491,1097,18.6,reported,2020-2024,B01001
0500000US22065,22065,7076,394,1664,202,23.5,reported,2020-2024,B01001
0500000US22067,22067,18890,800,4928,388,26.1,reported,2020-2024,B01001
0500000US22069,22069,28293,673,6270,307,22.2,reported,2020-2024,B01001
0500000US22071,22071,298650,2829,63917,1506,21.4,reported,2020-2024,B01001
0500000US22073,22073,119542,2013,25119,1113,21.0,reported,2020-2024,B01001
0500000US22075,22075,17187,825,3221,335,18.7,reported,2020-2024,B01001
0500000US22077,22077,15895,819,4527,426,28.5,reported,2020-2024,B01001
0500000US22079,22079,95646,1660,21686,921,22.7,reported,2020-2024,B01001
0500000US22081,22081,5699,417,1483,191,26.0,reported,2020-2024,B01001
0500000US22083,22083,15140,609,3626,316,23.9,reported,2020-2024,B01001
0500000US22085,22085,16889,526,4707,277,27.9,reported,2020-2024,B01001
0500000US22087,22087,32905,929,5928,428,18.0,reported,2020-2024,B01001
0500000US22089,22089,39012,1157,7981,596,20.5,reported,2020-2024,B01001
0500000US22091,22091,8641,720,2327,286,26.9,reported,2020-2024,B01001
0500000US22093,22093,15206,709,3867,370,25.4,reported,2020-2024,B01001
0500000US22095,22095,30944,1064,6388,522,20.6,reported,2020-2024,B01001
0500000US22097,22097,59981,1391,13841,716,23.1,reported,2020-2024,B01001
0500000US22099,22099,39017,1021,8834,529,22.6,reported,2020-2024,B01001
0500000US22101,22101,36131,1114,8771,582,24.3,reported,2020-2024,B01001
0500000US22103,22103,208124,,50238,1479,24.1,not available in one or more component cells,2020-2024,B01001
0500000US22105,22105,103159,2225,21034,1250,20.4,reported,2020-2024,B01001
0500000US22107,22107,3092,261,1106,137,35.8,reported,2020-2024,B01001
0500000US22109,22109,79621,1709,16821,773,21.1,reported,2020-2024,B01001
0500000US22111,22111,16337,751,4650,408,28.5,reported,2020-2024,B01001
0500000US22113,22113,42714,1232,9507,589,22.3,reported,2020-2024,B01001
0500000US22115,22115,35132,698,6594,377,18.8,reported,2020-2024,B01001
0500000US22117,22117,34409,1116,8686,673,25.2,reported,2020-2024,B01001
0500000US22119,22119,27712,807,7411,456,26.7,reported,2020-2024,B01001
0500000US22121,22121,21126,942,4154,425,19.7,reported,2020-2024,B01001
0500000US22123,22123,7332,432,2029,231,27.7,reported,2020-2024,B01001
0500000US22125,22125,12878,727,2328,237,18.1,reported,2020-2024,B01001
0500000US22127,22127,10677,668,2446,286,22.9,reported,2020-2024,B01001
0500000US23001,23001,89835,1507,21459,928,23.9,reported,2020-2024,B01001
0500000US23003,23003,54549,946,17212,597,31.6,reported,2020-2024,B01001
0500000US23005,23005,253121,2497,62956,1487,24.9,reported,2020-2024,B01001
0500000US23007,23007,25212,706,7211,427,28.6,reported,2020-2024,B01001
0500000US23009,23009,47307,1012,15021,605,31.8,reported,2020-2024,B01001
0500000US23011,23011,103069,1598,26806,915,26.0,reported,2020-2024,B01001
0500000US23013,23013,34101,880,11459,562,33.6,reported,2020-2024,B01001
0500000US23015,23015,30154,800,10625,514,35.2,reported,2020-2024,B01001
0500000US23017,23017,48803,973,14181,605,29.1,reported,2020-2024,B01001
0500000US23019,23019,127461,1743,31088,1009,24.4,reported,2020-2024,B01001
0500000US23021,23021,14586,475,4737,302,32.5,reported,2020-2024,B01001
0500000US23023,23023,30707,973,9180,584,29.9,reported,2020-2024,B01001
0500000US23025,23025,41570,880,11723,559,28.2,reported,2020-2024,B01001
0500000US23027,23027,33068,811,10091,496,30.5,reported,2020-2024,B01001
0500000US23029,23029,25522,486,8253,311,32.3,reported,2020-2024,B01001
0500000US23031,23031,178212,2363,48418,1420,27.2,reported,2020-2024,B01001
0500000US24001,24001,55420,1091,14262,569,25.7,reported,2020-2024,B01001
0500000US24003,24003,464285,3572,94886,1936,20.4,reported,2020-2024,B01001
0500000US24005,24005,664812,4396,154369,2475,23.2,reported,2020-2024,B01001
0500000US24009,24009,72517,1425,15402,742,21.2,reported,2020-2024,B01001
0500000US24011,24011,25613,737,5831,390,22.8,reported,2020-2024,B01001
0500000US24013,24013,136686,1843,31453,989,23.0,reported,2020-2024,B01001
0500000US24015,24015,81624,1544,17925,840,22.0,reported,2020-2024,B01001
0500000US24017,24017,129805,1854,23350,972,18.0,reported,2020-2024,B01001
0500000US24019,24019,25889,842,7538,440,29.1,reported,2020-2024,B01001
0500000US24021,24021,220052,2204,43882,1187,19.9,reported,2020-2024,B01001
0500000US24023,24023,23540,673,6925,399,29.4,reported,2020-2024,B01001
0500000US24025,24025,204980,2281,46016,1338,22.4,reported,2020-2024,B01001
0500000US24027,24027,256411,2665,51275,1487,20.0,reported,2020-2024,B01001
0500000US24029,24029,16357,693,5305,378,32.4,reported,2020-2024,B01001
0500000US24031,24031,822810,4561,181139,2642,22.0,reported,2020-2024,B01001
0500000US24033,24033,747627,4730,143116,2599,19.1,reported,2020-2024,B01001
0500000US24035,24035,40899,1031,10720,613,26.2,reported,2020-2024,B01001
0500000US24037,24037,87577,1727,16144,882,18.4,reported,2020-2024,B01001
0500000US24039,24039,20486,893,4419,366,21.6,reported,2020-2024,B01001
0500000US24041,24041,30872,939,11210,591,36.3,reported,2020-2024,B01001
0500000US24043,24043,121839,1700,28153,961,23.1,reported,2020-2024,B01001
0500000US24045,24045,81270,1652,17448,851,21.5,reported,2020-2024,B01001
0500000US24047,24047,44515,1153,15371,767,34.5,reported,2020-2024,B01001
0500000US24510,24510,453625,3527,87602,1891,19.3,reported,2020-2024,B01001
0500000US25001,25001,198964,2661,76755,1785,38.6,reported,2020-2024,B01001
0500000US25003,25003,108768,1683,32417,1004,29.8,reported,2020-2024,B01001
0500000US25005,25005,462781,3490,103468,2060,22.4,reported,2020-2024,B01001
0500000US25007,25007,17420,1226,5538,647,31.8,reported,2020-2024,B01001
0500000US25009,25009,643569,4100,150106,2362,23.3,reported,2020-2024,B01001
0500000US25011,25011,59141,962,17460,606,29.5,reported,2020-2024,B01001
0500000US25013,25013,366054,3103,84523,1737,23.1,reported,2020-2024,B01001
0500000US25015,25015,138986,2147,31438,980,22.6,reported,2020-2024,B01001
