shift_id,date,shift_name,week_index,arrivals,completed_encounters,left_before_seen,left_before_seen_percent,return_within_72h,return_within_72h_percent,valid_event_sequences,valid_event_sequence_percent,clinician_time_available,median_arrival_to_triage_minutes,median_arrival_to_clinician_minutes,median_arrival_to_departure_minutes,clinician_staff_hours,total_staff_hours,overtime_hours,absence_hours,clinician_staff_hours_per_arrival,completed_encounters_per_clinician_hour,mean_queue_end,max_queue_end,median_queue_end,queue_clinician_hours,holiday_flag,synthetic_special_event_flag,synthetic_flag
20240214-evening,2024-02-14,evening,7,51,45,6,11.7647,0,0.0,51,100.0,45,14.0,108.0,314.0,40.0,128.0,0.0,0.0,0.7843,1.125,11.3125,12,12.0,40.0,0,0,1
20240215-night,2024-02-15,night,7,31,29,2,6.4516,0,0.0,31,100.0,29,14.0,109.0,291.0,24.0,80.0,0.0,0.0,0.7742,1.2083,7.1875,10,7.0,24.0,0,0,1
20240215-day,2024-02-15,day,7,51,48,3,5.8824,0,0.0,51,100.0,48,12.0,91.0,302.0,56.0,160.0,0.0,0.0,1.098,0.8571,9.6875,11,10.0,56.0,0,0,1
20240215-evening,2024-02-15,evening,7,57,50,7,12.2807,0,0.0,57,100.0,50,15.0,113.0,309.0,40.0,128.0,0.0,0.0,0.7018,1.25,12.6875,16,13.0,40.0,0,0,1
20240216-night,2024-02-16,night,7,28,25,3,10.7143,0,0.0,28,100.0,25,13.5,101.0,293.0,24.0,80.0,0.0,0.0,0.8571,1.0417,7.0625,13,7.0,24.0,0,0,1
20240216-day,2024-02-16,day,7,67,62,5,7.4627,0,0.0,67,100.0,62,14.0,106.0,293.0,56.0,160.0,0.0,0.0,0.8358,1.1071,13.875,17,14.0,56.0,0,0,1
20240216-evening,2024-02-16,evening,7,49,45,4,8.1633,0,0.0,49,100.0,45,15.0,105.0,318.0,40.0,120.0,0.0,8.0,0.8163,1.125,10.625,13,10.5,40.0,0,0,1
20240217-night,2024-02-17,night,7,32,28,4,12.5,0,0.0,32,100.0,28,14.5,109.0,312.0,24.0,80.0,0.0,0.0,0.75,1.1667,7.25,9,7.0,24.0,0,0,1
20240217-day,2024-02-17,day,7,43,39,4,9.3023,0,0.0,43,100.0,39,11.0,84.0,300.0,56.0,160.0,0.0,0.0,1.3023,0.6964,7.6875,10,8.0,56.0,0,0,1
20240217-evening,2024-02-17,evening,7,51,48,3,5.8824,0,0.0,51,100.0,48,14.0,109.5,312.0,40.0,128.0,0.0,0.0,0.7843,1.2,10.8125,14,11.0,40.0,0,0,1
20240218-night,2024-02-18,night,7,26,24,2,7.6923,0,0.0,26,100.0,24,13.0,99.5,319.0,26.0,82.0,2.0,0.0,1.0,0.9231,5.75,9,5.0,24.0,0,0,1
20240218-day,2024-02-18,day,7,59,52,7,11.8644,0,0.0,59,100.0,52,13.0,96.0,288.0,56.0,160.0,0.0,0.0,0.9492,0.9286,11.0625,13,11.0,56.0,0,0,1
20240218-evening,2024-02-18,evening,7,36,34,2,5.5556,0,0.0,36,100.0,34,11.5,87.5,296.0,40.0,128.0,0.0,0.0,1.1111,0.85,6.75,11,6.5,40.0,0,0,1
20240219-night,2024-02-19,night,8,33,30,3,9.0909,0,0.0,33,100.0,30,15.0,107.0,326.0,24.0,76.0,4.0,8.0,0.7273,1.25,7.0625,9,7.0,24.0,0,0,1
20240219-day,2024-02-19,day,8,59,54,5,8.4746,0,0.0,59,100.0,54,14.0,107.5,306.0,48.0,156.0,4.0,8.0,0.8136,1.125,12.8125,15,14.0,48.0,0,0,1
20240219-evening,2024-02-19,evening,8,50,44,6,12.0,0,0.0,50,100.0,44,14.0,106.5,299.5,40.0,120.0,0.0,8.0,0.8,1.1,11.375,13,11.0,40.0,0,0,1
20240220-night,2024-02-20,night,8,33,31,2,6.0606,0,0.0,33,100.0,31,15.0,104.0,319.0,26.0,82.0,2.0,8.0,0.7879,1.1923,7.3125,11,7.0,24.0,0,0,1
20240220-day,2024-02-20,day,8,69,59,10,14.4928,0,0.0,69,100.0,59,14.0,100.0,312.0,58.0,162.0,2.0,0.0,0.8406,1.0172,13.5625,16,14.0,56.0,0,0,1
20240220-evening,2024-02-20,evening,8,65,60,5,7.6923,0,0.0,65,100.0,60,17.0,124.0,328.0,40.0,128.0,0.0,0.0,0.6154,1.5,15.75,20,15.5,40.0,0,0,1
20240221-night,2024-02-21,night,8,25,23,2,8.0,0,0.0,25,100.0,23,12.0,91.0,309.0,24.0,84.0,4.0,0.0,0.96,0.9583,6.1875,16,5.0,24.0,0,0,1
20240221-day,2024-02-21,day,8,61,58,3,4.918,0,0.0,61,100.0,58,13.0,104.0,293.0,56.0,160.0,0.0,0.0,0.918,1.0357,12.25,15,13.0,56.0,0,0,1
20240221-evening,2024-02-21,evening,8,49,45,4,8.1633,0,0.0,49,100.0,45,14.0,106.0,297.0,40.0,128.0,0.0,0.0,0.8163,1.125,11.25,13,11.0,40.0,0,0,1
20240222-night,2024-02-22,night,8,40,33,7,17.5,0,0.0,40,100.0,33,17.0,122.0,323.5,26.0,82.0,2.0,8.0,0.65,1.2692,10.0,12,10.0,24.0,0,0,1
20240222-day,2024-02-22,day,8,60,56,4,6.6667,0,0.0,60,100.0,56,13.0,93.5,317.0,56.0,152.0,0.0,8.0,0.9333,1.0,11.875,15,12.0,56.0,0,0,1
20240222-evening,2024-02-22,evening,8,42,39,3,7.1429,0,0.0,42,100.0,39,13.0,99.0,306.5,40.0,128.0,0.0,0.0,0.9524,0.975,9.0,10,9.0,40.0,0,0,1
20240223-night,2024-02-23,night,8,36,32,4,11.1111,0,0.0,36,100.0,32,15.5,115.5,328.5,24.0,80.0,0.0,0.0,0.6667,1.3333,8.4375,10,8.5,24.0,0,0,1
20240223-day,2024-02-23,day,8,55,50,5,9.0909,0,0.0,55,100.0,50,12.0,93.0,303.0,56.0,160.0,0.0,0.0,1.0182,0.8929,10.5625,12,10.0,56.0,0,0,1
20240223-evening,2024-02-23,evening,8,45,41,4,8.8889,0,0.0,45,100.0,41,14.0,101.0,315.0,40.0,128.0,0.0,0.0,0.8889,1.025,9.5,11,9.5,40.0,0,0,1
20240224-night,2024-02-24,night,8,23,23,0,0.0,0,0.0,23,100.0,23,12.0,91.0,296.0,24.0,80.0,0.0,0.0,1.0435,0.9583,4.75,7,4.5,24.0,0,0,1
20240224-day,2024-02-24,day,8,41,39,2,4.878,0,0.0,41,100.0,39,11.0,83.0,276.0,58.0,154.0,2.0,8.0,1.4146,0.6724,7.1875,10,7.0,56.0,0,0,1
20240224-evening,2024-02-24,evening,8,47,41,6,12.766,0,0.0,47,100.0,41,14.0,103.0,331.0,40.0,128.0,0.0,0.0,0.8511,1.025,9.5,11,9.5,40.0,0,0,1
20240225-night,2024-02-25,night,8,19,18,1,5.2632,0,0.0,19,100.0,18,11.0,90.0,284.0,24.0,80.0,0.0,0.0,1.2632,0.75,3.6875,7,3.5,24.0,0,0,1
20240225-day,2024-02-25,day,8,60,55,5,8.3333,0,0.0,60,100.0,55,14.0,97.0,306.0,58.0,162.0,2.0,0.0,0.9667,0.9483,11.4375,14,12.0,56.0,0,0,1
20240225-evening,2024-02-25,evening,8,30,27,3,10.0,0,0.0,30,100.0,27,10.0,90.0,279.0,40.0,128.0,0.0,0.0,1.3333,0.675,6.0,10,6.0,40.0,0,0,1
20240226-night,2024-02-26,night,9,42,38,4,9.5238,0,0.0,42,100.0,38,19.0,131.5,331.0,24.0,80.0,0.0,0.0,0.5714,1.5833,10.0625,12,11.0,24.0,0,0,1
20240226-day,2024-02-26,day,9,55,51,4,7.2727,0,0.0,55,100.0,51,13.0,94.0,292.0,56.0,160.0,0.0,0.0,1.0182,0.9107,11.3125,14,11.0,56.0,0,0,1
20240226-evening,2024-02-26,evening,9,50,47,3,6.0,0,0.0,50,100.0,47,14.0,102.0,320.0,42.0,130.0,2.0,0.0,0.84,1.119,10.625,12,11.0,40.0,0,0,1
20240227-night,2024-02-27,night,9,26,25,1,3.8462,0,0.0,26,100.0,25,13.0,94.0,328.0,24.0,80.0,0.0,0.0,0.9231,1.0417,5.5,9,5.5,24.0,0,0,1
20240227-day,2024-02-27,day,9,45,41,4,8.8889,0,0.0,45,100.0,41,11.0,84.0,286.0,56.0,160.0,0.0,0.0,1.2444,0.7321,7.6875,9,8.0,56.0,0,0,1
20240227-evening,2024-02-27,evening,9,36,34,2,5.5556,0,0.0,36,100.0,34,12.0,92.5,295.0,42.0,130.0,2.0,0.0,1.1667,0.8095,7.25,9,7.0,40.0,0,0,1
20240228-night,2024-02-28,night,9,35,30,5,14.2857,0,0.0,35,100.0,30,15.0,122.0,323.0,24.0,80.0,0.0,0.0,0.6857,1.25,7.9375,10,8.0,24.0,0,0,1
20240228-day,2024-02-28,day,9,46,41,5,10.8696,0,0.0,46,100.0,41,11.0,89.0,300.5,56.0,164.0,4.0,0.0,1.2174,0.7321,8.5625,11,9.0,56.0,0,0,1
20240228-evening,2024-02-28,evening,9,52,49,3,5.7692,0,0.0,52,100.0,49,15.0,107.0,305.5,40.0,128.0,0.0,0.0,0.7692,1.225,11.25,12,11.5,40.0,0,0,1
20240229-night,2024-02-29,night,9,33,31,2,6.0606,0,0.0,33,100.0,31,16.0,110.0,331.0,24.0,80.0,0.0,0.0,0.7273,1.2917,8.0625,11,8.0,24.0,0,0,1
20240229-day,2024-02-29,day,9,53,48,5,9.434,0,0.0,53,100.0,48,12.0,89.0,298.0,56.0,160.0,0.0,0.0,1.0566,0.8571,9.6875,11,9.5,56.0,0,0,1
20240229-evening,2024-02-29,evening,9,55,48,7,12.7273,0,0.0,55,100.0,48,15.0,113.0,319.0,40.0,128.0,0.0,0.0,0.7273,1.2,12.375,15,12.5,40.0,0,0,1
20240301-night,2024-03-01,night,9,41,37,4,9.7561,0,0.0,41,100.0,37,17.0,129.0,334.0,24.0,80.0,0.0,0.0,0.5854,1.5417,10.75,13,11.0,24.0,0,0,1
20240301-day,2024-03-01,day,9,57,55,2,3.5088,0,0.0,57,100.0,55,13.0,94.0,304.0,56.0,164.0,4.0,0.0,0.9825,0.9821,11.75,14,11.5,56.0,0,0,1
20240301-evening,2024-03-01,evening,9,46,45,1,2.1739,0,0.0,46,100.0,45,14.0,98.0,317.5,40.0,128.0,0.0,0.0,0.8696,1.125,9.625,12,9.5,40.0,0,0,1
20240302-night,2024-03-02,night,9,27,25,2,7.4074,0,0.0,27,100.0,25,13.0,97.0,326.0,24.0,80.0,0.0,0.0,0.8889,1.0417,5.75,7,6.0,24.0,0,0,1
20240302-day,2024-03-02,day,9,44,43,1,2.2727,0,0.0,44,100.0,43,11.5,77.0,305.0,56.0,160.0,0.0,0.0,1.2727,0.7679,7.25,9,8.0,56.0,0,0,1
20240302-evening,2024-03-02,evening,9,47,46,1,2.1277,0,0.0,47,100.0,46,14.0,102.0,309.0,40.0,128.0,0.0,0.0,0.8511,1.15,9.8125,12,10.0,40.0,0,0,1
20240303-night,2024-03-03,night,9,24,19,5,20.8333,0,0.0,24,100.0,19,13.0,97.0,323.0,24.0,80.0,0.0,0.0,1.0,0.7917,5.0625,8,5.0,24.0,0,0,1
20240303-day,2024-03-03,day,9,42,39,3,7.1429,0,0.0,42,100.0,39,11.0,79.0,276.5,56.0,152.0,0.0,8.0,1.3333,0.6964,6.9375,9,7.0,56.0,0,0,1
20240303-evening,2024-03-03,evening,9,38,31,7,18.4211,0,0.0,38,100.0,31,12.0,89.0,310.0,40.0,128.0,0.0,0.0,1.0526,0.775,6.9375,9,7.0,40.0,0,0,1
20240304-night,2024-03-04,night,10,22,21,1,4.5455,0,0.0,22,100.0,21,11.5,88.0,302.5,24.0,80.0,0.0,0.0,1.0909,0.875,4.0,7,4.0,24.0,0,0,1
20240304-day,2024-03-04,day,10,61,56,5,8.1967,0,0.0,61,100.0,56,13.0,94.0,305.0,56.0,160.0,0.0,0.0,0.918,1.0,11.6875,14,12.0,56.0,0,0,1
20240304-evening,2024-03-04,evening,10,49,45,4,8.1633,0,0.0,49,100.0,45,14.0,105.0,305.0,42.0,130.0,2.0,0.0,0.8571,1.0714,10.625,12,10.5,40.0,0,0,1
20240305-night,2024-03-05,night,10,35,32,3,8.5714,0,0.0,35,100.0,32,16.0,117.0,330.0,24.0,80.0,0.0,0.0,0.6857,1.3333,8.5625,12,8.5,24.0,0,0,1
20240305-day,2024-03-05,day,10,60,53,7,11.6667,0,0.0,60,100.0,53,14.0,100.0,284.5,56.0,160.0,0.0,0.0,0.9333,0.9464,11.9375,14,12.0,56.0,0,0,1
20240305-evening,2024-03-05,evening,10,51,46,5,9.8039,0,0.0,51,100.0,46,15.0,105.0,309.0,40.0,128.0,0.0,0.0,0.7843,1.15,11.1875,13,11.0,40.0,0,0,1
20240306-night,2024-03-06,night,10,31,29,2,6.4516,0,0.0,31,100.0,29,15.0,103.0,296.0,24.0,80.0,0.0,0.0,0.7742,1.2083,6.9375,10,7.0,24.0,0,0,1
20240306-day,2024-03-06,day,10,39,38,1,2.5641,0,0.0,39,100.0,38,10.0,82.0,286.0,56.0,164.0,4.0,0.0,1.4359,0.6786,6.75,8,7.0,56.0,0,0,1
20240306-evening,2024-03-06,evening,10,55,51,4,7.2727,0,0.0,55,100.0,51,15.0,113.0,311.0,40.0,128.0,0.0,0.0,0.7273,1.275,11.875,14,12.5,40.0,0,0,1
20240307-night,2024-03-07,night,10,34,32,2,5.8824,0,0.0,34,100.0,32,15.0,119.0,318.5,24.0,84.0,4.0,0.0,0.7059,1.3333,8.375,11,8.0,24.0,0,0,1
20240307-day,2024-03-07,day,10,51,50,1,1.9608,0,0.0,51,100.0,50,12.0,88.5,303.0,56.0,164.0,4.0,0.0,1.098,0.8929,9.625,12,10.0,56.0,0,0,1
20240307-evening,2024-03-07,evening,10,50,44,6,12.0,0,0.0,50,100.0,44,14.5,110.5,306.5,40.0,128.0,0.0,0.0,0.8,1.1,10.875,13,11.0,40.0,0,0,1
20240308-night,2024-03-08,night,10,30,27,3,10.0,0,0.0,30,100.0,27,14.0,105.0,340.0,28.0,84.0,4.0,0.0,0.9333,0.9643,6.75,10,6.5,24.0,0,0,1
20240308-day,2024-03-08,day,10,64,62,2,3.125,0,0.0,64,100.0,62,14.0,98.5,313.5,56.0,152.0,0.0,8.0,0.875,1.1071,12.875,15,13.0,56.0,0,0,1
20240308-evening,2024-03-08,evening,10,45,42,3,6.6667,0,0.0,45,100.0,42,14.0,99.0,308.0,42.0,122.0,2.0,8.0,0.9333,1.0,9.5,13,9.0,40.0,0,0,1
20240309-night,2024-03-09,night,10,17,17,0,0.0,0,0.0,17,100.0,17,10.0,77.0,296.0,24.0,80.0,0.0,0.0,1.4118,0.7083,3.4375,8,3.0,24.0,0,0,1
20240309-day,2024-03-09,day,10,35,34,1,2.8571,0,0.0,35,100.0,34,11.0,80.0,274.0,48.0,152.0,0.0,8.0,1.3714,0.7083,5.75,7,6.0,48.0,0,0,1
20240309-evening,2024-03-09,evening,10,45,39,6,13.3333,0,0.0,45,100.0,39,13.0,100.0,296.0,40.0,128.0,0.0,0.0,0.8889,0.975,8.6875,12,9.0,40.0,0,0,1
20240310-night,2024-03-10,night,10,21,19,2,9.5238,0,0.0,21,100.0,19,11.0,98.0,282.0,24.0,84.0,4.0,0.0,1.1429,0.7917,4.4375,7,4.0,24.0,0,0,1
20240310-day,2024-03-10,day,10,51,50,1,1.9608,0,0.0,51,100.0,50,12.0,87.0,319.0,56.0,160.0,0.0,0.0,1.098,0.8929,9.0625,12,9.5,56.0,0,0,1
20240310-evening,2024-03-10,evening,10,34,32,2,5.8824,0,0.0,34,100.0,32,13.0,107.5,290.0,32.0,120.0,0.0,8.0,0.9412,1.0,7.125,8,7.0,32.0,0,0,1
20240311-night,2024-03-11,night,11,37,34,3,8.1081,0,0.0,37,100.0,34,16.0,121.0,308.0,24.0,72.0,0.0,8.0,0.6486,1.4167,9.25,11,9.0,24.0,0,0,1
20240311-day,2024-03-11,day,11,65,57,8,12.3077,0,0.0,65,100.0,57,14.0,99.0,313.0,56.0,160.0,0.0,0.0,0.8615,1.0179,13.125,15,13.0,56.0,0,0,1
20240311-evening,2024-03-11,evening,11,59,50,9,15.2542,0,0.0,59,100.0,50,16.0,121.5,323.0,42.0,122.0,2.0,8.0,0.7119,1.1905,13.8125,16,13.5,40.0,0,0,1
20240312-night,2024-03-12,night,11,28,24,4,14.2857,0,0.0,28,100.0,24,18.0,131.5,334.5,16.0,72.0,0.0,8.0,0.5714,1.5,8.4375,12,8.0,16.0,0,0,1
20240312-day,2024-03-12,day,11,56,53,3,5.3571,0,0.0,56,100.0,53,12.5,92.0,298.0,56.0,160.0,0.0,0.0,1.0,0.9464,10.6875,12,11.0,56.0,0,0,1
20240312-evening,2024-03-12,evening,11,49,46,3,6.1224,0,0.0,49,100.0,46,15.0,106.0,306.0,40.0,128.0,0.0,0.0,0.8163,1.15,10.5,12,11.0,40.0,0,0,1
20240313-night,2024-03-13,night,11,34,29,5,14.7059,0,0.0,34,100.0,29,16.0,119.0,312.0,24.0,80.0,0.0,0.0,0.7059,1.2083,8.4375,11,8.0,24.0,0,0,1
20240313-day,2024-03-13,day,11,39,36,3,7.6923,0,0.0,39,100.0,36,10.0,76.5,296.0,56.0,160.0,0.0,0.0,1.4359,0.6429,6.1875,9,6.0,56.0,0,0,1
20240313-evening,2024-03-13,evening,11,45,41,4,8.8889,0,0.0,45,100.0,41,13.0,98.0,307.0,40.0,128.0,0.0,0.0,0.8889,1.025,8.8125,11,9.0,40.0,0,0,1
20240314-night,2024-03-14,night,11,15,14,1,6.6667,0,0.0,15,100.0,14,10.0,91.0,277.0,24.0,80.0,0.0,0.0,1.6,0.5833,3.1875,8,3.0,24.0,0,0,1
20240314-day,2024-03-14,day,11,48,43,5,10.4167,0,0.0,48,100.0,43,11.0,92.0,272.5,56.0,160.0,0.0,0.0,1.1667,0.7679,8.5625,11,9.0,56.0,0,0,1
20240314-evening,2024-03-14,evening,11,46,40,6,13.0435,0,0.0,46,100.0,40,14.0,99.0,303.5,40.0,128.0,0.0,0.0,0.8696,1.0,9.375,11,9.0,40.0,0,0,1
20240315-night,2024-03-15,night,11,34,33,1,2.9412,0,0.0,34,100.0,33,15.0,115.0,325.0,24.0,80.0,0.0,8.0,0.7059,1.375,8.375,10,8.0,24.0,0,0,1
20240315-day,2024-03-15,day,11,60,56,4,6.6667,0,0.0,60,100.0,56,13.0,97.5,311.5,56.0,160.0,0.0,0.0,0.9333,1.0,12.0625,15,12.0,56.0,0,0,1
20240315-evening,2024-03-15,evening,11,49,46,3,6.1224,0,0.0,49,100.0,46,13.0,106.5,308.0,42.0,134.0,6.0,0.0,0.8571,1.0952,10.75,12,11.0,40.0,0,0,1
20240316-night,2024-03-16,night,11,27,27,0,0.0,0,0.0,27,100.0,27,14.0,101.0,335.0,26.0,86.0,6.0,0.0,0.963,1.0385,6.5,11,6.0,24.0,0,0,1
20240316-day,2024-03-16,day,11,46,41,5,10.8696,0,0.0,46,100.0,41,11.0,83.0,296.5,56.0,160.0,0.0,0.0,1.2174,0.7321,7.5625,10,7.5,56.0,0,0,1
20240316-evening,2024-03-16,evening,11,46,44,2,4.3478,0,0.0,46,100.0,44,13.5,102.0,302.5,40.0,128.0,0.0,0.0,0.8696,1.1,9.0,10,9.0,40.0,0,0,1
20240317-night,2024-03-17,night,11,29,28,1,3.4483,0,0.0,29,100.0,28,14.0,103.5,299.0,26.0,82.0,2.0,0.0,0.8966,1.0769,6.875,10,7.0,24.0,0,0,1
20240317-day,2024-03-17,day,11,39,38,1,2.5641,0,0.0,39,100.0,38,10.0,83.0,284.0,56.0,160.0,0.0,0.0,1.4359,0.6786,6.5625,8,6.5,56.0,0,0,1
20240317-evening,2024-03-17,evening,11,48,43,5,10.4167,0,0.0,48,100.0,43,14.0,107.0,297.5,40.0,128.0,0.0,0.0,0.8333,1.075,10.0625,12,10.5,40.0,0,0,1
20240318-night,2024-03-18,night,12,32,30,2,6.25,0,0.0,32,100.0,30,15.0,107.5,335.0,24.0,80.0,0.0,0.0,0.75,1.25,7.375,10,7.0,24.0,0,0,1
20240318-day,2024-03-18,day,12,56,52,4,7.1429,0,0.0,56,100.0,52,12.0,90.0,309.0,56.0,160.0,0.0,0.0,1.0,0.9286,10.625,12,11.0,56.0,0,0,1
20240318-evening,2024-03-18,evening,12,37,37,0,0.0,0,0.0,37,100.0,37,12.0,94.0,289.0,42.0,130.0,2.0,0.0,1.1351,0.881,7.6875,10,8.0,40.0,0,0,1
20240319-night,2024-03-19,night,12,30,26,4,13.3333,0,0.0,30,100.0,26,14.0,112.5,309.5,24.0,80.0,0.0,0.0,0.8,1.0833,7.0,9,7.0,24.0,0,0,1
20240319-day,2024-03-19,day,12,51,45,6,11.7647,0,0.0,51,100.0,45,13.0,97.0,304.0,50.0,146.0,2.0,16.0,0.9804,0.9,10.0625,12,10.0,48.0,0,0,1
20240319-evening,2024-03-19,evening,12,46,39,7,15.2174,0,0.0,46,100.0,39,13.0,105.0,281.0,40.0,132.0,4.0,0.0,0.8696,0.975,9.5,11,10.0,40.0,0,0,1
20240320-night,2024-03-20,night,12,29,26,3,10.3448,0,0.0,29,100.0,26,14.0,109.5,303.0,24.0,80.0,0.0,0.0,0.8276,1.0833,6.5,8,6.5,24.0,0,0,1
20240320-day,2024-03-20,day,12,58,55,3,5.1724,0,0.0,58,100.0,55,13.0,95.0,303.0,56.0,160.0,0.0,0.0,0.9655,0.9821,11.5,14,12.0,56.0,0,0,1
20240320-evening,2024-03-20,evening,12,41,40,1,2.439,0,0.0,41,100.0,40,13.0,95.0,307.0,40.0,120.0,0.0,8.0,0.9756,1.0,8.625,10,8.5,40.0,0,0,1
20240321-night,2024-03-21,night,12,29,28,1,3.4483,0,0.0,29,100.0,28,13.0,111.0,303.0,24.0,84.0,4.0,0.0,0.8276,1.1667,6.875,9,6.5,24.0,0,0,1
20240321-day,2024-03-21,day,12,39,37,2,5.1282,0,0.0,39,100.0,37,11.0,82.0,288.0,56.0,160.0,0.0,0.0,1.4359,0.6607,6.5625,9,7.0,56.0,0,0,1
20240321-evening,2024-03-21,evening,12,35,31,4,11.4286,0,0.0,35,100.0,31,12.0,89.0,287.0,40.0,128.0,0.0,0.0,1.1429,0.775,6.375,8,6.0,40.0,0,0,1
20240322-night,2024-03-22,night,12,29,27,2,6.8966,0,0.0,29,100.0,27,14.0,108.0,288.0,24.0,80.0,0.0,0.0,0.8276,1.125,6.5,7,7.0,24.0,0,0,1
20240322-day,2024-03-22,day,12,52,50,2,3.8462,0,0.0,52,100.0,50,12.0,91.0,292.5,58.0,162.0,2.0,0.0,1.1154,0.8621,9.75,12,9.5,56.0,0,0,1
20240322-evening,2024-03-22,evening,12,48,45,3,6.25,0,0.0,48,100.0,45,14.0,103.0,323.5,40.0,128.0,0.0,0.0,0.8333,1.125,10.0,12,10.0,40.0,0,0,1
20240323-night,2024-03-23,night,12,28,24,4,14.2857,0,0.0,28,100.0,24,14.0,101.5,286.0,24.0,80.0,0.0,0.0,0.8571,1.0,6.25,10,6.0,24.0,0,0,1
20240323-day,2024-03-23,day,12,41,37,4,9.7561,0,0.0,41,100.0,37,11.0,82.0,280.0,56.0,152.0,0.0,8.0,1.3659,0.6607,7.0625,9,7.0,56.0,0,0,1
20240323-evening,2024-03-23,evening,12,37,35,2,5.4054,0,0.0,37,100.0,35,12.0,89.0,325.0,40.0,120.0,0.0,8.0,1.0811,0.875,6.9375,8,7.0,40.0,0,0,1
20240324-night,2024-03-24,night,12,17,17,0,0.0,0,0.0,17,100.0,17,11.0,83.0,273.0,24.0,80.0,0.0,0.0,1.4118,0.7083,3.0625,5,3.0,24.0,0,0,1
20240324-day,2024-03-24,day,12,42,40,2,4.7619,0,0.0,42,100.0,40,11.0,81.5,287.5,56.0,160.0,0.0,0.0,1.3333,0.7143,6.8125,8,7.0,56.0,0,0,1
20240324-evening,2024-03-24,evening,12,44,37,7,15.9091,0,0.0,44,100.0,37,13.0,92.0,292.5,40.0,128.0,0.0,0.0,0.9091,0.925,8.1875,11,8.0,40.0,0,0,1
20240325-night,2024-03-25,night,13,31,30,1,3.2258,0,0.0,31,100.0,30,13.0,109.0,323.0,24.0,84.0,4.0,0.0,0.7742,1.25,6.4375,8,6.0,24.0,0,0,1
20240325-day,2024-03-25,day,13,52,50,2,3.8462,0,0.0,52,100.0,50,12.0,89.5,310.0,58.0,154.0,2.0,8.0,1.1154,0.8621,9.75,11,10.0,56.0,0,0,1
20240325-evening,2024-03-25,evening,13,50,48,2,4.0,0,0.0,50,100.0,48,15.0,105.0,307.5,42.0,122.0,2.0,8.0,0.84,1.1429,11.0,13,11.0,40.0,0,0,1
20240326-night,2024-03-26,night,13,30,28,2,6.6667,0,0.0,30,100.0,28,15.0,109.5,314.5,24.0,80.0,0.0,0.0,0.8,1.1667,7.0625,9,7.0,24.0,0,0,1
20240326-day,2024-03-26,day,13,38,35,3,7.8947,0,0.0,38,100.0,35,10.0,81.0,281.0,56.0,164.0,4.0,0.0,1.4737,0.625,6.625,9,7.0,56.0,0,0,1
20240326-evening,2024-03-26,evening,13,45,43,2,4.4444,0,0.0,45,100.0,43,14.0,102.0,304.0,40.0,128.0,0.0,0.0,0.8889,1.075,9.3125,11,9.5,40.0,0,0,1
20240327-night,2024-03-27,night,13,34,26,8,23.5294,0,0.0,34,100.0,26,21.0,149.0,339.0,16.0,72.0,0.0,8.0,0.4706,1.625,9.625,11,10.0,16.0,0,0,1
20240327-day,2024-03-27,day,13,52,46,6,11.5385,0,0.0,52,100.0,46,12.0,91.5,288.5,56.0,160.0,0.0,0.0,1.0769,0.8214,10.375,13,10.0,56.0,0,0,1
20240327-evening,2024-03-27,evening,13,49,47,2,4.0816,0,0.0,49,100.0,47,14.0,110.0,309.0,40.0,128.0,0.0,0.0,0.8163,1.175,10.8125,14,11.0,40.0,0,0,1
20240328-night,2024-03-28,night,13,27,25,2,7.4074,0,0.0,27,100.0,25,14.0,104.0,305.0,24.0,80.0,0.0,0.0,0.8889,1.0417,6.125,9,6.0,24.0,0,0,1
20240328-day,2024-03-28,day,13,44,43,1,2.2727,0,0.0,44,100.0,43,11.5,89.0,296.0,56.0,160.0,0.0,0.0,1.2727,0.7679,8.0625,10,8.0,56.0,0,0,1
20240328-evening,2024-03-28,evening,13,49,44,5,10.2041,0,0.0,49,100.0,44,14.0,107.5,307.0,40.0,128.0,0.0,0.0,0.8163,1.1,10.5625,13,10.5,40.0,0,0,1
20240329-night,2024-03-29,night,13,25,23,2,8.0,0,0.0,25,100.0,23,13.0,106.0,298.0,24.0,84.0,4.0,0.0,0.96,0.9583,5.625,11,5.0,24.0,0,0,1
20240329-day,2024-03-29,day,13,66,56,10,15.1515,0,0.0,66,100.0,56,14.0,104.5,305.0,56.0,160.0,0.0,0.0,0.8485,1.0,13.1875,15,14.0,56.0,0,0,1
20240329-evening,2024-03-29,evening,13,45,40,5,11.1111,0,0.0,45,100.0,40,13.0,102.0,299.0,44.0,132.0,4.0,0.0,0.9778,0.9091,9.8125,14,10.0,40.0,0,0,1
20240330-night,2024-03-30,night,13,20,19,1,5.0,0,0.0,20,100.0,19,12.0,90.0,280.5,24.0,80.0,0.0,0.0,1.2,0.7917,4.1875,8,4.0,24.0,0,0,1
20240330-day,2024-03-30,day,13,46,45,1,2.1739,0,0.0,46,100.0,45,11.0,84.0,302.0,56.0,164.0,4.0,0.0,1.2174,0.8036,7.9375,10,8.0,56.0,0,0,1
20240330-evening,2024-03-30,evening,13,40,37,3,7.5,0,0.0,40,100.0,37,12.0,94.0,313.0,40.0,128.0,0.0,0.0,1.0,0.925,7.6875,9,8.0,40.0,0,0,1
