year,stateabbr,statedesc,locationname,locationid,measureid,measure,data_value_type,datavaluetypeid,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,totalpop18plus,data_value_footnote_symbol,data_value_footnote
2022,IL,Illinois,Logan,17107,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.0,15.5,20.6,27591,22260,,
2022,IL,Illinois,Logan,17107,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.4,15.0,20.0,27591,22260,,
2022,IL,Illinois,McDonough,17109,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.5,16.1,21.1,26861,22094,,
2022,IL,Illinois,McDonough,17109,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,16.1,13.9,18.4,26861,22094,,
2022,IL,Illinois,McHenry,17111,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,13.4,11.5,15.3,311747,241902,,
2022,IL,Illinois,McHenry,17111,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,13.5,11.6,15.4,311747,241902,,
2022,IL,Illinois,McLean,17113,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,14.3,12.4,16.5,171141,135462,,
2022,IL,Illinois,McLean,17113,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,13.5,11.6,15.5,171141,135462,,
2022,IL,Illinois,Macon,17115,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.3,16.0,20.9,101483,78768,,
2022,IL,Illinois,Macon,17115,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.2,15.0,19.7,101483,78768,,
2022,IL,Illinois,Macoupin,17117,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.3,15.7,21.2,44245,35183,,
2022,IL,Illinois,Macoupin,17117,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.1,15.6,20.9,44245,35183,,
2022,IL,Illinois,Madison,17119,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,14.7,12.7,16.7,263864,208355,,
2022,IL,Illinois,Madison,17119,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,13.8,11.9,15.7,263864,208355,,
2022,IL,Illinois,Marion,17121,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,20.1,17.5,22.9,36914,28259,,
2022,IL,Illinois,Marion,17121,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.8,16.3,21.5,36914,28259,,
2022,IL,Illinois,Marshall,17123,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.9,16.5,21.6,11678,9320,,
2022,IL,Illinois,Marshall,17123,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.6,15.4,20.1,11678,9320,,
2022,IL,Illinois,Mason,17125,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,16.1,14.0,18.3,12748,10098,,
2022,IL,Illinois,Mason,17125,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,15.8,13.7,18.0,12748,10098,,
2022,IL,Illinois,Massac,17127,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,17.6,15.3,19.9,13896,10964,,
2022,IL,Illinois,Massac,17127,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.9,15.6,20.3,13896,10964,,
2022,IL,Illinois,Menard,17129,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,16.8,14.6,19.3,12121,9553,,
2022,IL,Illinois,Menard,17129,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,15.4,13.3,17.8,12121,9553,,
2022,IL,Illinois,Mercer,17131,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,16.4,14.1,19.0,15504,12302,,
2022,IL,Illinois,Mercer,17131,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,15.6,13.4,18.1,15504,12302,,
2022,IL,Illinois,Monroe,17133,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,12.4,10.6,14.3,35033,27461,,
2022,IL,Illinois,Monroe,17133,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,12.3,10.5,14.2,35033,27461,,
2022,IL,Illinois,Montgomery,17135,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,19.1,16.6,21.7,28020,22427,,
2022,IL,Illinois,Montgomery,17135,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.1,15.7,20.6,28020,22427,,
2022,IL,Illinois,Morgan,17137,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,17.6,15.3,20.0,32209,26134,,
2022,IL,Illinois,Morgan,17137,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.3,15.0,19.6,32209,26134,,
2022,IL,Illinois,Moultrie,17139,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,17.3,15.0,19.9,14323,10786,,
2022,IL,Illinois,Moultrie,17139,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,15.9,13.8,18.4,14323,10786,,
2022,IL,Illinois,Ogle,17141,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.5,16.2,20.9,51351,40110,,
2022,IL,Illinois,Ogle,17141,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.9,15.7,20.3,51351,40110,,
2022,IL,Illinois,Peoria,17143,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,16.5,14.3,18.7,178383,136302,,
2022,IL,Illinois,Peoria,17143,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,15.5,13.5,17.7,178383,136302,,
2022,IL,Illinois,Perry,17145,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,21.3,18.6,24.2,20588,16700,,
2022,IL,Illinois,Perry,17145,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,20.8,18.1,23.6,20588,16700,,
2022,IL,Illinois,Piatt,17147,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,14.0,12.0,16.0,16723,13113,,
2022,IL,Illinois,Piatt,17147,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,13.7,11.8,15.7,16723,13113,,
2022,IL,Illinois,Pike,17149,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.8,16.3,21.4,14484,11181,,
2022,IL,Illinois,Pike,17149,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.6,15.2,20.2,14484,11181,,
2022,IL,Illinois,Pope,17151,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.1,15.7,20.7,3770,3378,,
2022,IL,Illinois,Pope,17151,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,16.7,14.4,19.0,3770,3378,,
2022,IL,Illinois,Pulaski,17153,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,21.3,18.7,24.1,4991,3984,,
2022,IL,Illinois,Pulaski,17153,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,19.9,17.5,22.6,4991,3984,,
2022,IL,Illinois,Putnam,17155,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,15.6,13.5,17.8,5572,4516,,
2022,IL,Illinois,Putnam,17155,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,14.2,12.2,16.3,5572,4516,,
2022,IL,Illinois,Randolph,17157,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.4,16.0,20.9,30068,24114,,
2022,IL,Illinois,Randolph,17157,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.6,15.3,20.0,30068,24114,,
2022,IL,Illinois,Richland,17159,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,15.7,13.6,18.2,15435,12008,,
2022,IL,Illinois,Richland,17159,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,15.4,13.2,17.8,15435,12008,,
2022,IL,Illinois,Rock Island,17161,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,14.1,12.3,16.2,141527,110045,,
2022,IL,Illinois,Rock Island,17161,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,13.7,11.9,15.8,141527,110045,,
2022,IL,Illinois,St. Clair,17163,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,16.3,14.1,18.5,252671,194767,,
2022,IL,Illinois,St. Clair,17163,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,15.6,13.5,17.8,252671,194767,,
2022,IL,Illinois,Saline,17165,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,20.3,17.7,23.0,23087,18462,,
2022,IL,Illinois,Saline,17165,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,19.5,17.0,22.1,23087,18462,,
2022,IL,Illinois,Sangamon,17167,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,16.2,14.1,18.5,194534,152349,,
2022,IL,Illinois,Sangamon,17167,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,15.3,13.3,17.5,194534,152349,,
2022,IL,Illinois,Schuyler,17169,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.0,15.8,20.6,6746,5560,,
2022,IL,Illinois,Schuyler,17169,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.7,15.5,20.2,6746,5560,,
2022,IL,Illinois,Scott,17171,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,13.7,12.2,15.2,4790,3802,,
2022,IL,Illinois,Scott,17171,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,13.7,12.3,15.2,4790,3802,,
2022,IL,Illinois,Shelby,17173,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,19.7,17.1,22.5,20761,16391,,
2022,IL,Illinois,Shelby,17173,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.5,16.1,21.2,20761,16391,,
2022,IL,Illinois,Stark,17175,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.4,15.9,21.1,5345,4190,,
2022,IL,Illinois,Stark,17175,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.1,14.8,19.7,5345,4190,,
2022,IL,Illinois,Stephenson,17177,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.3,15.8,20.8,43627,34473,,
2022,IL,Illinois,Stephenson,17177,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.0,14.7,19.5,43627,34473,,
2022,IL,Illinois,Tazewell,17179,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,14.7,12.6,16.8,129911,101653,,
2022,IL,Illinois,Tazewell,17179,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,14.8,12.7,17.0,129911,101653,,
2022,IL,Illinois,Union,17181,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,17.8,15.5,20.2,16767,13335,,
2022,IL,Illinois,Union,17181,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,16.6,14.4,18.9,16767,13335,,
2022,IL,Illinois,Vermilion,17183,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,19.8,17.2,22.6,72337,55584,,
2022,IL,Illinois,Vermilion,17183,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.4,16.0,21.2,72337,55584,,
2022,IL,Illinois,Wabash,17185,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.8,16.3,21.4,11087,8664,,
2022,IL,Illinois,Wabash,17185,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.5,15.1,19.9,11087,8664,,
2022,IL,Illinois,Warren,17187,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.1,15.8,20.7,16354,12715,,
2022,IL,Illinois,Warren,17187,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.5,15.2,19.9,16354,12715,,
2022,IL,Illinois,Washington,17189,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,16.5,14.4,19.0,13643,10811,,
2022,IL,Illinois,Washington,17189,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,15.8,13.7,18.1,13643,10811,,
2022,IL,Illinois,Wayne,17191,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,17.3,15.0,19.8,15872,12372,,
2022,IL,Illinois,Wayne,17191,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,16.8,14.6,19.1,15872,12372,,
2022,IL,Illinois,White,17193,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,21.1,18.4,24.0,13614,10705,,
2022,IL,Illinois,White,17193,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,20.4,17.8,23.3,13614,10705,,
2022,IL,Illinois,Whiteside,17195,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,15.7,13.6,17.9,54658,42811,,
2022,IL,Illinois,Whiteside,17195,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,14.8,12.8,16.8,54658,42811,,
2022,IL,Illinois,Will,17197,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,12.5,10.8,14.3,696757,534013,,
2022,IL,Illinois,Will,17197,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,12.2,10.5,14.0,696757,534013,,
2022,IL,Illinois,Williamson,17199,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.6,16.2,21.1,66695,52567,,
2022,IL,Illinois,Williamson,17199,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.0,15.6,20.4,66695,52567,,
2022,IL,Illinois,Winnebago,17201,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.6,16.2,21.1,282188,216726,,
2022,IL,Illinois,Winnebago,17201,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.8,15.5,20.3,282188,216726,,
2022,IL,Illinois,Woodford,17203,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,16.0,13.9,18.2,38128,29161,,
2022,IL,Illinois,Woodford,17203,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,16.1,14.0,18.4,38128,29161,,
2022,IN,Indiana,Adams,18001,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,24.1,21.4,27.0,36068,24877,,
2022,IN,Indiana,Adams,18001,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,23.3,20.6,26.1,36068,24877,,
2022,IN,Indiana,Allen,18003,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.8,16.8,20.9,391449,293149,,
2022,IN,Indiana,Allen,18003,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.3,16.4,20.4,391449,293149,,
2022,IN,Indiana,Bartholomew,18005,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,15.8,14.0,17.8,83540,63523,,
2022,IN,Indiana,Bartholomew,18005,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,15.8,14.0,17.8,83540,63523,,
2022,IN,Indiana,Benton,18007,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,22.6,20.0,25.4,8719,6609,,
2022,IN,Indiana,Benton,18007,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,22.3,19.8,25.1,8719,6609,,
2022,IN,Indiana,Blackford,18009,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,22.3,19.7,24.9,11919,9280,,
2022,IN,Indiana,Blackford,18009,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,21.4,18.8,24.0,11919,9280,,
2022,IN,Indiana,Boone,18011,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,16.4,14.4,18.5,74164,55552,,
2022,IN,Indiana,Boone,18011,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,16.1,14.2,18.2,74164,55552,,
2022,IN,Indiana,Brown,18013,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,17.4,15.3,19.6,15570,13001,,
2022,IN,Indiana,Brown,18013,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,16.6,14.5,18.7,15570,13001,,
2022,IN,Indiana,Carroll,18015,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,19.6,17.1,22.2,20555,16105,,
2022,IN,Indiana,Carroll,18015,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.8,16.4,21.3,20555,16105,,
2022,IN,Indiana,Cass,18017,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,19.8,17.6,22.3,37540,29117,,
2022,IN,Indiana,Cass,18017,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,20.0,17.7,22.4,37540,29117,,
2022,IN,Indiana,Clark,18019,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,19.1,16.8,21.4,124237,97340,,
2022,IN,Indiana,Clark,18019,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.2,16.0,20.5,124237,97340,,
2022,IN,Indiana,Clay,18021,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,21.2,18.8,23.8,26379,20373,,
2022,IN,Indiana,Clay,18021,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,20.1,17.8,22.6,26379,20373,,
2022,IN,Indiana,Clinton,18023,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.7,16.6,21.2,32843,24276,,
2022,IN,Indiana,Clinton,18023,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.6,16.5,21.0,32843,24276,,
2022,IN,Indiana,Crawford,18025,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,22.9,20.6,25.9,10536,8340,,
2022,IN,Indiana,Crawford,18025,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,21.6,19.4,24.5,10536,8340,,
2022,IN,Indiana,Daviess,18027,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,22.7,20.0,25.5,33418,23585,,
2022,IN,Indiana,Daviess,18027,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,22.1,19.5,24.9,33418,23585,,
2022,IN,Indiana,Dearborn,18029,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,15.0,13.1,16.9,51138,39998,,
2022,IN,Indiana,Dearborn,18029,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,15.0,13.2,17.0,51138,39998,,
2022,IN,Indiana,Decatur,18031,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,17.2,15.1,19.3,26416,20257,,
2022,IN,Indiana,Decatur,18031,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.2,15.1,19.4,26416,20257,,
2022,IN,Indiana,DeKalb,18033,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,17.5,15.3,19.8,43731,33248,,
2022,IN,Indiana,DeKalb,18033,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.4,15.2,19.7,43731,33248,,
2022,IN,Indiana,Delaware,18035,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,22.5,19.9,25.1,112031,92091,,
2022,IN,Indiana,Delaware,18035,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,19.7,17.4,22.2,112031,92091,,
2022,IN,Indiana,Dubois,18037,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,19.3,16.9,21.8,43632,33131,,
2022,IN,Indiana,Dubois,18037,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.3,16.0,20.7,43632,33131,,
2022,IN,Indiana,Elkhart,18039,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,19.6,17.5,22.0,206890,151178,,
2022,IN,Indiana,Elkhart,18039,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.8,16.7,21.0,206890,151178,,
2022,IN,Indiana,Fayette,18041,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,26.0,23.3,29.0,23349,18255,,
2022,IN,Indiana,Fayette,18041,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,25.1,22.5,28.0,23349,18255,,
2022,IN,Indiana,Floyd,18043,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,17.7,15.5,19.8,80714,62706,,
2022,IN,Indiana,Floyd,18043,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.9,15.7,20.1,80714,62706,,
2022,IN,Indiana,Fountain,18045,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.7,16.5,21.0,16574,13037,,
2022,IN,Indiana,Fountain,18045,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.3,16.1,20.5,16574,13037,,
2022,IN,Indiana,Franklin,18047,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,16.0,14.0,18.0,23028,17872,,
2022,IN,Indiana,Franklin,18047,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,15.7,13.7,17.7,23028,17872,,
2022,IN,Indiana,Fulton,18049,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,20.2,17.8,22.8,20327,15583,,
2022,IN,Indiana,Fulton,18049,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,19.6,17.3,22.2,20327,15583,,
2022,IN,Indiana,Gibson,18051,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,22.9,20.3,25.7,32993,25203,,
2022,IN,Indiana,Gibson,18051,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,22.2,19.6,25.0,32993,25203,,
2022,IN,Indiana,Grant,18053,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,21.5,19.1,24.1,66022,52043,,
2022,IN,Indiana,Grant,18053,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,19.7,17.4,22.1,66022,52043,,
2022,IN,Indiana,Greene,18055,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,22.9,20.2,25.8,31006,24386,,
2022,IN,Indiana,Greene,18055,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,21.7,19.1,24.4,31006,24386,,
2022,IN,Indiana,Hamilton,18057,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,10.0,8.8,11.3,364921,273629,,
2022,IN,Indiana,Hamilton,18057,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,10.4,9.2,11.8,364921,273629,,
2022,IN,Indiana,Hancock,18059,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,16.8,14.9,19.1,83070,64147,,
2022,IN,Indiana,Hancock,18059,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,16.7,14.7,18.9,83070,64147,,
2022,IN,Indiana,Harrison,18061,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.5,16.3,20.7,39851,31157,,
2022,IN,Indiana,Harrison,18061,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.2,16.1,20.6,39851,31157,,
2022,IN,Indiana,Hendricks,18063,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,15.1,13.4,17.1,182534,138456,,
2022,IN,Indiana,Hendricks,18063,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,15.3,13.5,17.3,182534,138456,,
2022,IN,Indiana,Henry,18065,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,22.6,20.2,25.2,48915,39041,,
2022,IN,Indiana,Henry,18065,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,21.7,19.4,24.2,48915,39041,,
2022,IN,Indiana,Howard,18067,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,20.3,17.9,22.8,83574,64667,,
2022,IN,Indiana,Howard,18067,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.8,16.5,21.2,83574,64667,,
2022,IN,Indiana,Huntington,18069,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,18.6,16.3,21.0,36834,28871,,
2022,IN,Indiana,Huntington,18069,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.5,15.3,19.8,36834,28871,,
2022,IN,Indiana,Jackson,18071,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,22.5,20.0,25.2,46300,35009,,
2022,IN,Indiana,Jackson,18071,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,21.6,19.2,24.2,46300,35009,,
2022,IN,Indiana,Jasper,18073,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,17.2,15.2,19.5,33281,25735,,
2022,IN,Indiana,Jasper,18073,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,17.0,14.9,19.3,33281,25735,,
2022,IN,Indiana,Jay,18075,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,23.3,20.7,26.1,20198,15108,,
2022,IN,Indiana,Jay,18075,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,22.7,20.2,25.4,20198,15108,,
2022,IN,Indiana,Jefferson,18077,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,20.1,17.6,22.6,32946,26424,,
2022,IN,Indiana,Jefferson,18077,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,18.9,16.5,21.3,32946,26424,,
2022,IN,Indiana,Jennings,18079,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,21.7,19.2,24.3,27536,21190,,
2022,IN,Indiana,Jennings,18079,CSMOKING,Current cigarette smoking among adults,Crude prevalence,CrdPrv,20.8,18.4,23.4,27536,21190,,
2022,IN,Indiana,Johnson,18081,CSMOKING,Current cigarette smoking among adults,Age-adjusted prevalence,AgeAdjPrv,17.7,15.6,19.8,165782,125936,,
