county_fips,county_name,state_abbr,state_name,measure_id,measure_name,measure_label,measure_year,adult_population,crude_prevalence_pct,crude_low_ci_pct,crude_high_ci_pct,age_adjusted_prevalence_pct,age_adjusted_low_ci_pct,age_adjusted_high_ci_pct,national_age_adjusted_pct,national_age_adjusted_low_ci_pct,national_age_adjusted_high_ci_pct,difference_from_national_pct_points,rank_descending_point_estimate,counties_compared,point_estimate_above_national,measures_above_national,largest_gap_measure_id,largest_gap_pct_points,profile_order,source_footnote
37153,Richmond,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,32808,14.8,12.8,17.0,12.8,11.0,14.7,10.4,10.2,10.6,2.4,20,100,yes,5,OBESITY,6.4,25,
37153,Richmond,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,32808,22.2,19.7,24.7,21.7,19.3,24.2,17.0,16.8,17.3,4.7,23,100,yes,5,OBESITY,6.4,25,
37153,Richmond,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,32808,28.0,23.4,32.7,27.8,23.2,32.6,23.0,22.7,23.3,4.8,21,100,yes,5,OBESITY,6.4,25,
37153,Richmond,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,32808,39.2,31.0,47.5,39.8,31.6,48.1,33.4,33.1,33.7,6.4,16,100,yes,5,OBESITY,6.4,25,
37051,Cumberland,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,252559,14.5,12.5,16.5,15.7,13.6,17.9,13.2,13.0,13.4,2.5,73,100,yes,5,OBESITY,6.2,26,
37051,Cumberland,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,252559,11.6,10.0,13.3,12.2,10.5,13.9,10.4,10.2,10.6,1.8,25,100,yes,5,OBESITY,6.2,26,
37051,Cumberland,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,252559,17.9,15.8,20.1,18.7,16.5,20.9,17.0,16.8,17.3,1.7,52,100,yes,5,OBESITY,6.2,26,
37051,Cumberland,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,252559,23.5,19.9,27.4,24.5,20.7,28.5,23.0,22.7,23.3,1.5,47,100,yes,5,OBESITY,6.2,26,
37051,Cumberland,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,252559,38.2,32.1,44.2,39.6,33.4,45.8,33.4,33.1,33.7,6.2,17,100,yes,5,OBESITY,6.2,26,
37041,Chowan,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,11202,16.2,14.1,18.4,17.7,15.5,20.0,13.2,13.0,13.4,4.5,41,100,yes,5,OBESITY,6.0,27,
37041,Chowan,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,11202,16.3,14.2,18.6,12.2,10.5,14.0,10.4,10.2,10.6,1.8,25,100,yes,5,OBESITY,6.0,27,
37041,Chowan,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,11202,23.0,20.5,25.5,20.7,18.5,23.2,17.0,16.8,17.3,3.7,33,100,yes,5,OBESITY,6.0,27,
37041,Chowan,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,11202,28.2,23.9,33.0,26.0,21.9,30.6,23.0,22.7,23.3,3.0,33,100,yes,5,OBESITY,6.0,27,
37041,Chowan,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,11202,39.0,30.8,47.7,39.4,31.1,48.0,33.4,33.1,33.7,6.0,18,100,yes,5,OBESITY,6.0,27,
37061,Duplin,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,37227,17.6,15.3,20.0,17.9,15.6,20.4,13.2,13.0,13.4,4.7,39,100,yes,5,OBESITY,6.0,28,
37061,Duplin,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,37227,15.3,13.3,17.6,12.6,10.8,14.5,10.4,10.2,10.6,2.2,22,100,yes,5,OBESITY,6.0,28,
37061,Duplin,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,37227,24.2,21.7,27.0,22.6,20.1,25.2,17.0,16.8,17.3,5.6,19,100,yes,5,OBESITY,6.0,28,
37061,Duplin,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,37227,29.9,25.4,34.7,28.4,24.1,33.1,23.0,22.7,23.3,5.4,17,100,yes,5,OBESITY,6.0,28,
37061,Duplin,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,37227,39.1,31.5,47.0,39.4,31.7,47.3,33.4,33.1,33.7,6.0,18,100,yes,5,OBESITY,6.0,28,
37085,Harnett,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,103786,16.0,13.9,18.3,16.0,13.9,18.3,13.2,13.0,13.4,2.8,69,100,yes,5,OBESITY,6.0,29,
37085,Harnett,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,103786,12.2,10.5,14.1,11.5,9.9,13.3,10.4,10.2,10.6,1.1,37,100,yes,5,OBESITY,6.0,29,
37085,Harnett,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,103786,19.9,17.7,22.3,19.5,17.3,21.8,17.0,16.8,17.3,2.5,44,100,yes,5,OBESITY,6.0,29,
37085,Harnett,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,103786,25.5,21.4,29.9,25.2,21.1,29.6,23.0,22.7,23.3,2.2,44,100,yes,5,OBESITY,6.0,29,
37085,Harnett,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,103786,39.5,32.2,47.1,39.4,32.1,47.0,33.4,33.1,33.7,6.0,18,100,yes,5,OBESITY,6.0,29,
37103,Jones,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,7545,18.7,16.3,21.2,19.1,16.6,21.6,13.2,13.0,13.4,5.9,24,100,yes,5,CSMOKING,5.9,30,
37103,Jones,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,7545,16.5,14.4,18.8,12.3,10.6,14.1,10.4,10.2,10.6,1.9,23,100,yes,5,CSMOKING,5.9,30,
37103,Jones,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,7545,24.6,22.0,27.2,21.8,19.4,24.2,17.0,16.8,17.3,4.8,22,100,yes,5,CSMOKING,5.9,30,
37103,Jones,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,7545,30.1,25.3,35.0,27.7,23.1,32.3,23.0,22.7,23.3,4.7,22,100,yes,5,CSMOKING,5.9,30,
37103,Jones,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,7545,38.4,30.0,46.9,38.2,29.8,46.6,33.4,33.1,33.7,4.8,30,100,yes,5,CSMOKING,5.9,30,
37191,Wayne,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,89675,15.5,13.4,17.7,16.0,13.9,18.2,13.2,13.0,13.4,2.8,69,100,yes,5,OBESITY,5.7,31,
37191,Wayne,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,89675,13.9,12.0,15.9,12.2,10.5,14.0,10.4,10.2,10.6,1.8,25,100,yes,5,OBESITY,5.7,31,
37191,Wayne,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,89675,20.5,18.2,23.0,19.5,17.3,21.8,17.0,16.8,17.3,2.5,44,100,yes,5,OBESITY,5.7,31,
37191,Wayne,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,89675,26.3,22.2,30.8,25.5,21.4,29.9,23.0,22.7,23.3,2.5,41,100,yes,5,OBESITY,5.7,31,
37191,Wayne,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,89675,38.6,31.3,46.4,39.1,31.8,46.8,33.4,33.1,33.7,5.7,24,100,yes,5,OBESITY,5.7,31,
37197,Yadkin,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,29910,18.4,16.0,20.8,18.9,16.5,21.4,13.2,13.0,13.4,5.7,26,100,yes,5,CSMOKING,5.7,32,
37197,Yadkin,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,29910,13.7,11.8,15.7,10.7,9.2,12.3,10.4,10.2,10.6,0.3,55,100,yes,5,CSMOKING,5.7,32,
37197,Yadkin,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,29910,22.0,19.6,24.4,19.8,17.6,22.1,17.0,16.8,17.3,2.8,41,100,yes,5,CSMOKING,5.7,32,
37197,Yadkin,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,29910,27.4,23.0,32.0,25.6,21.5,30.0,23.0,22.7,23.3,2.6,40,100,yes,5,CSMOKING,5.7,32,
37197,Yadkin,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,29910,36.0,28.2,43.9,36.1,28.4,44.0,33.4,33.1,33.7,2.7,46,100,yes,5,CSMOKING,5.7,32,
37193,Wilkes,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,52904,17.7,15.4,20.1,18.8,16.3,21.2,13.2,13.0,13.4,5.6,28,100,yes,5,CSMOKING,5.6,33,
37193,Wilkes,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,52904,13.7,11.8,15.7,10.6,9.1,12.2,10.4,10.2,10.6,0.2,56,100,yes,5,CSMOKING,5.6,33,
37193,Wilkes,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,52904,22.5,20.0,25.1,20.6,18.3,23.0,17.0,16.8,17.3,3.6,35,100,yes,5,CSMOKING,5.6,33,
37193,Wilkes,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,52904,27.2,22.8,31.7,25.3,21.1,29.6,23.0,22.7,23.3,2.3,43,100,yes,5,CSMOKING,5.6,33,
37193,Wilkes,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,52904,35.0,27.1,43.0,35.2,27.3,43.2,33.4,33.1,33.7,1.8,52,100,yes,5,CSMOKING,5.6,33,
37171,Surry,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,56506,18.4,16.2,20.7,18.7,16.4,21.0,13.2,13.0,13.4,5.5,29,100,yes,5,CSMOKING,5.5,34,
37171,Surry,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,56506,14.2,12.4,16.2,11.1,9.7,12.8,10.4,10.2,10.6,0.7,46,100,yes,5,CSMOKING,5.5,34,
37171,Surry,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,56506,23.1,20.7,25.5,20.8,18.6,23.0,17.0,16.8,17.3,3.8,31,100,yes,5,CSMOKING,5.5,34,
37171,Surry,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,56506,27.8,23.7,32.4,25.7,21.7,30.0,23.0,22.7,23.3,2.7,37,100,yes,5,CSMOKING,5.5,34,
37171,Surry,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,56506,35.5,28.3,43.3,35.3,28.0,43.0,33.4,33.1,33.7,1.9,51,100,yes,5,CSMOKING,5.5,34,
37017,Bladen,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,23540,17.4,15.2,19.8,17.7,15.4,20.1,13.2,13.0,13.4,4.5,41,100,yes,5,OBESITY,5.2,35,
37017,Bladen,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,23540,16.8,14.7,19.1,12.7,11.0,14.6,10.4,10.2,10.6,2.3,21,100,yes,5,OBESITY,5.2,35,
37017,Bladen,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,23540,23.7,21.2,26.3,20.9,18.6,23.3,17.0,16.8,17.3,3.9,28,100,yes,5,OBESITY,5.2,35,
37017,Bladen,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,23540,30.9,26.4,35.7,28.2,24.0,32.8,23.0,22.7,23.3,5.2,19,100,yes,5,OBESITY,5.2,35,
37017,Bladen,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,23540,38.6,31.0,46.6,38.6,31.0,46.7,33.4,33.1,33.7,5.2,25,100,yes,5,OBESITY,5.2,35,
37027,Caldwell,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,64779,17.2,15.0,19.5,18.4,16.2,20.8,13.2,13.0,13.4,5.2,31,100,yes,5,CSMOKING,5.2,36,
37027,Caldwell,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,64779,13.1,11.3,15.1,10.5,9.0,12.1,10.4,10.2,10.6,0.1,62,100,yes,5,CSMOKING,5.2,36,
37027,Caldwell,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,64779,19.9,17.6,22.3,18.9,16.8,21.2,17.0,16.8,17.3,1.9,50,100,yes,5,CSMOKING,5.2,36,
37027,Caldwell,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,64779,25.5,21.5,30.0,24.5,20.6,28.9,23.0,22.7,23.3,1.5,47,100,yes,5,CSMOKING,5.2,36,
37027,Caldwell,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,64779,35.2,28.0,43.0,35.0,27.8,42.7,33.4,33.1,33.7,1.6,53,100,yes,5,CSMOKING,5.2,36,
37157,Rockingham,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,73468,17.7,15.5,20.1,18.4,16.0,20.7,13.2,13.0,13.4,5.2,31,100,yes,5,CSMOKING,5.2,37,
37157,Rockingham,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,73468,14.9,12.9,16.9,11.8,10.1,13.3,10.4,10.2,10.6,1.4,32,100,yes,5,CSMOKING,5.2,37,
37157,Rockingham,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,73468,22.7,20.3,25.1,20.7,18.5,23.0,17.0,16.8,17.3,3.7,33,100,yes,5,CSMOKING,5.2,37,
37157,Rockingham,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,73468,27.6,23.2,31.8,25.7,21.6,29.9,23.0,22.7,23.3,2.7,37,100,yes,5,CSMOKING,5.2,37,
37157,Rockingham,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,73468,38.0,30.2,45.5,37.8,30.0,45.2,33.4,33.1,33.7,4.4,33,100,yes,5,CSMOKING,5.2,37,
37033,Caswell,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,18570,18.1,16.0,20.6,18.3,16.2,20.8,13.2,13.0,13.4,5.1,35,100,yes,5,CSMOKING,5.1,38,
37033,Caswell,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,18570,15.9,13.9,18.2,12.2,10.7,14.0,10.4,10.2,10.6,1.8,25,100,yes,5,CSMOKING,5.1,38,
37033,Caswell,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,18570,23.6,21.2,26.2,21.0,18.8,23.4,17.0,16.8,17.3,4.0,27,100,yes,5,CSMOKING,5.1,38,
37033,Caswell,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,18570,28.1,23.8,32.8,25.8,21.7,30.2,23.0,22.7,23.3,2.8,35,100,yes,5,CSMOKING,5.1,38,
37033,Caswell,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,18570,35.8,28.2,43.9,35.5,28.0,43.6,33.4,33.1,33.7,2.1,50,100,yes,5,CSMOKING,5.1,38,
37105,Lee,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,50217,17.1,15.0,19.5,17.2,15.0,19.5,13.2,13.0,13.4,4.0,50,100,yes,5,OBESITY,5.0,39,
37105,Lee,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,50217,13.7,11.8,15.6,11.7,10.1,13.4,10.4,10.2,10.6,1.3,34,100,yes,5,OBESITY,5.0,39,
37105,Lee,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,50217,21.9,19.5,24.4,20.5,18.3,23.0,17.0,16.8,17.3,3.5,37,100,yes,5,OBESITY,5.0,39,
37105,Lee,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,50217,27.8,23.4,32.3,26.7,22.4,31.1,23.0,22.7,23.3,3.7,30,100,yes,5,OBESITY,5.0,39,
37105,Lee,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,50217,38.5,30.8,46.5,38.4,30.7,46.3,33.4,33.1,33.7,5.0,28,100,yes,5,OBESITY,5.0,39,
37013,Beaufort,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,35727,17.1,14.9,19.6,17.1,14.9,19.6,13.2,13.0,13.4,3.9,52,100,yes,5,OBESITY,4.9,40,
37013,Beaufort,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,35727,15.7,13.6,18.2,11.5,9.9,13.3,10.4,10.2,10.6,1.1,37,100,yes,5,OBESITY,4.9,40,
37013,Beaufort,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,35727,22.9,20.4,25.6,19.9,17.7,22.4,17.0,16.8,17.3,2.9,40,100,yes,5,OBESITY,4.9,40,
37013,Beaufort,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,35727,29.0,24.3,34.0,26.1,21.7,30.9,23.0,22.7,23.3,3.1,32,100,yes,5,OBESITY,4.9,40,
37013,Beaufort,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,35727,38.4,30.3,47.0,38.3,30.2,46.9,33.4,33.1,33.7,4.9,29,100,yes,5,OBESITY,4.9,40,
37001,Alamance,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,137937,16.4,14.2,18.7,17.3,15.1,19.7,13.2,13.0,13.4,4.1,48,100,yes,5,OBESITY,4.6,41,
37001,Alamance,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,137937,12.7,11.0,14.7,11.3,9.8,13.1,10.4,10.2,10.6,0.9,42,100,yes,5,OBESITY,4.6,41,
37001,Alamance,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,137937,20.3,18.1,22.7,19.7,17.5,22.1,17.0,16.8,17.3,2.7,42,100,yes,5,OBESITY,4.6,41,
37001,Alamance,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,137937,26.2,22.2,30.8,25.8,21.8,30.3,23.0,22.7,23.3,2.8,35,100,yes,5,OBESITY,4.6,41,
37001,Alamance,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,137937,37.3,30.4,44.7,38.0,31.0,45.4,33.4,33.1,33.7,4.6,31,100,yes,5,OBESITY,4.6,41,
37069,Franklin,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,58589,16.2,14.1,18.5,16.2,14.1,18.5,13.2,13.0,13.4,3.0,65,100,yes,5,OBESITY,4.6,42,
37069,Franklin,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,58589,13.3,11.5,15.2,11.2,9.7,12.9,10.4,10.2,10.6,0.8,45,100,yes,5,OBESITY,4.6,42,
37069,Franklin,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,58589,19.3,17.2,21.6,17.9,15.9,20.1,17.0,16.8,17.3,0.9,62,100,yes,5,OBESITY,4.6,42,
37069,Franklin,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,58589,24.9,20.8,29.2,23.7,19.8,28.0,23.0,22.7,23.3,0.7,60,100,yes,5,OBESITY,4.6,42,
37069,Franklin,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,58589,38.3,30.5,46.7,38.0,30.3,46.4,33.4,33.1,33.7,4.6,31,100,yes,5,OBESITY,4.6,42,
37073,Gates,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,8389,17.0,14.8,19.4,17.5,15.2,19.9,13.2,13.0,13.4,4.3,43,100,yes,5,CSMOKING,4.3,43,
37073,Gates,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,8389,15.4,13.3,17.6,11.5,9.9,13.2,10.4,10.2,10.6,1.1,37,100,yes,5,CSMOKING,4.3,43,
37073,Gates,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,8389,21.4,19.0,23.9,18.9,16.7,21.2,17.0,16.8,17.3,1.9,50,100,yes,5,CSMOKING,4.3,43,
37073,Gates,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,8389,27.1,22.8,31.9,24.7,20.6,29.2,23.0,22.7,23.3,1.7,46,100,yes,5,CSMOKING,4.3,43,
37073,Gates,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,8389,37.6,29.3,46.4,37.3,29.0,46.0,33.4,33.1,33.7,3.9,37,100,yes,5,CSMOKING,4.3,43,
37049,Craven,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,79170,16.1,14.1,18.4,17.4,15.3,19.8,13.2,13.0,13.4,4.2,45,100,yes,5,CSMOKING,4.2,44,
37049,Craven,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,79170,13.7,11.9,15.6,11.6,10.0,13.3,10.4,10.2,10.6,1.2,35,100,yes,5,CSMOKING,4.2,44,
37049,Craven,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,79170,19.9,17.7,22.3,19.1,17.0,21.4,17.0,16.8,17.3,2.1,47,100,yes,5,CSMOKING,4.2,44,
37049,Craven,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,79170,25.2,21.3,29.6,24.5,20.7,28.8,23.0,22.7,23.3,1.5,47,100,yes,5,CSMOKING,4.2,44,
37049,Craven,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,79170,35.4,28.6,43.0,36.1,29.3,43.7,33.4,33.1,33.7,2.7,46,100,yes,5,CSMOKING,4.2,44,
37077,Granville,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,49520,17.1,14.9,19.3,16.7,14.6,19.0,13.2,13.0,13.4,3.5,58,100,yes,5,OBESITY,4.1,45,
37077,Granville,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,49520,14.3,12.4,16.3,11.8,10.2,13.6,10.4,10.2,10.6,1.4,32,100,yes,5,OBESITY,4.1,45,
37077,Granville,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,49520,21.0,18.7,23.3,19.1,16.9,21.3,17.0,16.8,17.3,2.1,47,100,yes,5,OBESITY,4.1,45,
37077,Granville,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,49520,25.5,21.4,29.9,23.9,19.9,28.1,23.0,22.7,23.3,0.9,56,100,yes,5,OBESITY,4.1,45,
37077,Granville,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,49520,37.9,29.9,46.0,37.5,29.6,45.7,33.4,33.1,33.7,4.1,35,100,yes,5,OBESITY,4.1,45,
37123,Montgomery,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,20532,16.6,14.5,18.8,17.1,14.9,19.4,13.2,13.0,13.4,3.9,52,100,yes,5,OBESITY,4.1,46,
37123,Montgomery,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,20532,14.5,12.6,16.7,11.4,9.8,13.1,10.4,10.2,10.6,1.0,40,100,yes,5,OBESITY,4.1,46,
37123,Montgomery,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,20532,21.3,19.0,23.8,19.6,17.4,21.9,17.0,16.8,17.3,2.6,43,100,yes,5,OBESITY,4.1,46,
37123,Montgomery,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,20532,27.2,22.8,31.6,25.5,21.4,29.8,23.0,22.7,23.3,2.5,41,100,yes,5,OBESITY,4.1,46,
37123,Montgomery,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,20532,37.5,29.7,45.7,37.5,29.7,45.7,33.4,33.1,33.7,4.1,35,100,yes,5,OBESITY,4.1,46,
37137,Pamlico,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,10671,15.8,13.7,17.9,17.2,14.9,19.4,13.2,13.0,13.4,4.0,50,100,yes,5,CSMOKING,4.0,47,
37137,Pamlico,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,10671,15.8,13.6,18.1,10.9,9.4,12.5,10.4,10.2,10.6,0.5,52,100,yes,5,CSMOKING,4.0,47,
37137,Pamlico,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,10671,21.1,18.7,23.6,18.2,16.1,20.4,17.0,16.8,17.3,1.2,57,100,yes,5,CSMOKING,4.0,47,
37137,Pamlico,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,10671,26.9,22.3,31.4,24.1,19.9,28.3,23.0,22.7,23.3,1.1,53,100,yes,5,CSMOKING,4.0,47,
37137,Pamlico,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,10671,36.2,28.0,44.2,36.6,28.5,44.8,33.4,33.1,33.7,3.2,42,100,yes,5,CSMOKING,4.0,47,
37147,Pitt,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,136973,12.3,10.6,13.9,13.6,11.7,15.3,13.2,13.0,13.4,0.4,87,100,yes,5,OBESITY,3.9,48,
37147,Pitt,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,136973,11.4,9.9,12.9,11.6,10.0,13.2,10.4,10.2,10.6,1.2,35,100,yes,5,OBESITY,3.9,48,
37147,Pitt,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,136973,17.2,15.2,19.1,17.7,15.7,19.7,17.0,16.8,17.3,0.7,66,100,yes,5,OBESITY,3.9,48,
37147,Pitt,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,136973,22.9,19.2,26.5,23.7,19.9,27.5,23.0,22.7,23.3,0.7,60,100,yes,5,OBESITY,3.9,48,
37147,Pitt,NC,North Carolina,OBESITY,Obesity among adults,Obesity,2022,136973,35.4,28.8,41.9,37.3,30.4,44.0,33.4,33.1,33.7,3.9,37,100,yes,5,OBESITY,3.9,48,
37093,Hoke,NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Current smoking,2022,39354,17.1,14.9,19.5,16.6,14.5,18.9,13.2,13.0,13.4,3.4,59,100,yes,5,GHLTH,3.8,49,
37093,Hoke,NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Diagnosed diabetes,2022,39354,13.0,11.3,14.9,13.0,11.3,14.9,10.4,10.2,10.6,2.6,19,100,yes,5,GHLTH,3.8,49,
37093,Hoke,NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Fair or poor health,2022,39354,20.9,18.6,23.3,20.8,18.6,23.2,17.0,16.8,17.3,3.8,31,100,yes,5,GHLTH,3.8,49,
37093,Hoke,NC,North Carolina,LPA,No leisure-time physical activity among adults,No leisure activity,2022,39354,26.5,22.4,31.0,26.6,22.5,31.1,23.0,22.7,23.3,3.6,31,100,yes,5,GHLTH,3.8,49,
