tract_fips,synthetic_event_count,adult_denominator_estimate,adult_denominator_moe90,rate_multiplier,crude_rate_per_100k,crude_rate_low_95,crude_rate_high_95,positive_denominator_age_bands,minimum_age_band_denominator,direct_standardized_rate_per_100k,direct_rate_low_95,direct_rate_high_95,direct_support_state,guided_indirect_required,claim_limit
25005651500,128,2321,366.589,100000,5514.86428264,4657.5638339,6519.17502865,5,146,5534.39506082,4585.96252339,6482.82759824,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005651600,111,2820,436.77,100000,3936.17021277,3278.89408664,4718.77370434,5,122,4715.35722632,3832.33508255,5598.37937009,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005651700,85,1704,300.102,100000,4988.2629108,4052.06180528,6126.95439806,5,112,5307.03824558,4195.09689755,6418.97959361,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005651800,99,1818,373.983,100000,5445.54455446,4493.29545666,6585.6849806,5,178,4318.52993863,3389.87780909,5247.18206817,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005651900,103,1615,283.425,100000,6377.70897833,5286.39935382,7676.04719567,5,107,6728.51552988,5487.76913235,7969.26192741,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005652000,102,2404,366.388,100000,4242.92845258,3507.52145423,5124.33667992,5,195,4522.5208432,3652.57523303,5392.46645337,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005652100,136,2228,321.831,100000,6104.12926391,5183.57972183,7175.78647466,5,126,6032.33017915,5024.87487723,7039.78548107,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005652200,134,2325,324.598,100000,5763.44086022,4887.08349434,6785.73595806,5,317,5186.29643372,4315.02470851,6057.56815894,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005652300,81,1782,391.363,100000,4545.45454545,3672.21376688,5614.2465738,5,132,4826.03759223,3779.50784171,5872.56734275,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005652400,108,2038,324.769,100000,5299.31305201,4408.09863569,6358.72451167,5,132,5752.21837663,4691.42757587,6813.00917739,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005652500,70,2271,391.968,100000,3082.34258036,2446.91057349,3876.23156299,5,80,4035.09152434,3019.82092129,5050.36212739,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005652600,88,2433,490.618,100000,3616.93382655,2945.13631761,4434.96870194,5,142,4569.02575748,3614.29329289,5523.75822206,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005652700,141,2563,369.505,100000,5501.3655872,4683.39364873,6452.52819944,5,201,5707.86550066,4793.13897803,6622.59202329,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005652800,162,2624,378.828,100000,6173.7804878,5315.41103901,7160.28294627,5,197,5834.64054997,4910.11141192,6759.16968802,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005653101,326,5851,666.836,100000,5571.69714579,5012.58741528,6189.10717258,5,661,5161.57659982,4612.80304162,5710.35015801,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005653102,192,4079,396.902,100000,4707.03603824,4098.61759286,5400.68485943,5,272,4670.31173814,4009.32716343,5331.29631286,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005653203,239,4135,594.857,100000,5779.92744861,5108.83236727,6533.10810362,5,502,5411.10869799,4740.64285445,6081.57454153,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005653204,182,2760,347.211,100000,6594.20289855,5727.31670943,7581.74838353,5,179,6690.47853109,5741.37457365,7639.58248853,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005653301,229,4469,557.613,100000,5124.18885657,4515.41185439,5810.04821551,5,806,3979.68647532,3421.43731046,4537.93564017,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005653304,205,2847,376.346,100000,7200.56199508,6307.58912904,8208.87784391,5,321,5770.97239303,4946.24341679,6595.70136927,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005654100,359,5767,583.411,100000,6225.07369516,5630.16505495,6878.26138462,5,615,5802.33364332,5215.20658924,6389.4606974,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005654200,135,2704,354.147,100000,4992.6035503,4233.66047249,5879.24543375,5,395,4142.3966109,3415.88262075,4868.91060105,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005655100,195,3323,369.916,100000,5868.19139332,5118.88329198,6719.41629926,5,357,5547.51708632,4769.31788768,6325.71628496,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005655200,191,3829,632.596,100000,4988.24758423,4342.67762425,5724.04344851,5,575,4267.25969798,3651.60178687,4882.91760908,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005655300,155,2830,366.329,100000,5477.03180212,4697.48905819,6377.28218011,5,374,5019.69231931,4238.41510783,5800.96953078,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005655400,187,3226,349.047,100000,5796.65220087,5041.61652861,6656.83565977,5,408,4704.85524495,3967.35186416,5442.35862574,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005985500,156,4318,506.863,100000,3612.78369616,3096.14388461,4211.88584832,5,98,6368.52111025,5128.73560712,7608.30661339,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25005985600,190,4600,445.161,100000,4130.43478261,3592.62320916,4744.79375565,5,193,5451.82556957,4659.29433199,6244.35680716,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25007200100,269,4129,654.74,100000,6514.89464761,5801.82926005,7308.79848165,5,450,5665.86574934,4946.79884748,6384.93265121,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25007200200,253,4084,805.448,100000,6194.90695397,5495.94788762,6976.19575975,5,498,5552.97326378,4881.32014114,6224.62638642,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25007200300,290,4750,904.498,100000,6105.26315789,5459.19936677,6822.26739812,5,630,5497.04203391,4846.42634523,6147.65772259,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25007200400,199,4457,597.836,100000,4464.88669509,3896.75703908,5111.44158287,5,400,3157.92719639,2703.65006002,3612.20433277,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009201100,175,2958,357.824,100000,5916.15956728,5121.75500812,6824.91613347,5,363,4224.32419512,3531.16528266,4917.48310757,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009202101,90,1820,203.431,100000,4945.05494505,4040.42665532,6039.47683254,5,192,4538.42884727,3606.59177183,5470.2659227,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009202103,41,1137,215.947,100000,3605.98065084,2669.11588172,4855.28272397,5,48,3909.29045669,2673.93216148,5144.6487519,review_small_age_denominator,yes,direct rate is a relative teaching index under one common standard age distribution
25009202104,271,4372,689.446,100000,6198.53613907,5521.51297543,6952.46406321,5,637,5595.7204395,4935.03048337,6256.41039563,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009202200,218,4881,574.275,100000,4466.29788978,3921.73812363,5082.47342609,5,524,3844.56165857,3343.98581198,4345.13750517,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009203100,257,5524,550.932,100000,4652.42577842,4127.82584954,5240.05242046,5,641,3801.34778508,3334.73417868,4267.96139149,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009203200,256,3592,366.231,100000,7126.94877506,6330.6036087,8014.89701273,5,446,5872.92351956,5138.81187622,6607.03516291,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009203301,176,3293,375.108,100000,5344.67051321,4627.16988887,6166.23535264,5,269,4625.04680536,3886.06472482,5364.02888591,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009203302,256,3459,527.5,100000,7400.98294305,6575.03384913,8321.44538491,5,451,6243.72749781,5466.92239447,7020.53260114,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009204101,193,4202,482.109,100000,4593.05092813,4000.51782631,5268.53005953,5,219,5283.4781694,4541.76339389,6025.1929449,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009204102,294,4630,462.469,100000,6349.89200864,5683.02052067,7089.13545576,5,404,6351.06985475,5619.74486271,7082.39484679,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009204200,200,4471,661.994,100000,4473.27219861,3905.42762217,5119.28224827,5,194,5070.46657534,4360.96104728,5779.97210341,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009204300,210,3395,501.88,100000,6185.56701031,5423.71970637,7046.45473265,5,327,6236.92381882,5410.36254923,7063.48508841,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009204400,140,2950,411.063,100000,4745.76271186,4035.61756828,5573.61375905,5,331,4613.08480363,3857.38707747,5368.7825298,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009204500,147,3071,390.41,100000,4786.71442527,4086.51080224,5599.88971009,5,195,5232.61422771,4377.91053992,6087.3179155,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009204600,175,4590,629.901,100000,3812.63616558,3296.14068974,4406.37717015,5,317,4014.27624412,3432.88277433,4595.66971391,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009204701,376,5523,770.098,100000,6807.89426037,6173.17960612,7502.6506932,5,584,6528.30836732,5883.82320903,7172.79352562,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009204702,217,4922,663.377,100000,4408.77691995,3869.93806488,5018.72517126,5,372,4441.79186451,3845.01971517,5038.56401384,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009205100,232,4794,603.79,100000,4839.38256154,4267.24167791,5483.84040423,5,380,4635.82748906,4051.94217084,5219.71280728,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009205200,188,4645,654.079,100000,4047.36275565,3517.57601977,4653.09321439,5,226,4451.59300303,3812.97132824,5090.21467783,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009205300,150,3604,446.135,100000,4162.04217536,3557.32526739,4864.37125915,5,302,4078.05399,3439.56754406,4716.54043595,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009205400,181,3877,385.406,100000,4668.55816353,4048.17972914,5378.67943794,5,457,4305.38303389,3693.9436619,4916.82240589,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009205500,172,4132,511.255,100000,4162.63310745,3595.00067599,4815.4150105,5,300,4582.74036645,3912.03785776,5253.44287514,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009205600,146,3231,397.057,100000,4518.72485299,3854.90530839,5290.56480465,5,255,4625.85751843,3895.79415085,5355.92088602,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009205700,147,4235,599.353,100000,3471.07438017,2960.58768592,4065.89494416,5,145,4376.30687147,3640.5211145,5112.09262845,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009205800,82,2535,408.841,100000,3234.71400394,2613.65575583,3997.29106945,5,103,3929.67508601,3012.30857444,4847.04159757,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009205900,177,3431,547.938,100000,5158.84581755,4467.57376105,5950.41679574,5,201,5732.65097261,4893.77994629,6571.52199893,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009206000,94,2510,444.395,100000,3745.01992032,3070.15038442,4561.25604925,5,58,4153.85335117,3205.33399845,5102.3727039,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009206100,120,2992,517.279,100000,4010.69518717,3364.59232768,4774.73888102,5,124,4385.27432062,3585.4476149,5185.10102634,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009206200,145,4252,610.931,100000,3410.15992474,2905.32806838,3999.09874506,5,74,4121.34315555,3349.70998368,4892.97632743,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009206300,121,3376,654.322,100000,3584.12322275,3007.95342731,4265.80369461,5,97,4465.50659265,3582.38944098,5348.62374432,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009206400,167,5036,573.345,100000,3316.12390786,2856.08103891,3847.33337564,5,255,3921.42119375,3303.64786798,4539.19451952,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009206500,77,2255,431.678,100000,3414.63414634,2740.76420984,4246.9532417,5,120,3735.0490459,2880.41752547,4589.68056632,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009206600,147,4527,672.71,100000,3247.18356528,2769.19089082,3804.45467872,5,163,3734.15673428,3099.89533816,4368.4181304,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009206700,120,3363,516.949,100000,3568.2426405,2992.40783519,4250.03175703,5,366,3641.96030673,2996.81443716,4287.10617631,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009206800,136,3290,520.826,100000,4133.73860182,3505.29784902,4869.16286104,5,115,4570.22229941,3773.8571936,5366.58740523,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009206900,179,4095,663.135,100000,4371.18437118,3786.57940578,5041.31653642,5,636,3621.41368718,3087.40683356,4155.4205408,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009207000,89,1708,351.568,100000,5210.77283372,4253.69284158,6368.87140838,5,256,4380.23470652,3365.70856641,5394.76084663,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009207100,157,3026,485.235,100000,5188.36748182,4453.40160678,6036.96441206,5,147,6078.47746478,5073.33241882,7083.62251074,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009207200,88,2280,395.608,100000,3859.64912281,3143.4282255,4731.08767516,5,110,4588.08969666,3620.12707078,5556.05232253,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009208101,219,5034,525.243,100000,4350.41716329,3820.86040523,4949.59143277,5,437,4752.81748605,4138.65189374,5366.98307837,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009208102,128,2696,364.811,100000,4747.77448071,4007.42046856,5616.90239572,5,261,4507.87240669,3746.46477122,5269.28004217,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009208200,302,5024,686.233,100000,6011.14649682,5386.88329762,6702.62795287,5,643,5447.17785503,4840.20911604,6054.14659401,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009208301,146,2238,355.833,100000,6523.6818588,5573.25233416,7623.10718791,5,316,5751.42028301,4695.16231871,6807.6782473,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009208302,195,4268,583.053,100000,4568.88472352,3982.23972617,5237.23769633,5,443,4293.50706695,3703.52239861,4883.49173529,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009208401,177,2642,434.853,100000,6699.47009841,5807.6261275,7717.0488914,5,248,6369.30694687,5455.40774494,7283.20614879,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009208402,141,2488,409.035,100000,5667.20257235,4825.14963106,6645.94367662,5,285,5666.4497217,4743.92769989,6588.97174351,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009209100,238,5252,579.95,100000,4531.60700685,4001.53922699,5128.13986588,5,507,4289.32618365,3754.97250155,4823.67986575,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009209200,252,4148,411.898,100000,6075.21697203,5388.11679385,6843.59927377,5,477,5547.87461714,4878.20680709,6217.54242719,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009210100,263,5526,592.291,100000,4759.31958017,4228.72246715,5352.77209768,5,580,3966.767207,3494.43077263,4439.10364137,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009210200,240,4602,520.668,100000,5215.12385919,4609.30142276,5895.65110647,5,701,4103.32310419,3569.93719773,4636.70901064,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009210301,335,4580,685.272,100000,7314.41048035,6595.58145227,8104.78427534,5,421,4607.80456681,3835.4967906,5380.11234303,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009210302,186,3911,577.091,100000,4755.81692662,4132.04820025,5468.37783933,5,533,4311.74712389,3680.41851268,4943.0757351,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009210401,158,2535,441.447,100000,6232.74161736,5356.27298524,7241.65658258,5,252,5701.25987132,4821.11055953,6581.40918312,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009210402,177,3394,448.434,100000,5215.0854449,4516.44334994,6014.99147883,5,248,4813.39841024,4106.58422868,5520.2125918,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009210500,310,5937,680.086,100000,5221.4923362,4684.01920229,5816.87470549,5,423,4611.22577995,4086.0957403,5136.35581961,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009210600,168,3717,457.942,100000,4519.7740113,3897.59242258,5235.86468871,5,242,4649.51883921,3959.00506448,5340.03261394,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009210700,152,3277,467.393,100000,4638.38877022,3969.88685588,5413.11633658,5,220,5495.7755825,4606.66674496,6384.88442003,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009210800,176,3494,620.5,100000,5037.20663995,4360.10384694,5813.06903725,5,347,4735.2088921,4047.9227903,5422.49499389,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009210900,149,3473,479.182,100000,4290.23898647,3665.29438947,5016.19029701,5,413,3847.12588022,3230.42198402,4463.82977643,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009211100,231,3402,427.647,100000,6790.12345679,5992.5548172,7685.1651957,5,518,5772.62473852,5023.05351095,6522.19596609,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009211201,129,2353,410.545,100000,5482.36294093,4633.04671504,6476.79938176,5,159,5596.29458296,4657.42409836,6535.16506756,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009211202,142,3249,422.428,100000,4370.57556171,3719.84106956,5129.08263191,5,284,4254.4042225,3571.57632655,4937.23211846,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009211300,369,5891,633.154,100000,6263.79222543,5673.07364424,6911.51347321,5,808,5395.80955933,4840.30031024,5951.31880841,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009211401,235,3420,420.058,100000,6871.34502924,6071.02126063,7768.44719956,5,377,6398.69480246,5583.48072089,7213.90888402,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009211402,310,4963,652.418,100000,6246.22204312,5606.2181118,6953.90614409,5,496,5913.78819766,5259.28180559,6568.29458973,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009212101,229,4164,427.014,100000,5499.5196926,4847.21624022,6233.8544623,5,332,5652.19886228,4927.57360714,6376.82411741,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009212102,208,3967,464.084,100000,5243.25686917,4591.9185063,5981.19208436,5,477,4728.26463542,4085.26673865,5371.2625322,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009213100,263,6259,664.484,100000,4201.94919316,3732.35036731,4727.73060878,5,613,3420.9488489,3008.51027147,3833.38742633,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009214100,285,4933,513.463,100000,5777.41739307,5160.08839972,6463.56740546,5,657,5070.09426867,4484.81328672,5655.37525061,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009215101,173,3547,387.716,100000,4877.36115027,4216.03456089,5636.31911014,5,456,4220.75125279,3598.4686362,4843.03386938,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009215102,144,2228,289.685,100000,6463.1956912,5515.30956475,7560.95343177,5,125,6054.89855283,5053.88382481,7055.91328085,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009216100,194,3996,377.399,100000,4854.85485485,4230.75065102,5565.67410368,5,260,5393.68493601,4637.46838165,6149.90149038,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009217101,122,3109,392.54,100000,3924.0913477,3296.48885832,4665.41546927,5,291,3798.81865468,3141.34869123,4456.28861813,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009217102,107,2387,370.433,100000,4482.61416003,3723.10094587,5388.39651528,5,200,3856.02336582,3082.46141123,4629.58532041,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009217201,202,3386,350.698,100000,5965.74128766,5216.76024175,6814.52392817,5,262,5830.16789125,5049.48728015,6610.84850235,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009217202,147,2758,321.869,100000,5329.94923858,4552.02610087,6232.13596134,5,305,4539.62187518,3795.14805587,5284.0956945,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009217300,205,3587,498.355,100000,5715.08224143,5001.73562689,6523.18028952,5,271,5978.28195561,5178.75132645,6777.81258478,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009217401,114,2394,409.468,100000,4761.9047619,3978.92229868,5689.83448955,5,250,4877.44498394,3980.89479643,5773.99517145,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009217402,125,3119,442.467,100000,4007.69477397,3374.02700067,4754.51433477,5,277,4431.73869255,3674.48914439,5188.98824072,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009217500,240,5627,656.715,100000,4265.15016883,3767.63683368,4825.06573767,5,418,4364.91200654,3820.66874509,4909.15526799,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009217601,224,3441,339.549,100000,6509.73554199,5732.99429877,7383.47170473,5,620,5327.52892335,4593.30065051,6061.75719619,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009217602,211,4969,678.202,100000,4246.32722882,3720.11656537,4843.22619042,5,214,5069.25871115,4294.09307629,5844.42434602,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009218100,248,4226,492.233,100000,5868.43350686,5199.08388252,6617.94197263,5,557,4752.71395672,4132.94086216,5372.48705127,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009220101,267,3399,400.406,100000,7855.25154457,6997.63126733,8808.02601437,5,335,6357.67042076,5395.40073003,7319.9401115,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009220102,189,2641,310.757,100000,7156.38015903,6234.27803017,8202.93738579,5,351,6079.43539295,5179.56207426,6979.30871164,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009221100,205,3447,414.544,100000,5947.20046417,5205.62528714,6786.8543373,5,436,4480.42845085,3816.77423083,5144.08267087,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009221300,306,4260,593.284,100000,7183.09859155,6445.68725052,7997.66072028,5,392,5967.83285215,5242.98365481,6692.6820495,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009221400,119,3012,391.009,100000,3950.86321381,3311.8059541,4707.23158891,5,291,4111.89460058,3383.32351696,4840.4656842,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009221500,128,2473,359.862,100000,5175.89971694,4370.18277424,6120.65659278,5,441,4057.32077008,3316.70651728,4797.93502288,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009221600,94,2149,314.253,100000,4374.12750116,3587.78930924,5323.29227713,5,130,4891.5934667,3909.66678081,5873.52015258,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009221700,169,2516,421.149,100000,6717.01112878,5803.41908433,7762.5716499,5,240,6103.86765877,5142.73055636,7065.00476118,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009221800,120,1603,224.053,100000,7485.96381784,6296.85837105,8878.34497475,5,228,5976.35966839,4818.72867017,7133.99066661,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009221901,141,2923,371.357,100000,4823.81115293,4104.58230992,5661.62685591,5,339,4041.34620577,3369.35928098,4713.33313057,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009221902,226,3145,343.227,100000,7186.00953895,6334.69509912,8141.78664129,5,299,6503.13848017,5671.82948877,7334.44747158,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009222100,140,2815,316.58,100000,4973.35701599,4229.84780868,5839.58897828,5,269,4401.733139,3667.4678904,5135.99838761,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009223100,185,3305,359.619,100000,5597.57942511,4864.18213437,6434.0762885,5,449,4554.17450909,3857.68535844,5250.66365973,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009223200,155,3375,396.52,100000,4592.59259259,3936.52741991,5351.90657871,5,239,4496.06686189,3791.98328434,5200.15043943,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009223300,231,4618,533.644,100000,5002.16543958,4409.99539305,5669.13568427,5,514,4408.7513016,3846.08394372,4971.41865947,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009250100,194,3715,603.923,100000,5222.07267833,4551.81064069,5984.84339955,5,202,5839.90670002,5017.72581204,6662.08758799,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009250200,134,4500,661.578,100000,2977.77777778,2519.85941099,3515.90941671,5,95,4415.81507807,3559.6985931,5271.93156304,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009250300,101,2078,331.493,100000,4860.4427334,4016.26247511,5871.20796355,5,42,6830.82272901,5277.88936165,8383.75609638,review_small_age_denominator,yes,direct rate is a relative teaching index under one common standard age distribution
25009250400,143,3252,526.77,100000,4397.29397294,3744.76848423,5157.42968747,5,168,5125.72414131,4291.56083483,5959.8874478,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009250500,134,3370,488.841,100000,3976.2611276,3367.23998785,4690.0876056,5,161,5011.15176363,4155.47892318,5866.82460407,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009250600,170,4596,583.591,100000,3698.86858138,3190.75236729,4284.31958679,5,287,4273.15821342,3634.08261835,4912.23380849,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009250700,112,4067,564.867,100000,2753.87263339,2293.77738333,3303.13571499,5,191,3695.6544591,2964.54508553,4426.76383266,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009250800,230,5921,795.958,100000,3884.47897315,3421.46217736,4407.29513276,5,326,4822.80690241,4189.29971523,5456.3140896,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009250900,63,1664,267.78,100000,3786.05769231,2970.36173985,4814.63833519,5,123,3644.81807574,2735.74665413,4553.88949735,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009251000,82,1467,232.671,100000,5589.63871847,4525.91469131,6885.33958183,5,113,5922.65184367,4679.56920351,7165.73448382,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009251100,129,2382,433.463,100000,5415.61712846,4576.41286681,6398.39259868,5,254,4016.83139666,3219.03698786,4814.62580546,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009251200,44,1270,299.678,100000,3464.56692913,2590.85606309,4618.94686684,5,31,3907.10643007,2578.85703655,5235.35582359,review_small_age_denominator,yes,direct rate is a relative teaching index under one common standard age distribution
25009251300,110,2522,423.615,100000,4361.61776368,3631.51040995,5230.54457133,5,117,4704.74385058,3792.02641147,5617.46128969,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
25009251400,145,3903,490.756,100000,3715.09095568,3165.79709564,4355.40543889,5,191,4222.75049528,3524.04766522,4921.45332534,complete_for_module02,no,direct rate is a relative teaching index under one common standard age distribution
