tract_fips,acs_present,places_present,svi_present,three_source_intersection,measure_eligible,unmatched_state
25017311200,1,1,1,1,1,complete three-source intersection
25017311300,1,1,1,1,1,complete three-source intersection
25017311400,1,1,1,1,1,complete three-source intersection
25017311500,1,1,1,1,1,complete three-source intersection
25017311600,1,1,1,1,1,complete three-source intersection
25017311700,1,1,1,1,1,complete three-source intersection
25017311800,1,1,1,1,1,complete three-source intersection
25017311900,1,1,1,1,1,complete three-source intersection
25017312000,1,1,1,1,1,complete three-source intersection
25017312100,1,1,1,1,1,complete three-source intersection
25017312200,1,1,1,1,1,complete three-source intersection
25017312300,1,1,1,1,1,complete three-source intersection
25017312400,1,1,1,1,1,complete three-source intersection
25017312501,1,1,1,1,1,complete three-source intersection
25017312502,1,1,1,1,1,complete three-source intersection
25017313101,1,1,1,1,1,complete three-source intersection
25017313102,1,1,1,1,1,complete three-source intersection
25017314101,1,1,1,1,1,complete three-source intersection
25017314102,1,1,1,1,1,complete three-source intersection
25017314200,1,1,1,1,1,complete three-source intersection
25017314301,1,1,1,1,1,complete three-source intersection
25017314302,1,1,1,1,1,complete three-source intersection
25017315100,1,1,1,1,1,complete three-source intersection
25017315200,1,1,1,1,1,complete three-source intersection
25017315401,1,1,1,1,1,complete three-source intersection
25017315402,1,1,1,1,1,complete three-source intersection
25017315403,1,1,1,1,1,complete three-source intersection
25017315500,1,1,1,1,1,complete three-source intersection
25017316101,1,1,1,1,1,complete three-source intersection
25017316102,1,1,1,1,1,complete three-source intersection
25017316201,1,1,1,1,1,complete three-source intersection
25017316202,1,1,1,1,1,complete three-source intersection
25017316300,1,1,1,1,1,complete three-source intersection
25017316400,1,1,1,1,1,complete three-source intersection
25017316500,1,1,1,1,1,complete three-source intersection
25017317101,1,1,1,1,1,complete three-source intersection
25017317102,1,1,1,1,1,complete three-source intersection
25017317103,1,1,1,1,1,complete three-source intersection
25017317201,1,1,1,1,1,complete three-source intersection
25017317202,1,1,1,1,1,complete three-source intersection
25017317203,1,1,1,1,1,complete three-source intersection
25017317301,1,1,1,1,1,complete three-source intersection
25017317302,1,1,1,1,1,complete three-source intersection
25017318100,1,1,1,1,1,complete three-source intersection
25017318200,1,1,1,1,1,complete three-source intersection
25017318300,1,1,1,1,1,complete three-source intersection
25017318400,1,1,1,1,1,complete three-source intersection
25017320102,1,1,1,1,1,complete three-source intersection
25017320105,1,1,1,1,1,complete three-source intersection
25017320106,1,1,1,1,1,complete three-source intersection
25017320107,1,1,1,1,1,complete three-source intersection
25017321100,1,1,1,1,1,complete three-source intersection
25017321200,1,1,1,1,1,complete three-source intersection
25017321301,1,1,1,1,1,complete three-source intersection
25017321302,1,1,1,1,1,complete three-source intersection
25017321400,1,1,1,1,1,complete three-source intersection
25017321500,1,1,1,1,1,complete three-source intersection
25017321600,1,1,1,1,1,complete three-source intersection
25017322100,1,1,1,1,1,complete three-source intersection
25017322200,1,1,1,1,1,complete three-source intersection
25017322300,1,1,1,1,1,complete three-source intersection
25017322400,1,1,1,1,1,complete three-source intersection
25017323101,1,1,1,1,1,complete three-source intersection
25017323102,1,1,1,1,1,complete three-source intersection
25017324101,1,1,1,1,1,complete three-source intersection
25017324102,1,1,1,1,1,complete three-source intersection
25017325101,1,1,1,1,1,complete three-source intersection
25017325102,1,1,1,1,1,complete three-source intersection
25017326101,1,1,1,1,1,complete three-source intersection
25017326102,1,1,1,1,1,complete three-source intersection
25017327101,1,1,1,1,1,complete three-source intersection
25017327102,1,1,1,1,1,complete three-source intersection
25017327103,1,1,1,1,1,complete three-source intersection
25017328100,1,1,1,1,1,complete three-source intersection
25017330101,1,1,1,1,1,complete three-source intersection
25017330102,1,1,1,1,1,complete three-source intersection
25017330201,1,1,1,1,1,complete three-source intersection
25017330202,1,1,1,1,1,complete three-source intersection
25017331101,1,1,1,1,1,complete three-source intersection
25017331102,1,1,1,1,1,complete three-source intersection
25017331200,1,1,1,1,1,complete three-source intersection
25017331300,1,1,1,1,1,complete three-source intersection
25017332100,1,1,1,1,1,complete three-source intersection
25017332201,1,1,1,1,1,complete three-source intersection
25017332202,1,1,1,1,1,complete three-source intersection
25017332300,1,1,1,1,1,complete three-source intersection
25017332401,1,1,1,1,1,complete three-source intersection
25017332402,1,1,1,1,1,complete three-source intersection
25017333100,1,1,1,1,1,complete three-source intersection
25017333200,1,1,1,1,1,complete three-source intersection
25017333300,1,1,1,1,1,complete three-source intersection
25017333400,1,1,1,1,1,complete three-source intersection
25017333501,1,1,1,1,1,complete three-source intersection
25017333502,1,1,1,1,1,complete three-source intersection
25017333601,1,1,1,1,1,complete three-source intersection
25017333602,1,1,1,1,1,complete three-source intersection
25017334100,1,1,1,1,1,complete three-source intersection
25017334200,1,1,1,1,1,complete three-source intersection
25017334300,1,1,1,1,1,complete three-source intersection
25017334400,1,1,1,1,1,complete three-source intersection
25017335100,1,1,1,1,1,complete three-source intersection
25017335200,1,1,1,1,1,complete three-source intersection
25017335301,1,1,1,1,1,complete three-source intersection
25017335302,1,1,1,1,1,complete three-source intersection
25017335400,1,1,1,1,1,complete three-source intersection
25017336100,1,1,1,1,1,complete three-source intersection
25017336201,1,1,1,1,1,complete three-source intersection
25017336202,1,1,1,1,1,complete three-source intersection
25017336300,1,1,1,1,1,complete three-source intersection
25017336402,1,1,1,1,1,complete three-source intersection
25017336403,1,1,1,1,1,complete three-source intersection
25017336404,1,1,1,1,1,complete three-source intersection
25017337101,1,1,1,1,1,complete three-source intersection
25017337102,1,1,1,1,1,complete three-source intersection
25017337201,1,1,1,1,1,complete three-source intersection
25017337202,1,1,1,1,1,complete three-source intersection
25017337300,1,1,1,1,1,complete three-source intersection
25017338100,1,1,1,1,1,complete three-source intersection
25017338200,1,1,1,1,1,complete three-source intersection
25017338300,1,1,1,1,1,complete three-source intersection
25017338400,1,1,1,1,1,complete three-source intersection
25017338500,1,1,1,1,1,complete three-source intersection
25017339101,1,1,1,1,1,complete three-source intersection
25017339102,1,1,1,1,1,complete three-source intersection
25017339200,1,1,1,1,1,complete three-source intersection
25017339300,1,1,1,1,1,complete three-source intersection
25017339400,1,1,1,1,1,complete three-source intersection
25017339500,1,1,1,1,1,complete three-source intersection
25017339600,1,1,1,1,1,complete three-source intersection
25017339700,1,1,1,1,1,complete three-source intersection
25017339802,1,1,1,1,1,complete three-source intersection
25017339803,1,1,1,1,1,complete three-source intersection
25017339804,1,1,1,1,1,complete three-source intersection
25017339900,1,1,1,1,1,complete three-source intersection
25017340000,1,1,1,1,1,complete three-source intersection
25017340100,1,1,1,1,1,complete three-source intersection
25017341101,1,1,1,1,1,complete three-source intersection
25017341102,1,1,1,1,1,complete three-source intersection
25017341200,1,1,1,1,1,complete three-source intersection
25017341301,1,1,1,1,1,complete three-source intersection
25017341302,1,1,1,1,1,complete three-source intersection
25017341400,1,1,1,1,1,complete three-source intersection
25017341500,1,1,1,1,1,complete three-source intersection
25017341600,1,1,1,1,1,complete three-source intersection
25017341700,1,1,1,1,1,complete three-source intersection
25017341800,1,1,1,1,1,complete three-source intersection
25017341901,1,1,1,1,1,complete three-source intersection
25017341903,1,1,1,1,1,complete three-source intersection
25017341904,1,1,1,1,1,complete three-source intersection
25017342101,1,1,1,1,1,complete three-source intersection
25017342102,1,1,1,1,1,complete three-source intersection
25017342201,1,1,1,1,1,complete three-source intersection
25017342202,1,1,1,1,1,complete three-source intersection
25017342301,1,1,1,1,1,complete three-source intersection
25017342302,1,1,1,1,1,complete three-source intersection
25017342401,1,1,1,1,1,complete three-source intersection
25017342402,1,1,1,1,1,complete three-source intersection
25017342501,1,1,1,1,1,complete three-source intersection
25017342502,1,1,1,1,1,complete three-source intersection
25017342600,1,1,1,1,1,complete three-source intersection
25017350105,1,1,1,1,1,complete three-source intersection
25017350106,1,1,1,1,1,complete three-source intersection
25017350107,1,1,1,1,1,complete three-source intersection
25017350108,1,1,1,1,1,complete three-source intersection
25017350109,1,1,1,1,1,complete three-source intersection
25017350201,1,1,1,1,1,complete three-source intersection
25017350202,1,1,1,1,1,complete three-source intersection
25017350300,1,1,1,1,1,complete three-source intersection
25017350400,1,1,1,1,1,complete three-source intersection
25017350500,1,1,1,1,1,complete three-source intersection
25017350600,1,1,1,1,1,complete three-source intersection
25017350701,1,1,1,1,1,complete three-source intersection
25017350702,1,1,1,1,1,complete three-source intersection
25017350800,1,1,1,1,1,complete three-source intersection
25017350900,1,1,1,1,1,complete three-source intersection
25017351001,1,1,1,1,1,complete three-source intersection
25017351002,1,1,1,1,1,complete three-source intersection
25017351101,1,1,1,1,1,complete three-source intersection
25017351102,1,1,1,1,1,complete three-source intersection
25017351203,1,1,1,1,1,complete three-source intersection
25017351204,1,1,1,1,1,complete three-source intersection
25017351300,1,1,1,1,1,complete three-source intersection
25017351403,1,1,1,1,1,complete three-source intersection
25017351404,1,1,1,1,1,complete three-source intersection
25017351500,1,1,1,1,1,complete three-source intersection
25017352101,1,1,1,1,1,complete three-source intersection
25017352102,1,1,1,1,1,complete three-source intersection
25017352200,1,1,1,1,1,complete three-source intersection
25017352300,1,1,1,1,1,complete three-source intersection
25017352400,1,1,1,1,1,complete three-source intersection
25017352500,1,1,1,1,1,complete three-source intersection
25017352600,1,1,1,1,1,complete three-source intersection
25017352700,1,1,1,1,1,complete three-source intersection
25017352800,1,1,1,1,1,complete three-source intersection
25017352900,1,1,1,1,1,complete three-source intersection
25017353000,1,1,1,1,1,complete three-source intersection
25017353101,1,1,1,1,1,complete three-source intersection
25017353102,1,1,1,1,1,complete three-source intersection
25017353200,1,1,1,1,1,complete three-source intersection
25017353300,1,1,1,1,1,complete three-source intersection
25017353600,1,1,1,1,1,complete three-source intersection
25017353700,1,1,1,1,1,complete three-source intersection
25017353800,1,1,1,1,1,complete three-source intersection
25017353900,1,1,1,1,1,complete three-source intersection
25017354000,1,1,1,1,1,complete three-source intersection
25017354100,1,1,1,1,1,complete three-source intersection
25017354200,1,1,1,1,1,complete three-source intersection
25017354300,1,1,1,1,1,complete three-source intersection
25017354400,1,1,1,1,1,complete three-source intersection
25017354500,1,1,1,1,1,complete three-source intersection
25017354601,1,1,1,1,1,complete three-source intersection
25017354602,1,1,1,1,1,complete three-source intersection
25017354700,1,1,1,1,1,complete three-source intersection
25017354800,1,1,1,1,1,complete three-source intersection
25017354901,1,1,1,1,1,complete three-source intersection
25017354902,1,1,1,1,1,complete three-source intersection
25017355000,1,1,1,1,1,complete three-source intersection
25017356100,1,1,1,1,1,complete three-source intersection
25017356300,1,1,1,1,1,complete three-source intersection
25017356400,1,1,1,1,1,complete three-source intersection
25017356500,1,1,1,1,1,complete three-source intersection
25017356601,1,1,1,1,1,complete three-source intersection
25017356602,1,1,1,1,1,complete three-source intersection
25017356701,1,1,1,1,1,complete three-source intersection
25017356703,1,1,1,1,1,complete three-source intersection
25017356704,1,1,1,1,1,complete three-source intersection
25017357100,1,1,1,1,1,complete three-source intersection
25017357200,1,1,1,1,1,complete three-source intersection
25017357300,1,1,1,1,1,complete three-source intersection
25017357400,1,1,1,1,1,complete three-source intersection
25017357500,1,1,1,1,1,complete three-source intersection
25017357600,1,1,1,1,1,complete three-source intersection
25017357700,1,1,1,1,1,complete three-source intersection
25017357800,1,1,1,1,1,complete three-source intersection
25017358100,1,1,1,1,1,complete three-source intersection
25017358300,1,1,1,1,1,complete three-source intersection
25017358400,1,1,1,1,1,complete three-source intersection
25017358500,1,1,1,1,1,complete three-source intersection
25017358600,1,1,1,1,1,complete three-source intersection
25017358700,1,1,1,1,1,complete three-source intersection
25017359100,1,1,1,1,1,complete three-source intersection
25017359301,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25017359302,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25017359303,1,1,1,1,1,complete three-source intersection
25017359400,1,1,1,1,1,complete three-source intersection
25017360300,1,1,1,1,1,complete three-source intersection
25017361100,1,1,1,1,1,complete three-source intersection
25017361200,1,1,1,1,1,complete three-source intersection
25017361300,1,1,1,1,1,complete three-source intersection
25017362100,1,1,1,1,1,complete three-source intersection
25017363103,1,1,1,1,1,complete three-source intersection
25017363104,1,1,1,1,1,complete three-source intersection
25017363105,1,1,1,1,1,complete three-source intersection
25017363106,1,1,1,1,1,complete three-source intersection
25017363201,1,1,1,1,1,complete three-source intersection
25017363202,1,1,1,1,1,complete three-source intersection
25017364101,1,1,1,1,1,complete three-source intersection
25017364102,1,1,1,1,1,complete three-source intersection
25017365100,1,1,1,1,1,complete three-source intersection
25017365201,1,1,1,1,1,complete three-source intersection
25017365202,1,1,1,1,1,complete three-source intersection
25017366100,1,1,1,1,1,complete three-source intersection
25017366201,1,1,1,1,1,complete three-source intersection
25017366202,1,1,1,1,1,complete three-source intersection
25017367100,1,1,1,1,1,complete three-source intersection
25017367200,1,1,1,1,1,complete three-source intersection
25017368101,1,1,1,1,1,complete three-source intersection
25017368102,1,1,1,1,1,complete three-source intersection
25017368200,1,1,1,1,1,complete three-source intersection
25017368300,1,1,1,1,1,complete three-source intersection
25017368400,1,1,1,1,1,complete three-source intersection
25017368500,1,1,1,1,1,complete three-source intersection
25017368600,1,1,1,1,1,complete three-source intersection
25017368700,1,1,1,1,1,complete three-source intersection
25017368800,1,1,1,1,1,complete three-source intersection
25017368901,1,1,1,1,1,complete three-source intersection
25017368902,1,1,1,1,1,complete three-source intersection
25017369000,1,1,1,1,1,complete three-source intersection
25017369100,1,1,1,1,1,complete three-source intersection
25017370101,1,1,1,1,1,complete three-source intersection
25017370103,1,1,1,1,1,complete three-source intersection
25017370104,1,1,1,1,1,complete three-source intersection
25017370201,1,1,1,1,1,complete three-source intersection
25017370202,1,1,1,1,1,complete three-source intersection
25017370301,1,1,1,1,1,complete three-source intersection
25017370302,1,1,1,1,1,complete three-source intersection
25017370401,1,1,1,1,1,complete three-source intersection
25017370402,1,1,1,1,1,complete three-source intersection
25017370403,1,1,1,1,1,complete three-source intersection
25017373100,1,1,1,1,1,complete three-source intersection
25017373200,1,1,1,1,1,complete three-source intersection
25017373300,1,1,1,1,1,complete three-source intersection
25017373400,1,1,1,1,1,complete three-source intersection
25017373500,1,1,1,1,1,complete three-source intersection
25017373600,1,1,1,1,1,complete three-source intersection
25017373700,1,1,1,1,1,complete three-source intersection
25017373800,1,1,1,1,1,complete three-source intersection
25017373901,1,1,1,1,1,complete three-source intersection
25017373902,1,1,1,1,1,complete three-source intersection
25017374000,1,1,1,1,1,complete three-source intersection
25017374100,1,1,1,1,1,complete three-source intersection
25017374200,1,1,1,1,1,complete three-source intersection
25017374300,1,1,1,1,1,complete three-source intersection
25017374400,1,1,1,1,1,complete three-source intersection
25017374500,1,1,1,1,1,complete three-source intersection
25017374600,1,1,1,1,1,complete three-source intersection
25017374700,1,1,1,1,1,complete three-source intersection
25017374800,1,1,1,1,1,complete three-source intersection
25017382100,1,1,1,1,1,complete three-source intersection
25017382200,1,1,1,1,1,complete three-source intersection
25017382300,1,1,1,1,1,complete three-source intersection
25017382400,1,1,1,1,1,complete three-source intersection
25017382500,1,1,1,1,1,complete three-source intersection
25017382601,1,1,1,1,1,complete three-source intersection
25017382602,1,1,1,1,1,complete three-source intersection
25017383101,1,1,1,1,1,complete three-source intersection
25017383102,1,1,1,1,1,complete three-source intersection
25017383200,1,1,1,1,1,complete three-source intersection
25017383300,1,1,1,1,1,complete three-source intersection
25017383401,1,1,1,1,1,complete three-source intersection
25017383402,1,1,1,1,1,complete three-source intersection
25017383501,1,1,1,1,1,complete three-source intersection
25017383502,1,1,1,1,1,complete three-source intersection
25017383600,1,1,1,1,1,complete three-source intersection
25017383700,1,1,1,1,1,complete three-source intersection
25017383800,1,1,1,1,1,complete three-source intersection
25017383902,1,1,1,1,1,complete three-source intersection
25017383903,1,1,1,1,1,complete three-source intersection
25017383904,1,1,1,1,1,complete three-source intersection
25017384003,1,1,1,1,1,complete three-source intersection
25017384004,1,1,1,1,1,complete three-source intersection
25017385101,1,1,1,1,1,complete three-source intersection
25017385102,1,1,1,1,1,complete three-source intersection
25017385201,1,1,1,1,1,complete three-source intersection
25017385203,1,1,1,1,1,complete three-source intersection
25017385204,1,1,1,1,1,complete three-source intersection
25017386100,1,1,1,1,1,complete three-source intersection
25017387100,1,1,1,1,1,complete three-source intersection
25017387201,1,1,1,1,1,complete three-source intersection
25017387202,1,1,1,1,1,complete three-source intersection
25017388100,1,1,1,1,1,complete three-source intersection
25017388200,1,1,1,1,1,complete three-source intersection
25017388300,1,1,1,1,1,complete three-source intersection
25017980000,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25019950100,1,1,1,1,1,complete three-source intersection
25019950201,1,1,1,1,1,complete three-source intersection
25019950202,1,1,1,1,1,complete three-source intersection
25019950307,1,1,1,1,1,complete three-source intersection
25019950400,1,1,1,1,1,complete three-source intersection
25019950500,1,1,1,1,1,complete three-source intersection
25019990000,1,0,0,0,0,ACS only; no PLACES or SVI row
25021400100,1,1,1,1,1,complete three-source intersection
25021400201,1,1,1,1,1,complete three-source intersection
25021400202,1,1,1,1,1,complete three-source intersection
25021400300,1,1,1,1,1,complete three-source intersection
25021400401,1,1,1,1,1,complete three-source intersection
25021400402,1,1,1,1,1,complete three-source intersection
25021400500,1,1,1,1,1,complete three-source intersection
25021400600,1,1,1,1,1,complete three-source intersection
25021400700,1,1,1,1,1,complete three-source intersection
25021400800,1,1,1,1,1,complete three-source intersection
25021400900,1,1,1,1,1,complete three-source intersection
25021401000,1,1,1,1,1,complete three-source intersection
25021401100,1,1,1,1,1,complete three-source intersection
25021401201,1,1,1,1,1,complete three-source intersection
25021401202,1,1,1,1,1,complete three-source intersection
25021402101,1,1,1,1,1,complete three-source intersection
25021402102,1,1,1,1,1,complete three-source intersection
25021402200,1,1,1,1,1,complete three-source intersection
25021402300,1,1,1,1,1,complete three-source intersection
25021402400,1,1,1,1,1,complete three-source intersection
25021402500,1,1,1,1,1,complete three-source intersection
25021403100,1,1,1,1,1,complete three-source intersection
25021403300,1,1,1,1,1,complete three-source intersection
25021403400,1,1,1,1,1,complete three-source intersection
25021403501,1,1,1,1,1,complete three-source intersection
25021403502,1,1,1,1,1,complete three-source intersection
25021404100,1,1,1,1,1,complete three-source intersection
25021404201,1,1,1,1,1,complete three-source intersection
25021404202,1,1,1,1,1,complete three-source intersection
25021404301,1,1,1,1,1,complete three-source intersection
25021404302,1,1,1,1,1,complete three-source intersection
25021404400,1,1,1,1,1,complete three-source intersection
25021405100,1,1,1,1,1,complete three-source intersection
25021406101,1,1,1,1,1,complete three-source intersection
25021406102,1,1,1,1,1,complete three-source intersection
25021407101,1,1,1,1,1,complete three-source intersection
25021407102,1,1,1,1,1,complete three-source intersection
25021408102,1,1,1,1,1,complete three-source intersection
25021408103,1,1,1,1,1,complete three-source intersection
25021408104,1,1,1,1,1,complete three-source intersection
25021409101,1,1,1,1,1,complete three-source intersection
25021409102,1,1,1,1,1,complete three-source intersection
25021410100,1,1,1,1,1,complete three-source intersection
25021410300,1,1,1,1,1,complete three-source intersection
25021410400,1,1,1,1,1,complete three-source intersection
25021411101,1,1,1,1,1,complete three-source intersection
25021411102,1,1,1,1,1,complete three-source intersection
25021411200,1,1,1,1,1,complete three-source intersection
25021411301,1,1,1,1,1,complete three-source intersection
25021411302,1,1,1,1,1,complete three-source intersection
25021412100,1,1,1,1,1,complete three-source intersection
25021412200,1,1,1,1,1,complete three-source intersection
25021412300,1,1,1,1,1,complete three-source intersection
25021413100,1,1,1,1,1,complete three-source intersection
25021413201,1,1,1,1,1,complete three-source intersection
25021413202,1,1,1,1,1,complete three-source intersection
25021413300,1,1,1,1,1,complete three-source intersection
25021413401,1,1,1,1,1,complete three-source intersection
25021413402,1,1,1,1,1,complete three-source intersection
25021413500,1,1,1,1,1,complete three-source intersection
25021414100,1,1,1,1,1,complete three-source intersection
25021414200,1,1,1,1,1,complete three-source intersection
25021414300,1,1,1,1,1,complete three-source intersection
25021415101,1,1,1,1,1,complete three-source intersection
25021415103,1,1,1,1,1,complete three-source intersection
25021415104,1,1,1,1,1,complete three-source intersection
25021415201,1,1,1,1,1,complete three-source intersection
25021415202,1,1,1,1,1,complete three-source intersection
25021415300,1,1,1,1,1,complete three-source intersection
25021416101,1,1,1,1,1,complete three-source intersection
25021416102,1,1,1,1,1,complete three-source intersection
25021416200,1,1,1,1,1,complete three-source intersection
25021416300,1,1,1,1,1,complete three-source intersection
25021416400,1,1,1,1,1,complete three-source intersection
25021417100,1,1,1,1,1,complete three-source intersection
25021417201,1,1,1,1,1,complete three-source intersection
25021417202,1,1,1,1,1,complete three-source intersection
25021417300,1,1,1,1,1,complete three-source intersection
25021417400,1,1,1,1,1,complete three-source intersection
25021417501,1,1,1,1,1,complete three-source intersection
25021417502,1,1,1,1,1,complete three-source intersection
25021417601,1,1,1,1,1,complete three-source intersection
25021417602,1,1,1,1,1,complete three-source intersection
25021417702,1,1,1,1,1,complete three-source intersection
25021417703,1,1,1,1,1,complete three-source intersection
25021417704,1,1,1,1,1,complete three-source intersection
25021417801,1,1,1,1,1,complete three-source intersection
25021417802,1,1,1,1,1,complete three-source intersection
25021417901,1,1,1,1,1,complete three-source intersection
25021417902,1,1,1,1,1,complete three-source intersection
25021418002,1,1,1,1,1,complete three-source intersection
25021418003,1,1,1,1,1,complete three-source intersection
25021418004,1,1,1,1,1,complete three-source intersection
25021418101,1,1,1,1,1,complete three-source intersection
25021418102,1,1,1,1,1,complete three-source intersection
25021418201,1,1,1,1,1,complete three-source intersection
25021419100,1,1,1,1,1,complete three-source intersection
25021419200,1,1,1,1,1,complete three-source intersection
25021419300,1,1,1,1,1,complete three-source intersection
25021419400,1,1,1,1,1,complete three-source intersection
25021419500,1,1,1,1,1,complete three-source intersection
25021419601,1,1,1,1,1,complete three-source intersection
25021419602,1,1,1,1,1,complete three-source intersection
25021419700,1,1,1,1,1,complete three-source intersection
25021419800,1,1,1,1,1,complete three-source intersection
25021420101,1,1,1,1,1,complete three-source intersection
25021420102,1,1,1,1,1,complete three-source intersection
25021420201,1,1,1,1,1,complete three-source intersection
25021420202,1,1,1,1,1,complete three-source intersection
25021420301,1,1,1,1,1,complete three-source intersection
25021420302,1,1,1,1,1,complete three-source intersection
25021421100,1,1,1,1,1,complete three-source intersection
25021421200,1,1,1,1,1,complete three-source intersection
25021422100,1,1,1,1,1,complete three-source intersection
25021422201,1,1,1,1,1,complete three-source intersection
25021422202,1,1,1,1,1,complete three-source intersection
25021422301,1,1,1,1,1,complete three-source intersection
25021422303,1,1,1,1,1,complete three-source intersection
25021422304,1,1,1,1,1,complete three-source intersection
25021422401,1,1,1,1,1,complete three-source intersection
25021422402,1,1,1,1,1,complete three-source intersection
25021422501,1,1,1,1,1,complete three-source intersection
25021422502,1,1,1,1,1,complete three-source intersection
25021422600,1,1,1,1,1,complete three-source intersection
25021422700,1,1,1,1,1,complete three-source intersection
25021422800,1,1,1,1,1,complete three-source intersection
25021423101,1,1,1,1,1,complete three-source intersection
25021423102,1,1,1,1,1,complete three-source intersection
25021440101,1,1,1,1,1,complete three-source intersection
25021440102,1,1,1,1,1,complete three-source intersection
25021441202,1,1,1,1,1,complete three-source intersection
25021441203,1,1,1,1,1,complete three-source intersection
25021441204,1,1,1,1,1,complete three-source intersection
25021442101,1,1,1,1,1,complete three-source intersection
25021442103,1,1,1,1,1,complete three-source intersection
25021442104,1,1,1,1,1,complete three-source intersection
25021442105,1,1,1,1,1,complete three-source intersection
25021442201,1,1,1,1,1,complete three-source intersection
25021442203,1,1,1,1,1,complete three-source intersection
25021442204,1,1,1,1,1,complete three-source intersection
25021443103,1,1,1,1,1,complete three-source intersection
25021443104,1,1,1,1,1,complete three-source intersection
25021443105,1,1,1,1,1,complete three-source intersection
25021443106,1,1,1,1,1,complete three-source intersection
25021456101,1,1,1,1,1,complete three-source intersection
25021456102,1,1,1,1,1,complete three-source intersection
25021456200,1,1,1,1,1,complete three-source intersection
25021456301,1,1,1,1,1,complete three-source intersection
25021456302,1,1,1,1,1,complete three-source intersection
25021456401,1,1,1,1,1,complete three-source intersection
25021456402,1,1,1,1,1,complete three-source intersection
25021457100,1,1,1,1,1,complete three-source intersection
25021457200,1,1,1,1,1,complete three-source intersection
25021980000,1,0,1,0,0,ACS and SVI; no PLACES diabetes row
25023500101,1,1,1,1,1,complete three-source intersection
25023500103,1,1,1,1,1,complete three-source intersection
25023500104,1,1,1,1,1,complete three-source intersection
25023501101,1,1,1,1,1,complete three-source intersection
25023501102,1,1,1,1,1,complete three-source intersection
25023501201,1,1,1,1,1,complete three-source intersection
25023501203,1,1,1,1,1,complete three-source intersection
25023501204,1,1,1,1,1,complete three-source intersection
25023502101,1,1,1,1,1,complete three-source intersection
25023502102,1,1,1,1,1,complete three-source intersection
25023502200,1,1,1,1,1,complete three-source intersection
25023503101,1,1,1,1,1,complete three-source intersection
25023503102,1,1,1,1,1,complete three-source intersection
25023504101,1,1,1,1,1,complete three-source intersection
25023504102,1,1,1,1,1,complete three-source intersection
25023505102,1,1,1,1,1,complete three-source intersection
25023505103,1,1,1,1,1,complete three-source intersection
25023505104,1,1,1,1,1,complete three-source intersection
25023505201,1,1,1,1,1,complete three-source intersection
25023505202,1,1,1,1,1,complete three-source intersection
25023506102,1,1,1,1,1,complete three-source intersection
25023506103,1,1,1,1,1,complete three-source intersection
25023506104,1,1,1,1,1,complete three-source intersection
25023506202,1,1,1,1,1,complete three-source intersection
25023506203,1,1,1,1,1,complete three-source intersection
25023506205,1,1,1,1,1,complete three-source intersection
25023506206,1,1,1,1,1,complete three-source intersection
25023507101,1,1,1,1,1,complete three-source intersection
25023507103,1,1,1,1,1,complete three-source intersection
25023507104,1,1,1,1,1,complete three-source intersection
25023508101,1,1,1,1,1,complete three-source intersection
25023508102,1,1,1,1,1,complete three-source intersection
25023508200,1,1,1,1,1,complete three-source intersection
25023509101,1,1,1,1,1,complete three-source intersection
25023509102,1,1,1,1,1,complete three-source intersection
25023510100,1,1,1,1,1,complete three-source intersection
25023510200,1,1,1,1,1,complete three-source intersection
25023510300,1,1,1,1,1,complete three-source intersection
25023510400,1,1,1,1,1,complete three-source intersection
25023510501,1,1,1,1,1,complete three-source intersection
25023510503,1,1,1,1,1,complete three-source intersection
25023510504,1,1,1,1,1,complete three-source intersection
25023510505,1,1,1,1,1,complete three-source intersection
25023510600,1,1,1,1,1,complete three-source intersection
25023510700,1,1,1,1,1,complete three-source intersection
25023510800,1,1,1,1,1,complete three-source intersection
25023510900,1,1,1,1,1,complete three-source intersection
25023511000,1,1,1,1,1,complete three-source intersection
25023511100,1,1,1,1,1,complete three-source intersection
25023511200,1,1,1,1,1,complete three-source intersection
25023511301,1,1,1,1,1,complete three-source intersection
25023511302,1,1,1,1,1,complete three-source intersection
25023511400,1,1,1,1,1,complete three-source intersection
25023511500,1,1,1,1,1,complete three-source intersection
25023511601,1,1,1,1,1,complete three-source intersection
25023511602,1,1,1,1,1,complete three-source intersection
25023511701,1,1,1,1,1,complete three-source intersection
25023511702,1,1,1,1,1,complete three-source intersection
25023520100,1,1,1,1,1,complete three-source intersection
25023520201,1,1,1,1,1,complete three-source intersection
25023520202,1,1,1,1,1,complete three-source intersection
25023521101,1,1,1,1,1,complete three-source intersection
25023521102,1,1,1,1,1,complete three-source intersection
25023521201,1,1,1,1,1,complete three-source intersection
25023521202,1,1,1,1,1,complete three-source intersection
25023522101,1,1,1,1,1,complete three-source intersection
25023522102,1,1,1,1,1,complete three-source intersection
25023523100,1,1,1,1,1,complete three-source intersection
25023523201,1,1,1,1,1,complete three-source intersection
25023523203,1,1,1,1,1,complete three-source intersection
25023523204,1,1,1,1,1,complete three-source intersection
25023524101,1,1,1,1,1,complete three-source intersection
25023524102,1,1,1,1,1,complete three-source intersection
25023525101,1,1,1,1,1,complete three-source intersection
