facility_id,facility_name,city,state,county,measure_id,measure_name,compared_to_national,denominator,score,lower_estimate,higher_estimate,number_of_patients,number_of_patients_returned,footnote_code,footnote_text,start_date,end_date,estimate_status,source_release
161306,JONES REGIONAL MEDICAL CENTER,ANAMOSA,IA,JONES,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,27,21.5,17.9,25.7,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161307,HANCOCK COUNTY HEALTH SYSTEM,BRITT,IA,HANCOCK,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161308,FRANKLIN GENERAL HOSPITAL,HAMPTON,IA,FRANKLIN,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161309,CHI HEALTH MISSOURI VALLEY,MISSOURI VALLEY,IA,HARRISON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,45,22.6,18.9,26.6,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161310,ADAIR COUNTY MEMORIAL HOSPITAL,GREENFIELD,IA,ADAIR,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161311,HAWARDEN REGIONAL HEALTHCARE,HAWARDEN,IA,SIOUX,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161312,GUTTENBERG MUNICIPAL HOSPITAL,GUTTENBERG,IA,CLAYTON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161313,MERCYONE GENESIS DEWITT MEDICAL CENTER,DEWITT,IA,CLINTON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161314,GUTHRIE COUNTY HOSPITAL,GUTHRIE CENTER,IA,GUTHRIE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161315,KEOKUK COUNTY HEALTH CENTER,SIGOURNEY,IA,KEOKUK,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161316,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,WEST UNION,IA,FAYETTE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161317,COMPASS MEMORIAL HEALTHCARE,MARENGO,IA,IOWA,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,34,21.1,17.6,25.2,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161318,VETERANS MEMORIAL HOSPITAL,WAUKON,IA,ALLAMAKEE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161319,MERCYONE ELKADER MEDICAL CENTER,ELKADER,IA,CLAYTON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,SUMNER,IA,BREMER,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161321,AVERA MERRILL PIONEER HOSPITAL,ROCK RAPIDS,IA,LYON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161322,DALLAS COUNTY HOSPITAL,PERRY,IA,DALLAS,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161323,MITCHELL COUNTY REGIONAL HEALTH,OSAGE,IA,MITCHELL,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161324,GEORGE C GRAPE COMMUNITY HOSPITAL,HAMBURG,IA,FREMONT,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161325,GREENE COUNTY MEDICAL CENTER,JEFFERSON,IA,GREENE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161326,MADISON COUNTY HEALTH CARE SYSTEM,WINTERSET,IA,MADISON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161327,DAVIS COUNTY HOSPITAL,BLOOMFIELD,IA,DAVIS,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,CRESCO,IA,HOWARD,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,25,21.1,17.5,25.1,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161329,JACKSON COUNTY REGIONAL HEALTH CENTER,MAQUOKETA,IA,JACKSON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161330,AUDUBON COUNTY MEMORIAL HOSPITAL,AUDUBON,IA,AUDUBON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161331,MERCY MEDICAL CENTER-NEW HAMPTON,NEW HAMPTON,IA,CHICKASAW,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161332,MANNING REGIONAL HEALTHCARE CENTER,MANNING,IA,CARROLL,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161333,STORY COUNTY HOSPITAL,NEVADA,IA,STORY,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161334,HUMBOLDT COUNTY MEMORIAL HOSPITAL,HUMBOLDT,IA,HUMBOLDT,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161335,BUCHANAN COUNTY HEALTH CENTER,INDEPENDENCE,IA,BUCHANAN,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161336,HEGG MEMORIAL HEALTH CENTER,ROCK VALLEY,IA,SIOUX,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161337,VAN BUREN COUNTY HOSPITAL,KEOSAUQUA,IA,VAN BUREN,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161338,MERCYONE OELWEIN MEDICAL CENTER,OELWEIN,IA,FAYETTE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161339,WAVERLY HEALTH CENTER,WAVERLY,IA,BREMER,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,25,21.3,17.5,25.4,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161340,DECATUR COUNTY HOSPITAL,LEON,IA,DECATUR,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161341,LUCAS COUNTY HEALTH CENTER,CHARITON,IA,LUCAS,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161342,MONROE COUNTY HOSPITAL,ALBIA,IA,MONROE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161343,REGIONAL MEDICAL CENTER,MANCHESTER,IA,DELAWARE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,36,20.5,17.0,24.5,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161344,WASHINGTON COUNTY HOSPITAL AND CLINICS,WASHINGTON,IA,WASHINGTON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161345,OSCEOLA COMMUNITY HOSPITAL,SIBLEY,IA,OSCEOLA,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161346,SIOUX CENTER HEALTH,SIOUX CENTER,IA,SIOUX,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,27,20.8,17.4,24.5,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161347,FLOYD COUNTY MEDICAL CENTER,CHARLES CITY,IA,FLOYD,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,38,20.9,17.3,24.6,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161348,CLARKE COUNTY HOSPITAL,OSCEOLA,IA,CLARKE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161349,VIRGINIA GAY HOSPITAL,VINTON,IA,BENTON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,36,20.4,17.0,24.6,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161350,STEWART MEMORIAL COMMUNITY HOSPITAL,LAKE CITY,IA,CALHOUN,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161351,AVERA HOLY FAMILY HOSPITAL,ESTHERVILLE,IA,EMMET,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,25,21.2,17.7,25.3,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161352,CLARINDA REGIONAL HEALTH CENTER,CLARINDA,IA,PAGE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,44,20.9,17.4,24.8,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161353,KOSSUTH REGIONAL HEALTH CENTER,ALGONA,IA,KOSSUTH,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,36,21.7,18.0,26.0,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161354,HORN MEMORIAL HOSPITAL,IDA GROVE,IA,IDA,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161355,KNOXVILLE HOSPITAL & CLINICS,KNOXVILLE,IA,MARION,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161356,HENRY COUNTY HEALTH CENTER,MOUNT PLEASANT,IA,HENRY,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161357,PALO ALTO COUNTY HOSPITAL,EMMETSBURG,IA,PALO ALTO,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161358,WAYNE COUNTY HOSPITAL,CORYDON,IA,WAYNE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,34,21.1,17.7,24.8,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161359,BURGESS HEALTH CENTER,ONAWA,IA,MONONA,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,27,21.6,18.1,25.7,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161360,ORANGE CITY AREA HEALTH SYSTEM,ORANGE CITY,IA,SIOUX,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,37,20.6,16.9,24.6,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161361,VAN DIEST MEDICAL CENTER,WEBSTER CITY,IA,HAMILTON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,65,20.5,17.0,24.4,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161362,CHEROKEE REGIONAL MEDICAL CENTER,CHEROKEE,IA,CHEROKEE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161363,MONTGOMERY COUNTY MEMORIAL HOSPITAL,RED OAK,IA,MONTGOMERY,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161364,JEFFERSON COUNTY HEALTH CENTER,FAIRFIELD,IA,JEFFERSON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,30,21.5,17.9,25.6,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161365,GREATER REGIONAL MEDICAL CENTER,CRESTON,IA,UNION,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161366,SHENANDOAH MEDICAL CENTER,SHENANDOAH,IA,PAGE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161367,PELLA REGIONAL HEALTH CENTER,PELLA,IA,MARION,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161368,FLOYD VALLEY HEALTHCARE,LE MARS,IA,PLYMOUTH,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,37,21.1,17.7,25.2,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,DENISON,IA,CRAWFORD,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161370,LORING HOSPITAL,SAC CITY,IA,SAC,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161371,WINNMED,DECORAH,IA,WINNESHIEK,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,52,21.1,17.6,25.1,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161372,BOONE COUNTY HOSPITAL,BOONE,IA,BOONE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161373,RINGGOLD COUNTY HOSPITAL,MOUNT AYR,IA,RINGGOLD,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161374,MYRTUE MEDICAL CENTER,HARLAN,IA,SHELBY,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,47,22.2,18.6,26.2,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161375,BUENA VISTA REGIONAL MEDICAL CENTER,STORM LAKE,IA,BUENA VISTA,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,30,20.9,17.4,25.1,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161376,CASS COUNTY MEMORIAL HOSPITAL,ATLANTIC,IA,CASS,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,62,20.3,17.1,24.4,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161377,MERCYONE CENTERVILLE MEDICAL CENTER,CENTERVILLE,IA,APPANOOSE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161378,MERCYONE DYERSVILLE MEDICAL CENTER,DYERSVILLE,IA,DUBUQUE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161379,MAHASKA  HEALTH PARTNERSHIP,OSKALOOSA,IA,MAHASKA,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,54,21.0,17.6,24.9,,,,,2023-07-01,2025-06-30,reported,2026-08-13
161380,HANSEN FAMILY HOSPITAL,IOWA FALLS,IA,HARDIN,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161381,SANFORD SHELDON MEDICAL CENTER,SHELDON,IA,OBRIEN,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
161382,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,CARROLL,IA,CARROLL,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,29,21.6,18.1,25.6,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170006,"MERCY HOSPITAL PITTSBURG, INC",PITTSBURG,KS,CRAWFORD,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,57,21.3,17.9,24.9,,,29,This measure was calculated using partial performance period data due to a CMS-approved exception.,2023-07-01,2025-06-30,reported,2026-08-13
170009,SAINT JOHN HOSPITAL,LEAVENWORTH,KS,LEAVENWORTH,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,71,21.2,18.1,24.9,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170012,SALINA REGIONAL HEALTH CENTER,SALINA,KS,SALINE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,157,20.1,16.9,23.9,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170013,HAYS MEDICAL CENTER,HAYS,KS,ELLIS,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,263,20.4,17.4,24.3,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170014,ADVENTHEALTH OTTAWA,OTTAWA,KS,FRANKLIN,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,72,21.4,18.1,25.2,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170016,UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS,TOPEKA,KS,SHAWNEE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,506,19.4,16.2,22.9,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170017,SUSAN B ALLEN MEMORIAL HOSPITAL,EL DORADO,KS,BUTLER,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,HUTCHINSON,KS,RENO,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,254,21.1,17.6,25.0,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170023,ST. CATHERINE HOSPITAL - GARDEN CITY,GARDEN CITY,KS,FINNEY,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,100,21.7,18.3,25.7,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170027,PRATT REGIONAL MEDICAL CENTER,PRATT,KS,PRATT,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,25,21.4,17.9,25.7,,,,,2023-07-01,2025-06-30,reported,2026-08-13
17002F,Irwin ACH (FT Riley),Fort Riley,KS,GEARY,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Not Available,,,,,,,5,Results are not available for this reporting period.,2023-07-01,2025-06-30,not_available,2026-08-13
170040,UNIVERSITY OF KANSAS HOSPITAL,KANSAS CITY,KS,WYANDOTTE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,1551,20.2,17.1,23.7,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170049,UNIVERSITY OF KANSAS HEALTH SYSTEM OLATHE HOSPITAL,OLATHE,KS,JOHNSON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,667,19.0,15.6,22.7,,,,,2023-07-01,2025-06-30,reported,2026-08-13
17005F,VA EASTERN KANSAS HEALTHCARE SYSTEM,TOPEKA,KS,SHAWNEE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,113,19.6,16.4,23.3,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170068,SOUTHWEST MEDICAL CENTER,LIBERAL,KS,SEWARD,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,65,20.1,16.7,24.2,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170074,"STORMONT VAIL HEALTH FLINT HILLS, LLC",JUNCTION CITY,KS,GEARY,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,62,20.1,16.8,24.1,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170086,STORMONT VAIL HOSPITAL,TOPEKA,KS,SHAWNEE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,767,21.8,18.5,25.5,,,,,2023-07-01,2025-06-30,reported,2026-08-13
17008F,WICHITA VA MEDICAL CENTER,WICHITA,KS,SEDGWICK,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,221,20.1,17.1,23.7,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170103,NMC HEALTH,NEWTON,KS,HARVEY,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,123,21.2,17.6,25.2,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170104,ADVENTHEALTH SHAWNEE MISSION,SHAWNEE MISSION,KS,JOHNSON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,732,21.6,18.2,25.3,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170105,MCPHERSON HOSPITAL,MCPHERSON,KS,MCPHERSON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
170109,MIAMI COUNTY MEDICAL CENTER,PAOLA,KS,MIAMI,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,,,,,,,1,The number of cases/patients is too few to report.,2023-07-01,2025-06-30,too_few,2026-08-13
170120,LABETTE HEALTH,PARSONS,KS,LABETTE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,47,20.6,17.2,24.5,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170122,"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.",WICHITA,KS,SEDGWICK,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,559,20.2,17.0,23.9,,,29,This measure was calculated using partial performance period data due to a CMS-approved exception.,2023-07-01,2025-06-30,reported,2026-08-13
170123,WESLEY MEDICAL CENTER,WICHITA,KS,SEDGWICK,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,762,19.3,16.3,22.7,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170137,LMH,LAWRENCE,KS,DOUGLAS,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,297,23.5,19.8,27.7,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170142,"ASCENSION VIA CHRISTI HOSPITAL MANHATTAN, INC",MANHATTAN,KS,RILEY,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,74,20.5,17.2,24.1,,,29,This measure was calculated using partial performance period data due to a CMS-approved exception.,2023-07-01,2025-06-30,reported,2026-08-13
170146,PROVIDENCE MEDICAL CENTER,KANSAS CITY,KS,WYANDOTTE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,375,21.5,18.1,25.0,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170175,CENTURA ST. CATHERINE-DODGE CITY,DODGE CITY,KS,FORD,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,57,20.6,17.0,24.4,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170176,OVERLAND PARK REG MED CTR,OVERLAND PARK,KS,JOHNSON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,311,23.4,19.8,27.6,,,,,2023-07-01,2025-06-30,reported,2026-08-13
170182,MENORAH MEDICAL CENTER,OVERLAND PARK,KS,JOHNSON,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,259,22.1,18.4,26.0,,,,,2023-07-01,2025-06-30,reported,2026-08-13
