tract_fips,synthetic_event_count,expected_synthetic_events,standardized_event_ratio,ratio_low_95,ratio_high_95,indirect_role,measure_definition,claim_limit
25005650201,116,131.67209346,0.88097635,0.73439916,1.05680857,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005650202,82,78.29614117,1.04730576,0.84347848,1.30038808,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005650300,130,128.89077549,1.00860593,0.84930993,1.19777937,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005650400,129,124.94604158,1.03244567,0.86880656,1.2269061,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005650500,176,145.23903747,1.21179542,1.04536409,1.40472411,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005650600,169,111.7209377,1.51269765,1.30099339,1.7588515,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005650700,82,69.34975209,1.1824123,0.9522905,1.46814322,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005650800,177,120.99227603,1.4629033,1.26251165,1.69510204,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005650900,100,90.33323839,1.10701223,0.90998088,1.34670532,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005651001,130,141.02286146,0.92183635,0.77624446,1.09473535,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005651002,181,150.94205626,1.19913565,1.03657087,1.38719535,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005651100,143,200.7591689,0.71229623,0.60461595,0.83915405,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005651200,66,64.58612819,1.02189126,0.80284003,1.30070962,required_for_guided_sparse-support_exercise,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005651300,73,81.16836782,0.89936513,0.71500724,1.13125797,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005651400,91,123.70572519,0.73561672,0.59899256,0.90340348,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005651500,128,122.02121666,1.0489979,0.88214164,1.24741487,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005651600,111,122.74165708,0.90433845,0.75082465,1.08923972,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005651700,85,80.52006942,1.05563744,0.85347148,1.30569144,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005651800,99,109.83111301,0.90138393,0.74022004,1.09763712,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005651900,103,77.1960486,1.33426518,1.0999445,1.61850309,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005652000,102,112.06595313,0.91017831,0.74962657,1.10511632,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005652100,136,114.38381909,1.18897936,1.0050424,1.40657938,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005652200,134,127.07688363,1.05447975,0.89023698,1.24902421,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005652300,81,80.61103974,1.00482515,0.80818828,1.24930491,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005652400,108,92.63943304,1.16581024,0.96543038,1.40777994,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005652500,70,91.15349573,0.76793544,0.60755649,0.97065022,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005652600,88,98.33576678,0.89489311,0.72616076,1.10283249,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005652700,141,121.33988421,1.16202517,0.98521595,1.370565,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005652800,162,146.68398109,1.10441508,0.94679426,1.28827635,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005653101,326,317.65308979,1.02627681,0.92070568,1.14395307,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005653102,192,202.52642676,0.94802443,0.82298013,1.09206807,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005653203,239,221.79969658,1.07754881,0.94924278,1.22319755,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005653204,182,132.42589724,1.37435354,1.18851101,1.58925549,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005653301,229,279.29998109,0.81990697,0.72030362,0.93328343,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005653304,205,173.59487207,1.18091046,1.02983222,1.35415215,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005654100,359,313.47947816,1.14521053,1.0326678,1.27001846,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005654200,135,159.73865803,0.84513043,0.71394371,1.00042262,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005655100,195,173.69361974,1.12266645,0.97565199,1.29183353,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005655200,191,220.85254887,0.86483041,0.75048181,0.99660195,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005655300,155,153.3770246,1.01058161,0.86337851,1.18288233,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005655400,187,205.61297349,0.90947569,0.78803421,1.04963213,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005985500,156,124.00849102,1.25797837,1.07528233,1.47171542,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25005985600,190,178.7338193,1.06303329,0.92213438,1.22546106,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25007200100,269,247.172213,1.08831004,0.96572608,1.22645412,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25007200200,253,225.78796502,1.12052031,0.99061557,1.26746015,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25007200300,290,269.44484168,1.07628707,0.9592766,1.20757024,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25007200400,199,276.1018764,0.72074845,0.62725429,0.8281782,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009201100,175,192.72525685,0.90802837,0.78298714,1.05303839,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009202101,90,100.0326748,0.89970602,0.73177254,1.10617834,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009202103,41,50.91859911,0.80520676,0.59288718,1.09356035,required_for_guided_sparse-support_exercise,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009202104,271,237.39444181,1.14156,1.01342575,1.28589514,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009202200,218,271.98365212,0.80151876,0.70188029,0.91530184,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009203100,257,319.03681093,0.80554968,0.71284619,0.91030897,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009203200,256,215.73989334,1.1866141,1.04980687,1.34124959,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009203301,176,192.75004035,0.91309968,0.78769205,1.05847333,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009203302,256,208.06507906,1.23038427,1.08853068,1.39072373,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009204101,193,181.93116124,1.06084081,0.92125401,1.22157756,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009204102,294,228.37043916,1.28738203,1.14832379,1.44327977,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009204200,200,189.66320609,1.05450079,0.91803211,1.21125601,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009204300,210,170.99995811,1.22807048,1.07271611,1.40592378,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009204400,140,154.11237449,0.90842803,0.76975207,1.07208738,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009204500,147,139.93935406,1.05045504,0.89365842,1.23476238,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009204600,175,220.50739809,0.79362417,0.68433712,0.92036411,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009204701,376,291.57197516,1.28956152,1.16558701,1.42672225,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009204702,217,236.69525105,0.91679068,0.80257728,1.04725759,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009205100,232,246.14336013,0.94254015,0.82873511,1.07197333,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009205200,188,214.64700028,0.87585664,0.75919401,1.01044639,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009205300,150,182.14477548,0.82352074,0.70173676,0.96643991,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009205400,181,207.11722109,0.87390126,0.75542795,1.01095466,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009205500,172,187.73261595,0.91619668,0.7890149,1.06387897,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009205600,146,156.79724121,0.93113883,0.79171432,1.09511664,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009205700,147,183.82073983,0.79969214,0.68032574,0.94000193,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009205800,82,105.17974206,0.77961781,0.62788812,0.9680131,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009205900,177,149.22794107,1.18610495,1.02362974,1.37436898,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009206000,94,102.49148864,0.91714933,0.74928203,1.1226252,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009206100,120,135.67457131,0.88446935,0.73956964,1.05775845,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009206200,145,173.45223877,0.835965,0.7103946,0.9837314,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009206300,121,132.3629447,0.91415313,0.76495694,1.09244834,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009206400,167,214.45996302,0.77870012,0.66911735,0.9062295,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009206500,77,99.11744288,0.7768562,0.62135131,0.97127912,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009206600,147,207.43968236,0.70863973,0.60286431,0.83297394,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009206700,120,167.22957497,0.71757642,0.60001823,0.85816713,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009206800,136,148.12720519,0.91812979,0.77609368,1.08616051,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009206900,179,237.16141503,0.75476021,0.65190935,0.87383772,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009207000,89,104.60348144,0.8508321,0.69122062,1.04729987,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009207100,157,127.29196819,1.23338497,1.05478847,1.44222138,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009207200,88,101.28724325,0.86881622,0.70500067,1.07069632,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009208101,219,234.37074198,0.93441698,0.81850597,1.06674248,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009208102,128,140.82122698,0.90895388,0.76437337,1.08088165,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009208200,302,276.78958416,1.09108152,0.97471142,1.22134496,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009208301,146,138.9657481,1.0506186,0.89330373,1.23563735,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009208302,195,224.44315368,0.86881688,0.75504431,0.99973307,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009208401,177,141.37556413,1.25198439,1.08048487,1.45070511,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009208402,141,131.5761552,1.07162274,0.9085688,1.26393873,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009209100,238,276.14667524,0.86186082,0.75903524,0.97861606,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009209200,252,227.88751886,1.1058087,0.97737076,1.25112487,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009210100,263,314.39978774,0.83651456,0.74128663,0.94397575,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009210200,240,280.0045428,0.85712895,0.75526845,0.97272704,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009210301,335,352.66331928,0.9499145,0.85345064,1.05728148,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009210302,186,207.6319052,0.89581608,0.77589996,1.03426536,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009210401,158,135.25581397,1.16815681,0.99950089,1.36527175,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009210402,177,182.70822611,0.9687577,0.83605517,1.12252337,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009210500,310,333.05684143,0.93077205,0.83271874,1.04037123,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009210600,168,177.7472388,0.94516236,0.81252137,1.09945648,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009210700,152,143.12517315,1.06200745,0.90591198,1.24499935,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009210800,176,187.32401377,0.93954852,0.81050833,1.08913307,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009210900,149,189.7819863,0.78511139,0.6686489,0.92185885,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009211100,231,195.08825937,1.18407946,1.04082064,1.34705645,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009211201,129,113.83567378,1.13321243,0.95360213,1.3466522,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009211202,142,167.74361818,0.84652997,0.71814326,0.99786912,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009211300,369,343.50866747,1.0742087,0.9700115,1.18959861,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009211401,235,182.92171313,1.2847026,1.13051502,1.45991936,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009211402,310,268.60785065,1.15409881,1.03251886,1.28999489,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009212101,229,200.34587162,1.1430233,1.00416737,1.30108019,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009212102,208,222.13446032,0.9363698,0.81738599,1.07267363,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009213100,263,366.97314912,0.71667369,0.63508832,0.80873976,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009214100,285,278.6628969,1.02274111,0.91063615,1.14864689,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009215101,173,198.81568194,0.87015269,0.74968671,1.00997616,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009215102,144,116.69671877,1.23396786,1.04802197,1.4529053,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009216100,194,171.53470606,1.13096646,0.98251009,1.30185446,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009217101,122,159.91640558,0.76289859,0.63885551,0.91102643,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009217102,107,133.45642281,0.80175984,0.66336956,0.96902071,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009217201,202,174.14469979,1.15995491,1.01053364,1.33147017,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009217202,147,159.98047525,0.91886213,0.78170778,1.08008087,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009217300,205,170.12643275,1.20498618,1.05082784,1.38175982,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009217401,114,118.34210083,0.96330891,0.8017579,1.1574118,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009217402,125,144.36159845,0.86588124,0.72664878,1.03179189,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009217500,240,273.91549455,0.87618264,0.77205781,0.99435043,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009217601,224,210.0352356,1.06648772,0.93558352,1.21570767,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009217602,211,198.49908024,1.06297722,0.9288056,1.21653074,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009218100,248,258.64560182,0.95884097,0.84663308,1.08592026,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009220101,267,233.41442464,1.14388817,1.01459071,1.28966305,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009220102,189,162.12658668,1.16575575,1.01086175,1.3443841,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009221100,205,223.02879973,0.9191638,0.80157178,1.05400679,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009221300,306,263.02951883,1.16336752,1.04005662,1.30129838,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
25009221400,119,144.45552508,0.82378296,0.68830874,0.98592146,available_as_secondary_check,ratio compares a synthetic count with an expected synthetic count under statewide synthetic age rates,not directly comparable across tracts as a common-standard rate and not a real excess-case claim
