year,stateabbr,statedesc,countyname,countyfips,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,data_value_footnote_symbol,data_value_footnote,low_confidence_limit,high_confidence_limit,totalpopulation,totalpop18plus,geolocation,locationid,categoryid,measureid,datavaluetypeid,short_question_text
2023,MA,Massachusetts,Essex,25009,25009206600,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.5,,,10.1,13.0,5116,4056,POINT (-70.9274994 42.4676352),25009206600,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009206700,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,12.2,,,10.6,13.9,4564,3708,POINT (-70.9346749 42.4621327),25009206700,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009206800,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,19.0,,,17.1,21.0,4425,3409,POINT (-70.9436734 42.4665227),25009206800,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009206900,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,17.9,,,16.0,19.9,4995,4004,POINT (-70.9404962 42.4602021),25009206900,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009207000,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,21.3,,,19.1,23.5,2289,1796,POINT (-70.9509215 42.4599011),25009207000,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009207100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.1,,,9.9,12.5,3807,2638,POINT (-70.9654723 42.4595497),25009207100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009207200,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,15.1,,,13.4,16.8,3003,2211,POINT (-70.9627199 42.453791),25009207200,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009208101,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.4,,,9.0,11.8,5402,4362,POINT (-70.9989164 42.4507226),25009208101,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009208102,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.0,,,8.6,11.4,3542,2858,POINT (-70.993221 42.4416715),25009208102,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009208200,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.5,,,9.0,12.0,5530,4587,POINT (-71.014604 42.4575109),25009208200,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009208301,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.1,,,9.5,12.7,2678,2203,POINT (-71.0186894 42.4709849),25009208301,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009208302,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.1,,,8.6,11.5,4985,4094,POINT (-71.0040806 42.4850384),25009208302,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009208401,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.1,,,8.6,11.7,2968,2570,POINT (-71.0307634 42.4876121),25009208401,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009208402,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.9,,,7.7,10.4,3514,2954,POINT (-71.0359714 42.4662513),25009208402,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009209100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.1,,,7.8,10.5,7176,5496,POINT (-71.0219925 42.517606),25009209100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009209200,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.0,,,6.8,9.3,5824,4333,POINT (-71.0537665 42.547307),25009209200,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009210100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.9,,,8.5,11.5,6880,5718,POINT (-71.0106634 42.5586984),25009210100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009210200,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.5,,,9.0,12.2,5308,4580,POINT (-71.003354 42.5375245),25009210200,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009210301,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,12.2,,,9.8,14.8,5176,4740,POINT (-70.9662602 42.5469049),25009210301,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009210302,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.9,,,8.5,11.4,4918,4041,POINT (-70.9694427 42.53431),25009210302,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009210401,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.9,,,8.6,11.4,3235,2547,POINT (-70.932528 42.5376937),25009210401,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009210402,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.9,,,8.6,11.4,4133,3356,POINT (-70.9664826 42.5233403),25009210402,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009210500,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.1,,,7.7,10.4,6946,5627,POINT (-70.9570739 42.5121182),25009210500,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009210600,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.0,,,8.6,11.3,4424,3508,POINT (-70.9413256 42.5095323),25009210600,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009210700,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.1,,,8.8,11.4,4446,3507,POINT (-70.9263775 42.5202968),25009210700,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009210800,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.1,,,9.7,12.6,4951,4006,POINT (-70.9248258 42.5281201),25009210800,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009210900,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.4,,,8.9,12.1,4064,3325,POINT (-70.9197836 42.5354936),25009210900,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009211100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.4,,,8.9,12.0,4033,3330,POINT (-70.9190587 42.5540813),25009211100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009211201,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.3,,,7.1,9.7,2605,2119,POINT (-70.9362099 42.5582575),25009211201,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009211202,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.0,,,7.7,10.4,3830,3105,POINT (-70.9433558 42.5651965),25009211202,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009211300,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.8,,,7.4,10.3,6916,5454,POINT (-70.9328714 42.5851105),25009211300,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009211401,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.3,,,8.8,11.8,4261,3489,POINT (-70.9817163 42.5771863),25009211401,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009211402,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.4,,,7.1,9.9,6442,5198,POINT (-70.9566523 42.5776492),25009211402,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009212101,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.7,,,7.3,10.1,5047,4229,POINT (-71.0052311 42.6136944),25009212101,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009212102,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.6,,,8.1,11.2,4732,3748,POINT (-71.0308226 42.6007185),25009212102,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009213100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.1,,,6.9,9.3,8203,6159,POINT (-71.0271876 42.6831075),25009213100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009214100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.8,,,7.6,10.2,6569,5026,POINT (-70.9433833 42.641387),25009214100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009215101,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.5,,,7.1,9.8,4622,3462,POINT (-70.8360834 42.6179432),25009215101,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009215102,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.5,,,7.3,9.8,2939,2222,POINT (-70.8812824 42.6332661),25009215102,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009216100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,6.8,,,5.8,7.9,4979,3996,POINT (-70.8832599 42.6006684),25009216100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009217101,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.5,,,8.9,12.1,4797,3771,POINT (-70.8643 42.5763528),25009217101,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009217102,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.4,,,8.0,10.8,3029,2470,POINT (-70.8957263 42.5848388),25009217102,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009217201,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.3,,,7.1,9.8,4237,3388,POINT (-70.899491 42.5620689),25009217201,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009217202,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.5,,,7.3,9.8,3586,2887,POINT (-70.8984776 42.5496229),25009217202,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009217300,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.5,,,8.3,10.8,5281,4009,POINT (-70.8848884 42.5633966),25009217300,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009217401,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.8,,,7.6,10.1,2423,2122,POINT (-70.8813148 42.5488441),25009217401,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009217402,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,7.7,,,6.5,8.9,3409,3006,POINT (-70.8831274 42.5423286),25009217402,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009217500,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.3,,,7.0,9.6,6420,5279,POINT (-70.8675812 42.5505703),25009217500,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009217601,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.7,,,8.3,11.3,4732,3806,POINT (-70.8481649 42.5710673),25009217601,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009217602,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,5.0,,,4.3,5.8,4756,4367,POINT (-70.8236609 42.5543276),25009217602,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009218100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.5,,,7.3,10.0,5395,4212,POINT (-70.7671544 42.5766364),25009218100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009220101,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.8,,,9.2,12.6,4014,3494,POINT (-70.6202498 42.6406993),25009220101,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009220102,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.4,,,9.8,13.2,2978,2559,POINT (-70.6307805 42.6672238),25009220102,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009221100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.0,,,9.2,12.7,4348,3667,POINT (-70.6536898 42.6592229),25009221100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009221300,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.8,,,9.2,12.5,4406,3886,POINT (-70.640044 42.6064939),25009221300,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009221400,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.7,,,10.0,13.4,3415,2831,POINT (-70.6571946 42.6215076),25009221400,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009221500,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,12.6,,,10.7,14.4,3117,2644,POINT (-70.6621115 42.6130794),25009221500,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009221600,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.1,,,9.6,12.6,2641,1988,POINT (-70.6723908 42.6232675),25009221600,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009221700,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.7,,,9.2,12.2,2878,2368,POINT (-70.6739846 42.6158246),25009221700,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009221800,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.6,,,9.7,13.5,1773,1552,POINT (-70.6858747 42.6288499),25009221800,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009221901,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.0,,,8.4,11.6,3490,2972,POINT (-70.7028958 42.6016627),25009221901,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009221902,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.1,,,8.6,11.6,3661,3070,POINT (-70.7140276 42.6328453),25009221902,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009222100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.4,,,7.2,9.7,3675,2858,POINT (-70.7711646 42.6404513),25009222100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009223100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.5,,,8.9,12.2,4149,3527,POINT (-70.8132771 42.7059618),25009223100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009223200,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.0,,,7.7,10.5,3747,3099,POINT (-70.8220067 42.6757304),25009223200,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009223300,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.3,,,7.9,10.8,5889,4822,POINT (-70.8908183 42.6725193),25009223300,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009250100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,15.9,,,14.1,17.7,3753,3027,POINT (-71.1581972 42.7054006),25009250100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009250200,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.1,,,9.5,12.5,6764,4983,POINT (-71.1839672 42.7062117),25009250200,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009250300,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,14.7,,,12.9,16.4,2905,2016,POINT (-71.1779023 42.7122643),25009250300,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009250400,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,16.6,,,14.5,18.7,4070,2926,POINT (-71.1743747 42.7170924),25009250400,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009250500,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,13.6,,,11.8,15.4,4357,3050,POINT (-71.1693673 42.7169313),25009250500,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009250600,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,13.6,,,11.9,15.3,6250,4567,POINT (-71.1626479 42.7200992),25009250600,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009250700,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,13.4,,,11.8,15.1,5574,4015,POINT (-71.1530988 42.7151498),25009250700,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009250800,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.7,,,10.2,13.2,9069,6839,POINT (-71.1434934 42.7152352),25009250800,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009250900,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,22.1,,,19.9,24.5,2255,1655,POINT (-71.1545889 42.7119763),25009250900,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009251000,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,16.3,,,14.5,18.1,1895,1362,POINT (-71.1590246 42.7112825),25009251000,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009251100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,21.8,,,19.2,24.3,3018,2418,POINT (-71.1694073 42.7128878),25009251100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009251200,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,18.7,,,16.6,21.0,1474,1106,POINT (-71.1672343 42.7091504),25009251200,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009251300,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,19.4,,,17.2,21.6,3893,2776,POINT (-71.1716455 42.7008297),25009251300,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009251400,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,15.4,,,13.5,17.5,5520,3988,POINT (-71.1801339 42.698648),25009251400,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009251500,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,14.0,,,12.3,15.9,7275,5324,POINT (-71.1763565 42.6905116),25009251500,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009251600,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,13.1,,,11.4,14.8,7164,5166,POINT (-71.1513911 42.700021),25009251600,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009251700,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,12.2,,,10.8,13.9,5809,4291,POINT (-71.1449129 42.6894433),25009251700,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009251800,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.9,,,10.4,13.4,8098,6272,POINT (-71.1676247 42.684165),25009251800,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009252101,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.7,,,9.2,12.1,4114,3272,POINT (-71.1995921 42.7032347),25009252101,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009252102,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.7,,,8.3,11.2,4418,3590,POINT (-71.2344101 42.7017632),25009252102,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009252201,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.7,,,9.2,12.3,3522,2760,POINT (-71.2167241 42.7191764),25009252201,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009252202,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.8,,,7.5,10.1,3280,2625,POINT (-71.2318234 42.7307959),25009252202,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009252300,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,12.5,,,10.9,14.2,7496,5846,POINT (-71.1946132 42.727479),25009252300,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009252400,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.7,,,10.2,13.2,4854,3575,POINT (-71.1787065 42.7224295),25009252400,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009252501,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.2,,,9.8,12.7,4319,3306,POINT (-71.1557412 42.7248389),25009252501,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009252502,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.9,,,10.3,13.5,5046,4032,POINT (-71.1654351 42.7354765),25009252502,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009252601,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.1,,,9.6,12.6,7400,5942,POINT (-71.1317615 42.7377776),25009252601,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009252602,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.2,,,7.8,10.5,5469,4445,POINT (-71.1580017 42.7614694),25009252602,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009252603,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.1,,,7.0,9.4,3141,2489,POINT (-71.1697545 42.7526021),25009252603,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009253100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,9.6,,,8.2,11.1,6001,4644,POINT (-71.1307172 42.6980029),25009253100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009253201,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.2,,,7.0,9.5,3154,2439,POINT (-71.1245474 42.7177732),25009253201,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009253202,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.8,,,7.6,9.9,6861,5643,POINT (-71.1275749 42.6824583),25009253202,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009253203,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.8,,,7.5,10.3,4166,3296,POINT (-71.0917023 42.7088778),25009253203,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009253204,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,7.8,,,6.7,9.0,6379,4743,POINT (-71.0821579 42.643024),25009253204,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009253205,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,7.1,,,6.1,8.3,4354,3206,POINT (-71.0526824 42.6641416),25009253205,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009254100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.5,,,7.4,9.7,6602,5151,POINT (-71.1521911 42.6703478),25009254100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009254200,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,7.6,,,6.6,8.8,5475,4606,POINT (-71.1345104 42.6576917),25009254200,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009254301,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.5,,,7.2,9.7,4274,3185,POINT (-71.1464585 42.627981),25009254301,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,MA,Massachusetts,Essex,25009,25009254302,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,7.9,,,6.8,9.2,4661,3511,POINT (-71.1070918 42.618104),25009254302,HLTHOUT,DIABETES,CrdPrv,Diabetes
