condition_id,scenario_id,replication,seed,arrivals,completed,left_before_seen,left_before_seen_percent,median_arrival_to_clinician_minutes,p90_arrival_to_clinician_minutes,median_arrival_to_departure_minutes,clinician_utilization_percent,modeled_overtime_hours,flex_clinician_hours,trigger_count,median_activation_delay_minutes,standard_wait_minutes,language_support_wait_minutes,mobility_support_wait_minutes,language_gap_minutes,mobility_gap_minutes,high_acuity_wait_minutes,low_acuity_wait_minutes,maximum_waiting_queue,fast_track_completed,safety_outcome_status,return_72h_status,conservation_status,synthetic_flag
C01,S00,1,7301501,831,742,89,10.709988,60.000000,166.907322,105.266043,82.418711,8.207356,0.000000,0,0.000000,60.028102,57.995421,58.000000,-2.032681,-2.028102,45.180859,70.000000,15,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,74,7302574,917,869,48,5.234460,76.486961,229.103294,115.600000,90.389568,10.179101,0.000000,19,15.000000,76.043015,79.211038,76.447797,3.168023,0.404782,49.000000,82.360851,24,151,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,74,7302574,917,814,103,11.232279,61.000000,151.236074,106.367455,85.568309,9.047191,25.479861,4,15.000000,61.000000,61.071653,63.487456,0.071653,2.487456,47.000000,71.000000,23,26,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,75,7302575,887,793,94,10.597520,59.000000,113.663554,102.984531,84.978155,10.331193,0.000000,0,0.000000,60.000000,58.121430,57.345881,-1.878570,-2.654119,46.000000,69.000000,14,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,75,7302575,887,811,76,8.568207,58.000000,103.196793,100.486916,81.455974,9.969452,40.000000,5,0.000000,58.000000,57.744495,54.000000,-0.255505,-4.000000,43.974632,68.839549,12,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,75,7302575,887,837,50,5.636979,63.000000,138.923416,104.800000,86.296148,7.775969,0.000000,14,15.000000,64.186970,60.934995,59.500000,-3.251975,-4.686970,46.000000,74.927339,17,89,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,75,7302575,887,815,72,8.117249,59.000000,107.918763,102.022885,83.834641,10.223785,18.832011,4,15.000000,59.251234,57.872247,56.922603,-1.378987,-2.328631,44.410335,69.648841,12,19,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,76,7302576,874,776,98,11.212815,61.000000,146.283423,106.022760,87.198975,7.483060,0.000000,0,0.000000,60.343205,62.000000,64.785516,1.656795,4.442311,45.000000,67.000000,14,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,76,7302576,874,808,66,7.551487,59.000000,119.311548,103.612393,84.559987,8.551382,40.000000,5,0.000000,59.000000,57.171938,63.000000,-1.828062,4.000000,43.000000,68.000000,14,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,76,7302576,874,843,31,3.546911,66.995580,184.338523,109.195580,88.966584,8.550217,0.000000,16,15.000000,67.000000,62.155767,68.171629,-4.844233,1.171629,46.093649,73.672621,23,136,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,76,7302576,874,813,61,6.979405,60.377664,130.533642,104.660541,85.711405,7.693388,28.084712,4,15.000000,60.129295,60.700264,64.000000,0.570969,3.870705,44.000000,70.000000,14,33,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,77,7302577,898,809,89,9.910913,59.000000,140.135033,104.697241,88.607201,6.903122,0.000000,0,0.000000,58.218476,60.538250,65.550386,2.319774,7.331909,46.051738,70.419979,12,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,77,7302577,898,830,68,7.572383,57.000000,112.105675,101.781642,85.385355,6.486694,40.000000,5,0.000000,57.000000,56.228420,62.093810,-0.771580,5.093810,45.000000,68.730580,12,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,77,7302577,898,862,36,4.008909,65.895070,169.877696,108.092036,90.177183,6.462620,0.000000,17,15.000000,65.342449,61.195204,69.887731,-4.147246,4.545281,46.201566,79.818069,15,111,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,77,7302577,898,834,64,7.126949,58.743072,118.295913,103.400000,86.897923,8.414400,21.327723,5,15.000000,58.416466,57.862360,65.550386,-0.554105,7.133920,45.565363,69.452430,12,29,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,78,7302578,858,770,88,10.256410,59.000000,127.161312,103.742601,84.998802,8.409279,0.000000,0,0.000000,58.633947,58.635416,63.000000,0.001469,4.366053,45.082852,69.025817,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,78,7302578,858,791,67,7.808858,58.000000,103.798665,101.699891,81.799431,8.363037,40.000000,5,0.000000,57.168194,57.000000,60.479564,-0.168194,3.311370,44.009120,69.000000,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,78,7302578,858,813,45,5.244755,62.412560,162.718443,106.400000,86.243990,8.466112,0.000000,17,15.000000,62.119843,60.541007,73.045635,-1.578836,10.925793,45.550611,73.768572,29,102,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,78,7302578,858,795,63,7.342657,59.000000,120.222945,103.025817,83.226434,8.664508,24.600333,5,15.000000,58.633947,58.000000,65.656647,-0.633947,7.022700,44.247300,71.277062,17,32,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,79,7302579,885,775,110,12.429379,60.000000,120.549682,105.727105,86.060146,8.897234,0.000000,0,0.000000,60.381478,60.000000,58.009714,-0.381478,-2.371764,45.105841,70.000000,15,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,79,7302579,885,801,84,9.491525,59.000000,116.356080,103.323379,83.451430,7.975444,40.000000,5,0.000000,59.000000,58.769537,57.556642,-0.230463,-1.443358,45.000000,69.638293,14,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,79,7302579,885,837,48,5.423729,66.000000,151.701625,110.400000,88.263986,8.727019,0.000000,16,15.000000,67.160158,63.610155,62.930937,-3.550003,-4.229221,46.000000,81.451744,16,117,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,79,7302579,885,810,75,8.474576,60.429797,116.376271,105.533599,84.347316,9.087946,29.653046,5,15.000000,61.291695,60.175750,58.444118,-1.115945,-2.847577,45.184578,71.575595,14,40,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,80,7302580,882,797,85,9.637188,60.029990,134.331664,104.076016,86.107533,6.650597,0.000000,0,0.000000,60.000000,62.077038,59.331253,2.077038,-0.668747,46.943372,70.500000,11,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,80,7302580,882,813,69,7.823129,58.000000,109.054832,100.800000,82.616473,5.591856,40.000000,5,0.000000,58.000000,58.000000,56.526650,0.000000,-1.473350,45.410532,69.000000,11,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,80,7302580,882,850,32,3.628118,65.128322,149.138235,107.227879,87.479610,7.028436,0.000000,17,15.000000,65.128322,66.909629,63.000000,1.781308,-2.128322,46.943372,77.620634,14,125,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,80,7302580,882,817,65,7.369615,59.000000,117.244558,101.909620,84.034288,7.429665,24.326426,5,15.000000,59.000000,59.990532,58.000000,0.990532,-1.000000,46.000000,70.148720,11,26,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,81,7302581,845,743,102,12.071006,60.437161,138.679708,106.000000,82.898466,5.980064,0.000000,0,0.000000,60.083154,62.580266,57.000000,2.497112,-3.083154,44.078941,68.000000,16,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,81,7302581,845,767,78,9.230769,58.493925,120.262208,103.289210,80.263252,5.973338,40.000000,5,0.000000,58.370350,61.000000,57.000000,2.629650,-1.370350,43.000000,68.000000,15,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,81,7302581,845,795,50,5.917160,64.017743,167.183264,108.600000,84.770688,7.193706,0.000000,14,15.000000,64.000000,68.206117,62.526327,4.206117,-1.473673,44.512850,74.000000,19,91,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,81,7302581,845,774,71,8.402367,60.475354,121.698682,105.083900,81.539548,6.647735,26.137327,4,15.000000,60.000000,61.000000,57.000000,1.000000,-3.000000,43.059104,70.000000,15,31,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,82,7302582,854,769,85,9.953162,59.458979,120.252752,102.800000,83.861200,6.339185,0.000000,0,0.000000,59.709711,59.000000,60.500000,-0.709711,0.790289,45.010745,70.000000,19,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,82,7302582,854,791,63,7.377049,58.766789,104.623703,100.544167,80.964035,5.932081,40.000000,5,0.000000,58.828900,56.370095,59.316755,-2.458805,0.487855,44.000000,68.000000,15,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,82,7302582,854,818,36,4.215457,62.000000,144.305485,105.330715,85.471021,6.454417,0.000000,13,15.000000,62.334477,59.816890,67.176606,-2.517587,4.842129,46.000000,78.939912,19,96,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,82,7302582,854,798,56,6.557377,59.000000,115.265439,101.580509,81.807584,5.865179,28.677818,5,15.000000,59.133801,56.370095,59.300769,-2.763706,0.166968,44.200332,70.000000,15,36,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,83,7302583,898,772,126,14.031180,61.971014,191.221706,108.585617,84.182979,7.117926,0.000000,0,0.000000,61.764063,60.569257,64.088425,-1.194806,2.324361,47.058522,70.688990,22,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,83,7302583,898,803,95,10.579065,59.483855,121.720276,104.600000,82.339834,5.499837,40.000000,5,0.000000,59.285045,59.000000,62.692889,-0.285045,3.407844,45.000000,69.878454,15,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,83,7302583,898,849,49,5.456570,74.153973,331.841169,117.114079,87.391164,9.088465,0.000000,15,15.000000,74.160322,72.927594,84.862461,-1.232727,10.702139,48.000000,82.280115,29,145,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,83,7302583,898,819,79,8.797327,61.210680,146.715809,106.359737,83.283228,7.427805,32.698452,5,15.000000,61.187061,59.962546,64.000000,-1.224514,2.812939,45.085834,72.000000,15,49,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,84,7302584,856,763,93,10.864486,60.000000,126.495203,105.695532,84.556973,10.797331,0.000000,0,0.000000,60.582929,55.575307,60.341572,-5.007622,-0.241357,45.739122,71.976986,21,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,84,7302584,856,793,63,7.359813,58.453439,103.243898,102.600000,82.132892,9.380473,40.000000,5,0.000000,59.042350,54.000000,58.000000,-5.042350,-1.042350,44.000000,71.696120,21,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,84,7302584,856,812,44,5.140187,64.697422,153.323016,109.525846,85.811720,9.455077,0.000000,16,15.000000,64.847091,62.276604,61.942012,-2.570487,-2.905079,46.227839,76.846404,23,112,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,84,7302584,856,796,60,7.009346,59.298228,108.233907,103.736209,82.833837,8.220772,29.208849,5,15.000000,60.000000,54.644315,60.000000,-5.355685,0.000000,45.344753,72.000000,21,32,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,85,7302585,878,785,93,10.592255,61.375305,172.243664,106.625233,86.849665,6.620584,0.000000,0,0.000000,61.458484,60.557412,63.000000,-0.901073,1.541516,46.097416,72.957605,18,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,85,7302585,878,806,72,8.200456,59.332524,123.721928,104.386853,83.533673,4.871976,40.000000,5,0.000000,59.000000,59.434141,62.171021,0.434141,3.171021,44.588399,71.000000,18,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,85,7302585,878,837,41,4.669704,66.586987,209.050388,109.765129,88.342373,8.164453,0.000000,17,15.000000,66.000000,67.000000,76.382476,1.000000,10.382476,47.085360,77.479130,21,115,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,85,7302585,878,817,61,6.947608,61.000000,143.821289,105.795702,85.162759,7.073725,27.053306,5,15.000000,61.069924,60.213832,63.500000,-0.856092,2.430076,45.942841,73.000000,18,35,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,86,7302586,922,792,130,14.099783,63.449778,201.648905,109.956267,88.816886,8.264921,0.000000,0,0.000000,63.975103,64.928674,61.032622,0.953571,-2.942481,46.931037,80.956798,22,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,86,7302586,922,817,105,11.388286,61.000000,163.454723,107.200000,85.876330,8.686086,40.000000,5,0.000000,61.000000,59.444621,59.566265,-1.555379,-1.433735,46.001559,71.760898,21,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,86,7302586,922,874,48,5.206074,80.349910,301.051159,118.938251,91.319167,5.375978,0.000000,18,15.000000,81.654528,79.519638,68.000000,-2.134890,-13.654528,47.953560,91.920752,29,171,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,86,7302586,922,824,98,10.629067,62.075417,169.420436,108.942420,86.775672,9.337478,30.700561,5,15.000000,63.000000,63.464337,60.811636,0.464337,-2.188364,46.431863,76.462278,21,33,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,87,7302587,876,771,105,11.986301,59.766071,145.539448,105.332015,84.251087,8.616837,0.000000,0,0.000000,60.000000,60.000000,55.860383,0.000000,-4.139617,44.308545,70.500000,16,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,87,7302587,876,798,78,8.904110,58.000000,123.993084,102.579079,81.764135,7.306746,40.000000,5,0.000000,58.568414,56.110083,54.000000,-2.458332,-4.568414,43.626521,70.000000,15,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,87,7302587,876,834,42,4.794521,66.000000,182.081611,109.833921,85.821375,6.567159,0.000000,19,15.000000,65.429631,66.595831,67.373649,1.166200,1.944018,45.751144,78.690063,17,134,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,87,7302587,876,802,74,8.447489,59.000000,124.639355,103.773663,82.232718,7.110186,30.114661,5,15.000000,59.779113,57.231679,54.930192,-2.547434,-4.848921,43.285382,71.145467,15,38,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,88,7302588,911,784,127,13.940724,59.005210,179.345177,104.368196,86.763408,12.550126,0.000000,0,0.000000,59.076694,60.368327,57.890555,1.291633,-1.186139,44.812783,70.914263,19,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,88,7302588,911,820,91,9.989023,57.610186,129.815364,101.910508,84.543553,11.480188,40.000000,5,0.000000,57.585637,57.000000,58.996480,-0.585637,1.410843,43.370862,69.702510,16,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,88,7302588,911,857,54,5.927552,72.807850,227.431373,115.830380,89.116880,10.707720,0.000000,15,15.000000,73.805365,71.030069,76.562400,-2.775296,2.757035,46.173239,89.373353,23,155,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,88,7302588,911,837,74,8.122942,59.000000,139.249709,102.401196,85.084542,12.822759,36.804544,5,15.000000,58.251761,61.877097,59.000000,3.625336,0.748239,43.000000,71.200454,16,50,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,89,7302589,882,768,114,12.925170,58.992978,120.452311,103.781940,85.630246,7.535820,0.000000,0,0.000000,59.120958,59.685193,54.438264,0.564234,-4.682694,44.770601,70.000000,13,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,89,7302589,882,794,88,9.977324,58.000000,105.578795,102.600000,82.773678,8.250742,40.000000,5,0.000000,58.540378,57.569898,54.219132,-0.970480,-4.321246,44.000000,69.314908,13,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,89,7302589,882,830,52,5.895692,64.044076,144.422888,108.870792,87.831829,7.676721,0.000000,18,15.000000,64.044076,65.574004,58.961000,1.529928,-5.083076,46.552422,80.143493,19,116,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,89,7302589,882,796,86,9.750567,58.629349,116.837389,103.142596,84.232940,8.758112,24.744353,4,15.000000,59.000000,59.958324,54.000000,0.958324,-5.000000,44.000000,71.919128,13,25,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,90,7302590,801,733,68,8.489388,58.000000,104.322061,101.062770,79.648351,9.147716,0.000000,0,0.000000,58.000000,57.000000,59.000000,-1.000000,1.000000,44.000000,67.217564,12,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,90,7302590,801,744,57,7.116105,56.787207,92.142481,99.376621,76.036084,7.735634,40.000000,5,0.000000,56.267107,56.768426,59.000000,0.501319,2.732893,43.245168,67.000000,12,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,90,7302590,801,763,38,4.744070,60.000000,121.180539,102.490902,80.573847,8.177473,0.000000,12,15.000000,60.069750,60.000000,59.587604,-0.069750,-0.482145,45.000000,68.000000,19,64,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,90,7302590,801,743,58,7.240949,58.000000,98.889019,100.200000,78.346644,8.952085,15.632838,4,15.000000,57.585040,56.768426,59.293802,-0.816614,1.708762,44.000000,67.415425,12,11,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,91,7302591,803,723,80,9.962640,60.000000,133.120492,104.400000,80.550473,4.215445,0.000000,0,0.000000,60.000000,57.500000,61.340484,-2.500000,1.340484,44.000000,68.389357,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,91,7302591,803,742,61,7.596513,57.000000,104.067223,101.000000,77.632843,3.636832,40.000000,5,0.000000,57.000000,56.000000,60.691073,-1.000000,3.691073,43.000000,67.694703,16,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,91,7302591,803,764,39,4.856787,63.424861,183.734975,106.322498,82.456524,3.955288,0.000000,11,15.000000,64.000000,58.359517,63.000000,-5.640483,-1.000000,44.489648,72.899014,27,66,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,91,7302591,803,749,54,6.724782,59.125856,115.071610,103.400000,78.881973,4.195596,27.443089,4,15.000000,59.144814,57.000000,61.680969,-2.144814,2.536154,43.000000,69.000000,17,27,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,92,7302592,897,784,113,12.597547,60.986785,128.696802,104.567874,85.989198,10.664566,0.000000,0,0.000000,60.280777,63.000000,61.801571,2.719223,1.520794,45.252422,72.000000,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,92,7302592,897,806,91,10.144928,59.000000,108.716205,102.400000,82.984187,9.438604,40.000000,5,0.000000,58.568351,61.027993,59.500000,2.459642,0.931649,44.449012,69.000000,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,92,7302592,897,838,59,6.577480,66.897887,166.676960,111.978990,87.563478,8.182503,0.000000,16,15.000000,66.777384,65.912670,73.000000,-0.864714,6.222616,47.337722,81.722069,19,120,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,92,7302592,897,806,91,10.144928,59.959265,114.067902,102.673664,83.313749,11.186246,30.178312,5,15.000000,59.781118,60.638415,59.000000,0.857297,-0.781118,44.747567,71.000000,17,32,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,93,7302593,865,763,102,11.791908,62.000000,124.942152,107.362498,83.973835,6.480989,0.000000,0,0.000000,62.525001,58.825226,62.000000,-3.699774,-0.525001,46.000000,73.769846,18,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,93,7302593,865,792,73,8.439306,59.278361,103.273575,103.474431,81.470623,5.604565,40.000000,5,0.000000,60.000000,56.802896,57.903309,-3.197104,-2.096691,44.000000,70.033424,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,93,7302593,865,818,47,5.433526,69.000000,160.267745,112.146425,85.731897,6.022411,0.000000,15,15.000000,69.657348,66.054272,62.000000,-3.603077,-7.657348,46.000000,79.558024,21,101,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,93,7302593,865,794,71,8.208092,62.000000,110.440190,106.035528,83.030391,5.932054,22.739803,4,15.000000,62.142529,60.781637,62.000000,-1.360891,-0.142529,46.000000,74.165399,17,32,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,94,7302594,857,770,87,10.151692,61.000000,145.818354,105.775559,84.003861,9.433275,0.000000,0,0.000000,60.706921,61.373794,59.718986,0.666873,-0.987935,44.000000,70.597560,19,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,94,7302594,857,796,61,7.117853,57.765740,107.830847,102.249692,81.468531,8.719313,40.000000,5,0.000000,57.333682,60.000000,57.000000,2.666318,-0.333682,42.103907,70.062786,15,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,94,7302594,857,822,35,4.084014,66.837435,180.890476,110.897439,85.834010,8.029116,0.000000,14,15.000000,66.720912,68.799792,65.000000,2.078880,-1.720912,44.838864,78.897332,26,102,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,94,7302594,857,805,52,6.067678,60.471162,117.634630,104.200000,82.582947,9.702990,29.049832,5,15.000000,59.802280,62.664967,60.647613,2.862687,0.845333,42.802116,72.337477,15,32,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,95,7302595,872,774,98,11.238532,59.941790,139.819667,104.528519,84.358264,5.702789,0.000000,0,0.000000,59.287779,59.576449,63.846204,0.288671,4.558425,46.705154,69.000000,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,95,7302595,872,795,77,8.830275,57.616421,115.752599,100.759924,81.379335,4.452491,40.000000,5,0.000000,57.000000,56.557421,62.802522,-0.442579,5.802522,44.618012,69.000000,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,95,7302595,872,829,43,4.931193,65.000000,175.836893,108.814143,86.671805,7.730842,0.000000,15,15.000000,65.000000,61.940748,67.001848,-3.059252,2.001848,46.977155,76.000000,18,102,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,95,7302595,872,802,70,8.027523,59.000000,123.524813,101.853078,81.953437,7.688738,33.503697,5,15.000000,58.000000,58.576449,63.000000,0.576449,5.000000,46.000000,70.000000,17,32,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,96,7302596,878,778,100,11.389522,59.695898,137.959274,106.600615,86.405780,7.260647,0.000000,0,0.000000,60.613330,54.838463,57.501555,-5.774866,-3.111774,45.041984,75.000000,15,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,96,7302596,878,801,77,8.769932,58.000000,110.754077,104.200000,83.410605,6.314052,40.000000,5,0.000000,59.000000,54.029584,57.473767,-4.970416,-1.526233,44.521292,73.125049,14,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,96,7302596,878,828,50,5.694761,64.355195,149.056174,109.442189,87.822911,8.503796,0.000000,16,15.000000,65.067243,59.751236,60.671456,-5.316007,-4.395787,45.041984,80.992547,19,105,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,96,7302596,878,809,69,7.858770,59.000000,114.180214,105.140308,84.179183,7.954339,31.480146,5,15.000000,60.000000,54.448816,57.473767,-5.551184,-2.526233,45.000000,75.772220,14,32,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,97,7302597,830,763,67,8.072289,57.620330,110.932349,103.000000,82.905880,6.850591,0.000000,0,0.000000,57.000000,60.000000,60.382095,3.000000,3.382095,43.791871,70.000000,14,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,97,7302597,830,774,56,6.746988,56.000000,101.520411,100.426995,79.148059,5.578312,40.000000,5,0.000000,56.000000,58.000000,57.492860,2.000000,1.492860,43.000000,66.625175,14,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,97,7302597,830,797,33,3.975904,60.088648,136.301112,104.090794,84.084410,8.213892,0.000000,14,15.000000,60.000000,61.000000,60.628888,1.000000,0.628888,45.000000,72.913890,17,72,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,97,7302597,830,773,57,6.867470,57.541990,106.501060,102.718705,81.936391,6.416019,13.321678,3,15.000000,57.000000,58.980616,59.567651,1.980616,2.567651,43.156315,70.000000,14,13,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,98,7302598,862,767,95,11.020882,59.000000,134.111353,103.756405,84.127498,7.736462,0.000000,0,0.000000,60.000000,59.000000,54.000000,-1.000000,-6.000000,43.956656,72.003941,16,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,98,7302598,862,786,76,8.816705,57.713073,113.110494,101.400000,80.970990,6.688481,40.000000,5,0.000000,58.000000,57.018668,54.000000,-0.981332,-4.000000,42.771441,71.000000,16,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,98,7302598,862,821,41,4.756381,65.065855,191.175247,109.600000,85.858450,6.990167,0.000000,16,15.000000,67.078092,62.891877,61.999232,-4.186214,-5.078860,45.324849,81.041331,21,115,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,98,7302598,862,790,72,8.352668,59.000000,115.154880,102.046810,82.350120,8.950903,24.613984,4,15.000000,59.760689,59.000000,54.000000,-0.760689,-5.760689,43.236688,71.506450,16,29,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,99,7302599,871,774,97,11.136625,59.000000,123.731942,104.410341,85.807151,9.974959,0.000000,0,0.000000,59.000000,61.925042,53.434442,2.925042,-5.565558,43.902392,70.754315,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S01,99,7302599,871,791,80,9.184845,57.740925,117.462070,103.000000,82.441113,7.217953,40.000000,5,0.000000,57.805869,59.500000,53.000000,1.694131,-4.805869,43.000000,69.000000,17,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S02,99,7302599,871,825,46,5.281286,64.278993,172.208025,108.018835,87.754522,8.588251,0.000000,15,15.000000,64.000000,65.828191,57.000000,1.828191,-7.000000,44.707722,76.564825,20,98,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S03,99,7302599,871,789,82,9.414466,58.181182,117.975820,103.539978,84.233153,10.297379,19.745116,4,15.000000,58.779050,60.030595,53.000000,1.251545,-5.779050,43.184408,71.000000,17,18,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
C02,S00,100,7302600,924,783,141,15.259740,60.000000,131.206164,105.200000,85.551346,8.246998,0.000000,0,0.000000,60.515259,57.183079,60.100635,-3.332180,-0.414624,46.918496,69.894113,21,0,not simulated; prospective measurement required,not simulated; prospective measurement required,pass,1
