frame_record_id,split,response_status,response_cell,base_person_weight,split_rule
FRAME-0242,training,nonrespondent,18-44|no|middle or high income,20425.70022000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0243,training,respondent,18-44|no|lower income,9306.88038700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0244,training,nonrespondent,65+|no|middle or high income,36067.36993700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0245,training,nonrespondent,45-64|no|lower income,10353.80389700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0246,training,nonrespondent,65+|no|middle or high income,14342.96636900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0247,evaluation,respondent,65+|no|lower income,2216.35669300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0248,evaluation,respondent,65+|no|middle or high income,17633.00961500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0249,evaluation,respondent,45-64|no|middle or high income,19527.45477100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0250,training,respondent,65+|no|middle or high income,23095.76870000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0251,evaluation,respondent,18-44|no|lower income,28151.31102700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0252,training,respondent,65+|no|lower income,6271.94491300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0253,evaluation,respondent,65+|no|middle or high income,4142.96980500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0254,training,respondent,65+|no|middle or high income,7483.93317600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0255,evaluation,respondent,65+|no|middle or high income,14417.82097300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0256,evaluation,respondent,65+|no|middle or high income,7324.55002800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0257,evaluation,nonrespondent,45-64|no|lower income,4797.50655900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0258,evaluation,nonrespondent,18-44|no|lower income,19619.06351400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0259,evaluation,respondent,65+|no|lower income,3319.90706900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0260,evaluation,respondent,45-64|no|lower income,14974.55829300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0261,training,nonrespondent,65+|no|middle or high income,9081.70110600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0262,training,respondent,65+|no|lower income,8852.11367100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0263,training,respondent,65+|no|middle or high income,20918.18503600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0264,evaluation,nonrespondent,65+|no|middle or high income,4109.26088600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0265,training,respondent,18-44|no|lower income,22082.34329600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0266,evaluation,respondent,45-64|no|middle or high income,12814.77309600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0267,training,respondent,65+|no|middle or high income,11939.42478300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0268,evaluation,nonrespondent,65+|no|middle or high income,24595.78695500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0269,evaluation,respondent,65+|no|middle or high income,11164.28876300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0270,training,nonrespondent,18-44|yes|lower income,4016.75915200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0271,training,respondent,65+|no|middle or high income,14605.50932000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0272,evaluation,respondent,18-44|no|middle or high income,15149.77550700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0273,training,nonrespondent,45-64|no|lower income,8215.89201100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0274,training,respondent,65+|no|lower income,8512.90384400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0275,evaluation,respondent,18-44|no|middle or high income,34266.09073100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0276,evaluation,nonrespondent,65+|no|middle or high income,9525.79954600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0277,evaluation,respondent,18-44|no|lower income,9576.30154200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0278,evaluation,respondent,65+|no|middle or high income,11209.19578900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0279,training,respondent,65+|no|middle or high income,6863.51353400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0280,evaluation,respondent,65+|no|middle or high income,9483.05788500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0281,evaluation,respondent,65+|no|lower income,1926.05360500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0282,training,respondent,65+|no|middle or high income,9581.21528700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0283,training,respondent,18-44|no|lower income,9491.54989400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0284,training,respondent,65+|no|middle or high income,23159.23455400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0285,training,respondent,45-64|no|lower income,20318.95855200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0286,training,respondent,45-64|no|middle or high income,19768.04879500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0287,training,respondent,65+|no|middle or high income,9722.82867200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0288,evaluation,respondent,65+|no|middle or high income,13519.27455400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0289,evaluation,respondent,65+|no|middle or high income,8240.81720200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0290,evaluation,respondent,18-44|no|middle or high income,10517.89419300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0291,training,nonrespondent,18-44|no|lower income,6125.95177600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0292,evaluation,respondent,18-44|no|middle or high income,15695.99944000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0293,evaluation,nonrespondent,65+|yes|lower income,7899.55359800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0294,training,respondent,18-44|no|middle or high income,7480.29886700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0295,evaluation,nonrespondent,18-44|no|middle or high income,10524.46183100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0296,training,respondent,65+|no|middle or high income,9196.60936800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0297,evaluation,respondent,65+|no|lower income,19612.46185500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0298,evaluation,respondent,65+|no|lower income,5742.41130600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0299,evaluation,respondent,65+|no|middle or high income,12822.98131200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0300,training,respondent,18-44|no|middle or high income,10910.08492700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0301,training,respondent,45-64|no|middle or high income,26811.11867900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0302,training,nonrespondent,65+|no|middle or high income,10756.54527400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0303,training,nonrespondent,45-64|no|lower income,17364.43966700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0304,training,respondent,65+|no|middle or high income,6803.49515500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0305,training,respondent,65+|yes|middle or high income,4797.72401700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0306,training,respondent,65+|no|middle or high income,8902.80460800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0307,training,respondent,65+|no|middle or high income,17711.08599300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0308,training,respondent,45-64|no|lower income,11889.53856400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0309,training,respondent,45-64|no|middle or high income,15185.77343100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0310,training,nonrespondent,45-64|no|middle or high income,15587.35816600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0311,evaluation,respondent,45-64|no|middle or high income,10799.12303300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0312,training,respondent,65+|no|middle or high income,12446.58253700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0313,evaluation,nonrespondent,18-44|no|middle or high income,2766.98393400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0314,evaluation,respondent,65+|no|middle or high income,4982.19812100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0315,training,nonrespondent,18-44|no|middle or high income,21804.82586400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0316,training,respondent,65+|yes|lower income,9906.01482000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0317,training,respondent,65+|no|middle or high income,8061.83154100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0318,training,respondent,65+|no|middle or high income,9451.37634200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0319,training,nonrespondent,65+|no|middle or high income,11367.11604800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0320,training,respondent,65+|no|middle or high income,10039.36364100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0321,training,respondent,65+|no|middle or high income,32527.47035700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0322,training,respondent,65+|no|middle or high income,15356.23930200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0323,training,respondent,65+|no|lower income,13756.93411000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0324,training,respondent,65+|no|lower income,18649.29520500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0325,training,respondent,45-64|no|lower income,14747.29862600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0326,evaluation,respondent,65+|yes|lower income,7439.91052400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0327,training,respondent,65+|no|lower income,7302.02588900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0328,evaluation,nonrespondent,18-44|yes|middle or high income,27824.67208200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0329,training,respondent,65+|no|middle or high income,4075.27896500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0330,training,respondent,18-44|no|middle or high income,42775.27762900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0331,evaluation,nonrespondent,18-44|yes|lower income,9318.48022200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0332,training,respondent,18-44|no|middle or high income,18821.99337600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0333,evaluation,respondent,65+|no|middle or high income,6344.47913700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0334,training,nonrespondent,18-44|no|lower income,19297.18423300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0335,evaluation,respondent,65+|no|middle or high income,11210.12212000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0336,evaluation,respondent,65+|yes|lower income,1526.84816700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0337,evaluation,nonrespondent,18-44|no|lower income,6367.84401600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0338,training,respondent,65+|no|middle or high income,21327.06097000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0339,training,nonrespondent,65+|yes|middle or high income,3040.61978600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0340,evaluation,respondent,65+|no|lower income,15888.99024300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0341,evaluation,nonrespondent,65+|no|middle or high income,12155.35467900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0342,training,nonrespondent,45-64|no|lower income,11595.74625500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0343,training,respondent,65+|no|middle or high income,9708.31923900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0344,training,respondent,65+|no|middle or high income,25115.13835500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0345,training,respondent,65+|no|middle or high income,11702.82366600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0346,evaluation,respondent,45-64|no|middle or high income,11579.42088000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0347,evaluation,respondent,45-64|no|middle or high income,55870.52391300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0348,evaluation,respondent,45-64|yes|lower income,10775.58871900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0349,evaluation,nonrespondent,18-44|yes|lower income,6385.58999900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0350,training,respondent,65+|no|middle or high income,10951.74245700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0351,training,respondent,65+|no|middle or high income,13684.38196600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0352,training,nonrespondent,65+|no|middle or high income,22676.14361800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0353,training,respondent,45-64|yes|lower income,5999.94435100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0354,training,respondent,45-64|no|middle or high income,12849.44273100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0355,training,nonrespondent,45-64|no|middle or high income,16367.13110400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0356,training,nonrespondent,65+|no|lower income,13906.36525500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0357,training,respondent,45-64|no|lower income,13258.65626400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0358,evaluation,nonrespondent,45-64|no|lower income,11882.99052600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0359,evaluation,nonrespondent,65+|yes|middle or high income,5385.94903100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0360,training,respondent,65+|no|lower income,7651.70024000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0361,training,nonrespondent,18-44|no|middle or high income,29426.71307500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0362,training,respondent,65+|no|lower income,2762.58516200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0363,training,nonrespondent,65+|no|middle or high income,8684.32169100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0364,training,respondent,45-64|no|middle or high income,14413.32381500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0365,training,nonrespondent,18-44|no|middle or high income,27232.79018500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0366,training,nonrespondent,65+|no|lower income,12924.46670300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0367,evaluation,nonrespondent,65+|no|middle or high income,12645.53965300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0368,training,nonrespondent,65+|no|lower income,6262.52857600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0369,training,respondent,65+|no|middle or high income,11988.95083300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0370,training,respondent,18-44|no|lower income,10768.49024800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0371,evaluation,nonrespondent,45-64|no|middle or high income,35508.74330900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0372,evaluation,respondent,45-64|no|middle or high income,10764.38170500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0373,training,nonrespondent,45-64|no|lower income,8401.58679100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0374,evaluation,respondent,18-44|yes|lower income,48696.66639600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0375,training,respondent,18-44|yes|lower income,4556.41141100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0376,evaluation,nonrespondent,45-64|no|lower income,5136.17772000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0377,training,respondent,18-44|no|middle or high income,18172.98202200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0378,training,nonrespondent,18-44|yes|lower income,8619.20187200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0379,training,respondent,45-64|yes|middle or high income,13926.37964700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0380,training,respondent,45-64|no|middle or high income,12170.43095100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0381,training,respondent,65+|no|middle or high income,9924.54601100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0382,evaluation,nonrespondent,65+|no|lower income,6959.30021400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0383,evaluation,nonrespondent,65+|no|lower income,6696.80060400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0384,training,nonrespondent,45-64|no|lower income,7004.52927100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0385,training,nonrespondent,18-44|yes|lower income,9670.35966900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0386,evaluation,nonrespondent,65+|no|lower income,8745.68241600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0387,training,nonrespondent,45-64|no|lower income,8795.00781900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0388,evaluation,nonrespondent,65+|no|middle or high income,7474.94156300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0389,training,respondent,45-64|no|middle or high income,8291.80370300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0390,training,respondent,65+|no|lower income,22542.67829300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0391,training,nonrespondent,65+|yes|middle or high income,21402.11120100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0392,training,respondent,45-64|no|lower income,13676.58247600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0393,evaluation,nonrespondent,18-44|yes|middle or high income,23794.20983500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0394,training,respondent,65+|no|lower income,1972.86287400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0395,training,nonrespondent,65+|no|lower income,5846.83790600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0396,evaluation,nonrespondent,65+|no|lower income,5379.26916800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0397,training,respondent,65+|yes|middle or high income,39824.95480800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0398,training,respondent,18-44|no|middle or high income,40099.15348500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0399,evaluation,respondent,45-64|yes|middle or high income,12651.95595700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0400,evaluation,nonrespondent,65+|yes|lower income,1927.64018700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0401,evaluation,respondent,65+|no|lower income,22073.35625900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0402,training,respondent,18-44|no|lower income,5081.32303000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0403,training,respondent,45-64|no|lower income,12406.72408700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0404,training,nonrespondent,18-44|no|lower income,12626.86186000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0405,training,nonrespondent,18-44|no|middle or high income,35191.34387700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0406,training,nonrespondent,65+|yes|lower income,6876.82587100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0407,training,nonrespondent,45-64|yes|lower income,5620.24267500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0408,training,respondent,65+|no|middle or high income,12537.15280600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0409,evaluation,nonrespondent,65+|no|lower income,9837.15997600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0410,training,nonrespondent,65+|no|middle or high income,8176.24989200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0411,training,respondent,65+|no|middle or high income,2928.07760300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0412,evaluation,nonrespondent,45-64|no|middle or high income,12061.12189300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0413,training,nonrespondent,65+|yes|middle or high income,33147.78398300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0414,evaluation,nonrespondent,65+|no|middle or high income,18199.40555400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0415,training,nonrespondent,45-64|no|middle or high income,41151.77472700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0416,training,nonrespondent,45-64|no|middle or high income,43341.94930300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0417,training,respondent,65+|no|lower income,6566.63638000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0418,evaluation,nonrespondent,18-44|no|middle or high income,38574.95384600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0419,training,nonrespondent,65+|no|lower income,18522.97323700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0420,evaluation,nonrespondent,18-44|no|lower income,6395.12112600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0421,training,respondent,65+|no|lower income,17433.48767100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0422,training,respondent,18-44|yes|middle or high income,6839.43037300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0423,training,respondent,65+|no|middle or high income,14537.42124100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0424,training,nonrespondent,18-44|no|middle or high income,14884.69027700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0425,training,respondent,65+|yes|lower income,10398.68454100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0426,training,respondent,65+|no|middle or high income,6508.63682800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0427,training,respondent,18-44|yes|middle or high income,16603.97276300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0428,training,respondent,65+|no|middle or high income,12921.53354400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0429,training,respondent,18-44|no|lower income,4783.20911400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0430,training,respondent,45-64|no|lower income,8674.59916000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0431,training,nonrespondent,18-44|no|middle or high income,21899.39411600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0432,training,respondent,65+|no|middle or high income,13351.48740800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0433,training,nonrespondent,65+|no|middle or high income,6968.63072100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0434,training,nonrespondent,65+|no|lower income,1809.70828500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0435,training,nonrespondent,18-44|no|lower income,20060.22243700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0436,training,respondent,45-64|no|middle or high income,6032.19437200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0437,training,respondent,45-64|no|middle or high income,20763.83637500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0438,training,nonrespondent,65+|no|lower income,11264.91582600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0439,training,respondent,65+|no|middle or high income,19083.94583900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0440,training,respondent,65+|no|middle or high income,13202.73054500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0441,training,respondent,45-64|no|lower income,10059.69072000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0442,training,respondent,65+|no|middle or high income,5853.08272800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0443,training,respondent,65+|no|middle or high income,19743.25363700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0444,training,respondent,65+|no|middle or high income,26115.56796300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0445,training,respondent,65+|no|middle or high income,9053.75233600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0446,evaluation,nonrespondent,18-44|yes|lower income,7349.11226000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0447,training,respondent,65+|no|lower income,10289.28010700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0448,training,respondent,18-44|no|middle or high income,9902.50679900,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0449,evaluation,respondent,45-64|no|middle or high income,19769.43839100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0450,training,respondent,65+|yes|middle or high income,7562.58660800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0451,evaluation,respondent,18-44|no|lower income,28744.86300600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0452,training,respondent,65+|no|lower income,17404.47348300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0453,training,respondent,45-64|no|lower income,9232.47343700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0454,evaluation,respondent,65+|yes|middle or high income,12852.65496400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0455,evaluation,respondent,18-44|no|middle or high income,57015.93163200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0456,training,respondent,65+|yes|middle or high income,17337.08645300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0457,training,respondent,65+|yes|middle or high income,15702.95668300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0458,training,respondent,65+|no|lower income,4632.99965800,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0459,evaluation,respondent,65+|no|middle or high income,5045.66300700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0460,training,respondent,65+|no|middle or high income,5292.01554100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0461,evaluation,respondent,65+|no|lower income,5128.48424400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0462,training,nonrespondent,18-44|no|lower income,8470.69440300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0463,evaluation,respondent,65+|no|middle or high income,12091.65029600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0464,evaluation,respondent,65+|no|middle or high income,2230.34197200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0465,evaluation,nonrespondent,65+|yes|middle or high income,21594.43308500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0466,training,respondent,45-64|no|middle or high income,9996.49144400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0467,training,nonrespondent,18-44|yes|lower income,17322.49918400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0468,training,respondent,65+|no|lower income,15469.95295400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0469,evaluation,respondent,18-44|no|middle or high income,19866.82030300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0470,training,nonrespondent,65+|yes|lower income,7407.27240300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0471,training,nonrespondent,65+|no|lower income,4955.69084700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0472,training,respondent,65+|no|lower income,6060.66734300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0473,evaluation,nonrespondent,65+|no|lower income,8982.85351000,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0474,evaluation,respondent,45-64|yes|lower income,21910.98394600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0475,evaluation,respondent,45-64|no|lower income,21086.91163100,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0476,training,nonrespondent,18-44|no|lower income,13622.14045400,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0477,evaluation,respondent,65+|no|middle or high income,10220.02647600,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0478,evaluation,nonrespondent,65+|no|middle or high income,11372.67492300,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0479,training,nonrespondent,18-44|no|lower income,7172.84150500,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0480,training,respondent,65+|no|lower income,5547.60868200,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0481,training,nonrespondent,45-64|yes|middle or high income,9463.91161700,stratified train_test_split test_size 0.30 random_state 20260830
FRAME-0482,training,nonrespondent,65+|no|lower income,10813.69247800,stratified train_test_split test_size 0.30 random_state 20260830
