opportunity_id,link_person_id,data_class,assigned_channel,language_support_offer,accessible_format_offer,synthetic_selection_score,comment_returned,comment_id
OPPORTUNITY-0191,LINK-0300,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.66404212,yes,COMMENT-0102
OPPORTUNITY-0192,LINK-0301,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,1.04229649,yes,COMMENT-0103
OPPORTUNITY-0193,LINK-0304,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.78539398,yes,COMMENT-0104
OPPORTUNITY-0194,LINK-0305,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_offered,not_offered,0.47579137,no,
OPPORTUNITY-0195,LINK-0306,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.62887806,yes,COMMENT-0105
OPPORTUNITY-0196,LINK-0307,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.87991579,yes,COMMENT-0106
OPPORTUNITY-0197,LINK-0308,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.20448501,no,
OPPORTUNITY-0198,LINK-0309,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.40721660,no,
OPPORTUNITY-0199,LINK-0311,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.04326746,no,
OPPORTUNITY-0200,LINK-0312,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.83448251,yes,COMMENT-0107
OPPORTUNITY-0201,LINK-0314,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.92554311,yes,COMMENT-0108
OPPORTUNITY-0202,LINK-0316,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_offered,offered,0.35727892,no,
OPPORTUNITY-0203,LINK-0317,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.93728054,yes,COMMENT-0109
OPPORTUNITY-0204,LINK-0318,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.44219516,no,
OPPORTUNITY-0205,LINK-0320,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.64144747,yes,COMMENT-0110
OPPORTUNITY-0206,LINK-0321,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.19900917,no,
OPPORTUNITY-0207,LINK-0322,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,1.02919473,yes,COMMENT-0111
OPPORTUNITY-0208,LINK-0323,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.27829690,no,
OPPORTUNITY-0209,LINK-0324,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.94096949,yes,COMMENT-0112
OPPORTUNITY-0210,LINK-0325,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.21907245,no,
OPPORTUNITY-0211,LINK-0326,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,0.26221260,no,
OPPORTUNITY-0212,LINK-0327,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.26583509,no,
OPPORTUNITY-0213,LINK-0329,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.23248669,no,
OPPORTUNITY-0214,LINK-0330,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.77067886,yes,COMMENT-0113
OPPORTUNITY-0215,LINK-0332,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.12684441,no,
OPPORTUNITY-0216,LINK-0333,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.19060367,no,
OPPORTUNITY-0217,LINK-0335,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.56066187,yes,COMMENT-0114
OPPORTUNITY-0218,LINK-0336,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,offered,not_offered,0.44830938,no,
OPPORTUNITY-0219,LINK-0338,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.81675785,yes,COMMENT-0115
OPPORTUNITY-0220,LINK-0340,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.83848200,yes,COMMENT-0116
OPPORTUNITY-0221,LINK-0343,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.52356447,yes,COMMENT-0117
OPPORTUNITY-0222,LINK-0344,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.84049228,yes,COMMENT-0118
OPPORTUNITY-0223,LINK-0345,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.75134047,yes,COMMENT-0119
OPPORTUNITY-0224,LINK-0346,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.94028392,yes,COMMENT-0120
OPPORTUNITY-0225,LINK-0347,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.37391622,no,
OPPORTUNITY-0226,LINK-0348,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,0.83995853,yes,COMMENT-0121
OPPORTUNITY-0227,LINK-0350,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.65153920,yes,COMMENT-0122
OPPORTUNITY-0228,LINK-0351,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.09242345,no,
OPPORTUNITY-0229,LINK-0353,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_offered,not_offered,0.68961984,yes,COMMENT-0123
OPPORTUNITY-0230,LINK-0354,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.76233890,yes,COMMENT-0124
OPPORTUNITY-0231,LINK-0357,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.10858681,no,
OPPORTUNITY-0232,LINK-0360,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.05812719,no,
OPPORTUNITY-0233,LINK-0362,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.64958987,yes,COMMENT-0125
OPPORTUNITY-0234,LINK-0364,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.17098478,no,
OPPORTUNITY-0235,LINK-0369,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.57759589,yes,COMMENT-0126
OPPORTUNITY-0236,LINK-0370,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.42655648,no,
OPPORTUNITY-0237,LINK-0372,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.48937137,no,
OPPORTUNITY-0238,LINK-0374,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_offered,not_offered,0.21309390,no,
OPPORTUNITY-0239,LINK-0375,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_offered,not_offered,0.34186042,no,
OPPORTUNITY-0240,LINK-0377,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.97748484,yes,COMMENT-0127
OPPORTUNITY-0241,LINK-0379,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,not_offered,1.08068595,yes,COMMENT-0128
OPPORTUNITY-0242,LINK-0380,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.47847207,no,
OPPORTUNITY-0243,LINK-0381,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.44183636,no,
OPPORTUNITY-0244,LINK-0389,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.24807849,no,
OPPORTUNITY-0245,LINK-0390,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.58799157,yes,COMMENT-0129
OPPORTUNITY-0246,LINK-0392,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,1.01307516,yes,COMMENT-0130
OPPORTUNITY-0247,LINK-0394,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.21845781,no,
OPPORTUNITY-0248,LINK-0397,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,offered,0.91228862,yes,COMMENT-0131
OPPORTUNITY-0249,LINK-0398,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.99806125,yes,COMMENT-0132
OPPORTUNITY-0250,LINK-0399,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_offered,offered,0.93464749,yes,COMMENT-0133
OPPORTUNITY-0251,LINK-0401,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.10667580,no,
OPPORTUNITY-0252,LINK-0402,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.92969236,yes,COMMENT-0134
OPPORTUNITY-0253,LINK-0403,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.32195224,no,
OPPORTUNITY-0254,LINK-0408,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.29004835,no,
OPPORTUNITY-0255,LINK-0411,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.54229273,yes,COMMENT-0135
OPPORTUNITY-0256,LINK-0417,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.51153684,yes,COMMENT-0136
OPPORTUNITY-0257,LINK-0421,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.01301181,no,
OPPORTUNITY-0258,LINK-0422,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_offered,not_offered,0.17758873,no,
OPPORTUNITY-0259,LINK-0423,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.87727965,yes,COMMENT-0137
OPPORTUNITY-0260,LINK-0425,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,offered,not_offered,1.02238585,yes,COMMENT-0138
OPPORTUNITY-0261,LINK-0426,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.76994862,yes,COMMENT-0139
OPPORTUNITY-0262,LINK-0427,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,not_offered,0.57733036,yes,COMMENT-0140
OPPORTUNITY-0263,LINK-0428,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.28420043,no,
OPPORTUNITY-0264,LINK-0429,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.63304814,yes,COMMENT-0141
OPPORTUNITY-0265,LINK-0430,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.83869426,yes,COMMENT-0142
OPPORTUNITY-0266,LINK-0432,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.33375198,no,
OPPORTUNITY-0267,LINK-0436,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.43367060,no,
OPPORTUNITY-0268,LINK-0437,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.64094013,yes,COMMENT-0143
OPPORTUNITY-0269,LINK-0439,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,1.00379708,yes,COMMENT-0144
OPPORTUNITY-0270,LINK-0440,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.40417466,no,
OPPORTUNITY-0271,LINK-0441,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.18683989,no,
OPPORTUNITY-0272,LINK-0442,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.42078362,no,
OPPORTUNITY-0273,LINK-0443,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.44432451,no,
OPPORTUNITY-0274,LINK-0444,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.82825476,yes,COMMENT-0145
OPPORTUNITY-0275,LINK-0445,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.20494463,no,
OPPORTUNITY-0276,LINK-0447,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.08522865,no,
OPPORTUNITY-0277,LINK-0448,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,1.00670646,yes,COMMENT-0146
OPPORTUNITY-0278,LINK-0449,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.37517388,no,
OPPORTUNITY-0279,LINK-0450,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,0.32696439,no,
OPPORTUNITY-0280,LINK-0451,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.18374039,no,
OPPORTUNITY-0281,LINK-0452,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.63803877,yes,COMMENT-0147
OPPORTUNITY-0282,LINK-0453,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.46889055,no,
OPPORTUNITY-0283,LINK-0454,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,0.26703624,no,
OPPORTUNITY-0284,LINK-0455,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.66454612,yes,COMMENT-0148
OPPORTUNITY-0285,LINK-0456,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_offered,not_offered,-0.05283812,no,
OPPORTUNITY-0286,LINK-0457,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,0.71606065,yes,COMMENT-0149
OPPORTUNITY-0287,LINK-0458,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.69621494,yes,COMMENT-0150
OPPORTUNITY-0288,LINK-0459,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.39537470,no,
OPPORTUNITY-0289,LINK-0460,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.91034755,yes,COMMENT-0151
OPPORTUNITY-0290,LINK-0461,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.68755797,yes,COMMENT-0152
OPPORTUNITY-0291,LINK-0463,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.40023029,no,
OPPORTUNITY-0292,LINK-0464,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.36433614,no,
OPPORTUNITY-0293,LINK-0466,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.43770486,no,
OPPORTUNITY-0294,LINK-0468,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.29555638,no,
OPPORTUNITY-0295,LINK-0469,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.18296041,no,
OPPORTUNITY-0296,LINK-0472,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.63310103,yes,COMMENT-0153
OPPORTUNITY-0297,LINK-0474,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_offered,not_offered,0.53205351,yes,COMMENT-0154
OPPORTUNITY-0298,LINK-0475,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.22641026,no,
OPPORTUNITY-0299,LINK-0477,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.15646474,no,
OPPORTUNITY-0300,LINK-0480,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.17236622,no,
OPPORTUNITY-0301,LINK-0484,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.92219194,yes,COMMENT-0155
OPPORTUNITY-0302,LINK-0485,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.10344925,no,
OPPORTUNITY-0303,LINK-0486,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.78292103,yes,COMMENT-0156
OPPORTUNITY-0304,LINK-0487,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.62137672,yes,COMMENT-0157
OPPORTUNITY-0305,LINK-0488,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.32678186,no,
OPPORTUNITY-0306,LINK-0489,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.90791595,yes,COMMENT-0158
OPPORTUNITY-0307,LINK-0490,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.37414613,no,
OPPORTUNITY-0308,LINK-0491,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.64770030,yes,COMMENT-0159
OPPORTUNITY-0309,LINK-0493,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.92223297,yes,COMMENT-0160
OPPORTUNITY-0310,LINK-0494,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.49879621,no,
OPPORTUNITY-0311,LINK-0497,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.92445347,yes,COMMENT-0161
OPPORTUNITY-0312,LINK-0498,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.40067428,no,
OPPORTUNITY-0313,LINK-0501,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.13212957,no,
OPPORTUNITY-0314,LINK-0503,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.44060872,no,
OPPORTUNITY-0315,LINK-0504,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.32059601,no,
OPPORTUNITY-0316,LINK-0505,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.86304945,yes,COMMENT-0162
OPPORTUNITY-0317,LINK-0506,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,offered,0.48970788,no,
OPPORTUNITY-0318,LINK-0507,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_offered,not_offered,0.38278123,no,
OPPORTUNITY-0319,LINK-0509,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.09486950,no,
OPPORTUNITY-0320,LINK-0511,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.94276033,yes,COMMENT-0163
OPPORTUNITY-0321,LINK-0512,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,1.06714040,yes,COMMENT-0164
OPPORTUNITY-0322,LINK-0514,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,1.00431027,yes,COMMENT-0165
OPPORTUNITY-0323,LINK-0515,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.70621587,yes,COMMENT-0166
OPPORTUNITY-0324,LINK-0517,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.77969085,yes,COMMENT-0167
OPPORTUNITY-0325,LINK-0518,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.83888314,yes,COMMENT-0168
OPPORTUNITY-0326,LINK-0519,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.61481239,yes,COMMENT-0169
OPPORTUNITY-0327,LINK-0521,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_offered,not_offered,0.26621261,no,
OPPORTUNITY-0328,LINK-0523,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.45108044,no,
OPPORTUNITY-0329,LINK-0524,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.34327491,no,
OPPORTUNITY-0330,LINK-0525,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.90390542,yes,COMMENT-0170
OPPORTUNITY-0331,LINK-0526,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.48063527,no,
OPPORTUNITY-0332,LINK-0528,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.74407360,yes,COMMENT-0171
OPPORTUNITY-0333,LINK-0529,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.61720793,yes,COMMENT-0172
OPPORTUNITY-0334,LINK-0530,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.31865851,no,
OPPORTUNITY-0335,LINK-0531,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.17529606,no,
OPPORTUNITY-0336,LINK-0533,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.40400765,no,
OPPORTUNITY-0337,LINK-0534,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.10080973,no,
OPPORTUNITY-0338,LINK-0539,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.65356971,yes,COMMENT-0173
OPPORTUNITY-0339,LINK-0542,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.57431122,yes,COMMENT-0174
OPPORTUNITY-0340,LINK-0544,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.88824439,yes,COMMENT-0175
OPPORTUNITY-0341,LINK-0548,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.40122137,no,
OPPORTUNITY-0342,LINK-0553,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.88195996,yes,COMMENT-0176
OPPORTUNITY-0343,LINK-0554,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.46434897,no,
OPPORTUNITY-0344,LINK-0556,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.48435348,no,
OPPORTUNITY-0345,LINK-0557,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,offered,0.23052634,no,
OPPORTUNITY-0346,LINK-0559,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.81816227,yes,COMMENT-0177
OPPORTUNITY-0347,LINK-0560,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.51626017,yes,COMMENT-0178
OPPORTUNITY-0348,LINK-0561,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,1.10406543,yes,COMMENT-0179
OPPORTUNITY-0349,LINK-0562,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.58729103,yes,COMMENT-0180
OPPORTUNITY-0350,LINK-0563,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.96338523,yes,COMMENT-0181
OPPORTUNITY-0351,LINK-0564,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,not_offered,0.51093514,yes,COMMENT-0182
OPPORTUNITY-0352,LINK-0568,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.18715216,no,
OPPORTUNITY-0353,LINK-0569,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.35733995,no,
OPPORTUNITY-0354,LINK-0571,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.69282721,yes,COMMENT-0183
OPPORTUNITY-0355,LINK-0572,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.25515479,no,
OPPORTUNITY-0356,LINK-0573,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.45876679,no,
OPPORTUNITY-0357,LINK-0574,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.10881467,no,
OPPORTUNITY-0358,LINK-0575,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.41019874,no,
OPPORTUNITY-0359,LINK-0576,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.32750611,no,
OPPORTUNITY-0360,LINK-0577,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.45988496,no,
OPPORTUNITY-0361,LINK-0578,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.79448941,yes,COMMENT-0184
OPPORTUNITY-0362,LINK-0579,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.51577337,yes,COMMENT-0185
OPPORTUNITY-0363,LINK-0580,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.79988576,yes,COMMENT-0186
OPPORTUNITY-0364,LINK-0581,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.37709418,no,
OPPORTUNITY-0365,LINK-0582,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.70329256,yes,COMMENT-0187
OPPORTUNITY-0366,LINK-0584,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.70112318,yes,COMMENT-0188
OPPORTUNITY-0367,LINK-0586,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.13032458,no,
OPPORTUNITY-0368,LINK-0587,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.24975980,no,
OPPORTUNITY-0369,LINK-0588,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.90883589,yes,COMMENT-0189
OPPORTUNITY-0370,LINK-0589,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.69889144,yes,COMMENT-0190
OPPORTUNITY-0371,LINK-0590,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.26583975,no,
OPPORTUNITY-0372,LINK-0591,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,not_offered,0.44655221,no,
OPPORTUNITY-0373,LINK-0592,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.62068270,yes,COMMENT-0191
OPPORTUNITY-0374,LINK-0593,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.48978509,no,
OPPORTUNITY-0375,LINK-0595,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.74217734,yes,COMMENT-0192
OPPORTUNITY-0376,LINK-0598,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_offered,offered,0.32366575,no,
OPPORTUNITY-0377,LINK-0599,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.13700254,no,
OPPORTUNITY-0378,LINK-0601,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.04686226,no,
OPPORTUNITY-0379,LINK-0603,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.71634255,yes,COMMENT-0193
OPPORTUNITY-0380,LINK-0604,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.50417332,no,
OPPORTUNITY-0381,LINK-0606,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.64824092,yes,COMMENT-0194
OPPORTUNITY-0382,LINK-0607,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,offered,0.74809028,yes,COMMENT-0195
