chart_id,measure,chart_family,week_index,baseline_status,numerator,denominator,value,unit,centerline,lower_limit,upper_limit,moving_range,moving_range_upper_limit,signal_ids,interpretation_status,synthetic_flag
C04,weekly_arrivals,run chart,35,evaluation,769,,769.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,36,evaluation,753,,753.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,37,evaluation,789,,789.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,38,evaluation,819,,819.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,39,evaluation,776,,776.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,40,evaluation,858,,858.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,41,evaluation,800,,800.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,42,evaluation,870,,870.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,43,evaluation,838,,838.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,44,evaluation,893,,893.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,45,evaluation,866,,866.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,46,evaluation,869,,869.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,47,evaluation,889,,889.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,48,evaluation,878,,878.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,49,evaluation,853,,853.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,50,evaluation,863,,863.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,51,evaluation,869,,869.0,encounters,853.0,,,,,,no predeclared signal at this point,1
C04,weekly_arrivals,run chart,52,evaluation,862,,862.0,encounters,853.0,,,,,,no predeclared signal at this point,1
