tract_fips,state_fips,county_fips,tract_code,tract_name,geometry_type,is_valid,is_empty,is_null,aland_sq_m,awater_sq_m,projected_area_sq_m,area_relative_difference
25009208301,25,25009,208301,2083.01,Polygon,1,0,0,2702217,52064,2754147.0108202556,0.0000486476
25009208302,25,25009,208302,2083.02,Polygon,1,0,0,4199517,722531,4921816.113136515,0.0000471119
25009208401,25,25009,208401,2084.01,Polygon,1,0,0,6530788,386401,6916878.5910077589,0.000044875
25009208402,25,25009,208402,2084.02,Polygon,1,0,0,4410795,145126,4555702.0296223052,0.0000480628
25009209100,25,25009,209100,2091,Polygon,1,0,0,11006423,1157786,12163726.894642083,0.0000396331
25009209200,25,25009,209200,2092,Polygon,1,0,0,14517997,361131,14878616.3012405429,0.0000343904
25009210100,25,25009,210100,2101,Polygon,1,0,0,6531587,2363,6533742.5244150665,0.0000317535
25009210200,25,25009,210200,2102,Polygon,1,0,0,6461466,859791,7320990.7281362833,0.0000363697
25009210301,25,25009,210301,2103.01,Polygon,1,0,0,3692776,17083,3709731.6839600583,0.0000343183
25009210302,25,25009,210302,2103.02,Polygon,1,0,0,7189314,30075,7219129.0328319874,0.0000360096
25009210401,25,25009,210401,2104.01,Polygon,1,0,0,1687321,80584,1767838.9426021622,0.0000373648
25009210402,25,25009,210402,2104.02,Polygon,1,0,0,5549346,130527,5679654.9881208632,0.0000383832
25009210500,25,25009,210500,2105,Polygon,1,0,0,4664380,152213,4816384.6916708872,0.0000432481
25009210600,25,25009,210600,2106,Polygon,1,0,0,2949178,205397,3154442.2884046859,0.0000420696
25009210700,25,25009,210700,2107,Polygon,1,0,0,886706,1064,887733.547435097,0.0000410608
25009210800,25,25009,210800,2108,Polygon,1,0,0,922282,7373,929619.5817678195,0.0000380983
25009210900,25,25009,210900,2109,Polygon,1,0,0,1518232,0,1518177.3500495497,0.0000359958
25009211100,25,25009,211100,2111,Polygon,1,0,0,3860373,960230,4820449.1952354573,0.0000319057
25009211201,25,25009,211201,2112.01,Polygon,1,0,0,2176388,65674,2241987.5241201064,0.0000332176
25009211202,25,25009,211202,2112.02,Polygon,1,0,0,1730057,19108,1749112.8134124901,0.0000298351
25009211300,25,25009,211300,2113,Polygon,1,0,0,8303286,27226,8330291.649926411,0.000026451
25009211401,25,25009,211401,2114.01,Polygon,1,0,0,7815548,92959,7908286.2201630035,0.0000279168
25009211402,25,25009,211402,2114.02,Polygon,1,0,0,10506813,1181648,11688145.1018544249,0.0000270265
25009212101,25,25009,212101,2121.01,Polygon,1,0,0,20571367,575025,21145989.8756466582,0.0000190162
25009212102,25,25009,212102,2121.02,Polygon,1,0,0,14256626,2121499,16377730.7615572233,0.000024071
25009213100,25,25009,213100,2131,Polygon,1,0,0,61019180,2199594,63218759.0007699654,0.0000002373
25009214100,25,25009,214100,2141,Polygon,1,0,0,30815148,2337347,33152069.7845450789,0.000012826
25009215101,25,25009,215101,2151.01,Polygon,1,0,0,20918178,1031120,21948917.6204849333,0.0000173299
25009215102,25,25009,215102,2151.02,Polygon,1,0,0,15799227,879229,16678235.225369215,0.0000132371
25009216100,25,25009,216100,2161,Polygon,1,0,0,19837024,1249348,21085906.5337494723,0.0000220743
25009217101,25,25009,217101,2171.01,Polygon,1,0,0,6436237,301398,6737451.0094486196,0.0000273079
25009217102,25,25009,217102,2171.02,Polygon,1,0,0,4902938,398229,5301029.8515439732,0.0000258714
25009217201,25,25009,217201,2172.01,Polygon,1,0,0,2787731,6823,2794470.5244817599,0.0000298708
25009217202,25,25009,217202,2172.02,Polygon,1,0,0,1692412,520611,2212944.3892933219,0.0000355219
25009217300,25,25009,217300,2173,Polygon,1,0,0,2423813,94025,2517759.724761745,0.0000310883
25009217401,25,25009,217401,2174.01,Polygon,1,0,0,321287,0,321275.6363796987,0.0000353691
25009217402,25,25009,217402,2174.02,Polygon,1,0,0,767215,612514,1379680.9072763075,0.0000348566
25009217500,25,25009,217500,2175,Polygon,1,0,0,2537719,1030700,3568294.0937898238,0.0000350032
25009217601,25,25009,217601,2176.01,Polygon,1,0,0,5988093,208094,6196010.5646413658,0.0000284748
25009217602,25,25009,217602,2176.02,Polygon,1,0,0,11552006,10035621,21586919.7632253915,0.0000327612
25009218100,25,25009,218100,2181,Polygon,1,0,0,23904339,3206997,27110594.1103226207,0.0000273646
25009220101,25,25009,220101,2201.01,Polygon,1,0,0,9739625,3758685,13498167.1087795496,0.0000105859
25009220102,25,25009,220102,2201.02,Polygon,1,0,0,8358411,417536,8775906.5881957877,0.0000046048
25009221100,25,25009,221100,2211,Polygon,1,0,0,14454575,2231707,16686156.2980164774,0.0000075333
25009221300,25,25009,221300,2213,Polygon,1,0,0,9400056,3875339,13275123.6138746794,0.0000204428
25009221400,25,25009,221400,2214,Polygon,1,0,0,1160605,75043,1235629.3300660194,0.0000151094
25009221500,25,25009,221500,2215,Polygon,1,0,0,814716,359651,1174344.3866578173,0.0000192558
25009221600,25,25009,221600,2216,Polygon,1,0,0,975440,79562,1054985.7605301561,0.0000153928
25009221700,25,25009,221700,2217,Polygon,1,0,0,902505,94392,996880.4270542351,0.0000166245
25009221800,25,25009,221800,2218,Polygon,1,0,0,1613872,484493,2098333.7897291747,0.0000148736
25009221901,25,25009,221901,2219.01,Polygon,1,0,0,17104740,1749399,18853706.6628184468,0.0000229306
25009221902,25,25009,221902,2219.02,Polygon,1,0,0,21411900,5055885,26467427.814801082,0.0000134951
25009222100,25,25009,222100,2221,Polygon,1,0,0,36161205,5384307,41544942.5871978924,0.0000137058
25009223100,25,25009,223100,2231,Polygon,1,0,0,44821814,15633567,60455507.4323149621,0.0000020913
25009223200,25,25009,223200,2232,Polygon,1,0,0,3627520,251322,3878842.4968879963,0.0000001281
25009223300,25,25009,223300,2233,Polygon,1,0,0,34702126,746394,35448489.806532301,0.0000008518
25009250100,25,25009,250100,2501,Polygon,1,0,0,852256,198746,1051005.4395140384,0.0000032726
25009250200,25,25009,250200,2502,Polygon,1,0,0,1456654,21771,1478436.9318991823,0.0000080707
25009250300,25,25009,250300,2503,Polygon,1,0,0,500275,21867,522144.9992970791,0.0000057442
25009250400,25,25009,250400,2504,Polygon,1,0,0,322704,5102,327810.7092722514,0.000014366
25009250500,25,25009,250500,2505,Polygon,1,0,0,300558,3894,304454.3345312551,0.000007668
25009250600,25,25009,250600,2506,Polygon,1,0,0,659027,0,659034.3751553121,0.000011191
25009250700,25,25009,250700,2507,Polygon,1,0,0,628799,12292,641097.5239751481,0.0000101764
25009250800,25,25009,250800,2508,Polygon,1,0,0,2070595,184817,2255435.3295286591,0.0000103438
25009250900,25,25009,250900,2509,Polygon,1,0,0,155813,5873,161689.550310526,0.0000219581
25009251000,25,25009,251000,2510,Polygon,1,0,0,325775,4615,330395.6156779599,0.0000169971
25009251100,25,25009,251100,2511,Polygon,1,0,0,353920,8223,362146.9680389536,0.0000109571
25009251200,25,25009,251200,2512,Polygon,1,0,0,213207,0,213208.3963178691,0.0000065491
25009251300,25,25009,251300,2513,Polygon,1,0,0,582455,83658,666115.5456839041,0.0000038217
25009251400,25,25009,251400,2514,Polygon,1,0,0,788503,103419,891922.8413556623,0.0000009433
25009251500,25,25009,251500,2515,Polygon,1,0,0,2286332,310621,2596962.6959033501,0.0000037336
25009251600,25,25009,251600,2516,Polygon,1,0,0,1451063,190792,1641867.5969070792,0.0000076724
25009251700,25,25009,251700,2517,Polygon,1,0,0,2503338,127560,2630903.4880134217,0.000002086
25009251800,25,25009,251800,2518,Polygon,1,0,0,2496769,8430,2505203.9243080765,0.0000019656
25009252101,25,25009,252101,2521.01,Polygon,1,0,0,1799611,182932,1982559.5970473464,0.0000083716
25009252102,25,25009,252102,2521.02,Polygon,1,0,0,10172693,698678,10871423.7334826309,0.0000048507
25009252201,25,25009,252201,2522.01,Polygon,1,0,0,4250235,102181,4352466.2534086173,0.0000115461
25009252202,25,25009,252202,2522.02,Polygon,1,0,0,6780463,224990,7005561.750493112,0.0000155237
25009252300,25,25009,252300,2523,Polygon,1,0,0,4622344,256094,4878501.7679301323,0.0000130714
25009252400,25,25009,252400,2524,Polygon,1,0,0,879823,16735,896570.5740703141,0.0000140248
25009252501,25,25009,252501,2525.01,Polygon,1,0,0,1354418,0,1354436.3521096844,0.0000135498
25009252502,25,25009,252502,2525.02,Polygon,1,0,0,5031895,33643,5065620.2035027267,0.000016228
25009252601,25,25009,252601,2526.01,Polygon,1,0,0,5225803,395198,5621102.3148726635,0.0000180243
25009252602,25,25009,252602,2526.02,Polygon,1,0,0,13482639,103114,13586102.1514944807,0.0000256998
25009252603,25,25009,252603,2526.03,Polygon,1,0,0,3929808,6547,3936440.7005290529,0.0000217715
25009253100,25,25009,253100,2531,Polygon,1,0,0,2776009,82482,2858503.0473812954,0.0000042146
25009253201,25,25009,253201,2532.01,Polygon,1,0,0,6044011,331726,6375799.0031850077,0.0000097249
25009253202,25,25009,253202,2532.02,Polygon,1,0,0,4111208,14079,4125282.6757498118,0.0000010482
25009253203,25,25009,253203,2532.03,Polygon,1,0,0,14107479,2516807,16624370.1738883927,0.0000050633
25009253204,25,25009,253204,2532.04,Polygon,1,0,0,23603152,588352,24191216.3899364807,0.0000118889
25009253205,25,25009,253205,2532.05,Polygon,1,0,0,17433983,175900,17609782.1737807691,0.0000057255
25009254100,25,25009,254100,2541,Polygon,1,0,0,6809851,87785,6897614.0905289594,0.0000031764
25009254200,25,25009,254200,2542,Polygon,1,0,0,3164186,26654,3190816.6983869732,0.0000073027
25009254301,25,25009,254301,2543.01,Polygon,1,0,0,11955137,412277,12367212.959738465,0.0000162556
25009254302,25,25009,254302,2543.02,Polygon,1,0,0,17405964,885686,18291338.270842284,0.0000170422
25009254401,25,25009,254401,2544.01,Polygon,1,0,0,6537462,105404,6642818.2163289133,0.0000071932
25009254402,25,25009,254402,2544.02,Polygon,1,0,0,27274263,1839650,29113748.3356919438,0.0000056559
25009254403,25,25009,254403,2544.03,Polygon,1,0,0,6664714,109160,6773783.6692847107,0.0000133352
25009260100,25,25009,260100,2601,Polygon,1,0,0,887267,68317,955612.5979042308,0.0000299271
25009260200,25,25009,260200,2602,Polygon,1,0,0,736232,68469,804728.873771256,0.0000346387
25009260301,25,25009,260301,2603.01,Polygon,1,0,0,6546034,1675522,8221805.2708843099,0.0000303192
25009260302,25,25009,260302,2603.02,Polygon,1,0,0,18949408,1353847,20304051.5925361887,0.0000392347
25009260401,25,25009,260401,2604.01,Polygon,1,0,0,10010242,45851,10056509.2554021999,0.0000413934
25009260402,25,25009,260402,2604.02,Polygon,1,0,0,16753078,888079,17641780.299037654,0.0000353321
25009260500,25,25009,260500,2605,Polygon,1,0,0,3144872,156545,3301544.4159577666,0.0000385943
25009260600,25,25009,260600,2606,Polygon,1,0,0,1841406,48350,1889825.4765561433,0.0000367648
25009260700,25,25009,260700,2607,Polygon,1,0,0,2534808,39785,2574678.59224641,0.000033245
25009260800,25,25009,260800,2608,Polygon,1,0,0,940673,85333,1026037.5175484526,0.0000307187
25009260900,25,25009,260900,2609,Polygon,1,0,0,2990725,228770,3219587.5821559574,0.0000287567
25009261000,25,25009,261000,2610,Polygon,1,0,0,1517489,321683,1839215.3946156669,0.0000235946
25009261101,25,25009,261101,2611.01,Polygon,1,0,0,9143953,1209808,10353975.6478523016,0.0000207314
25009261102,25,25009,261102,2611.02,Polygon,1,0,0,9567381,700005,10267607.1084546,0.000021535
25009262100,25,25009,262100,2621,Polygon,1,0,0,22011371,1032793,23045399.1476566978,0.0000535992
25009263100,25,25009,263100,2631,Polygon,1,0,0,34828194,3307591,38137179.8164193481,0.000036575
25009264100,25,25009,264100,2641,Polygon,1,0,0,22999252,1338979,24338762.2425562739,0.0000218275
25009265101,25,25009,265101,2651.01,Polygon,1,0,0,16986544,613444,17600163.2760715894,0.0000099589
25009265102,25,25009,265102,2651.02,Polygon,1,0,0,16318373,134252,16452880.3428357299,0.0000155199
25009266100,25,25009,266100,2661,Polygon,1,0,0,14115173,2485315,16601405.9632649459,0.0000552974
25009266200,25,25009,266200,2662,Polygon,1,0,0,6762933,406860,7170253.7420675149,0.0000642616
25009266300,25,25009,266300,2663,Polygon,1,0,0,4500683,794779,5295751.2983114356,0.0000546314
25009266400,25,25009,266400,2664,Polygon,1,0,0,6457626,42237,6500284.5207615336,0.0000648507
25009267102,25,25009,267102,2671.02,Polygon,1,0,0,27872692,1428209,29302627.9976205453,0.0000589401
25009267103,25,25009,267103,2671.03,Polygon,1,0,0,3361990,1325672,4687919.9651136519,0.0000550307
25009267104,25,25009,267104,2671.04,Polygon,1,0,0,8582384,3487882,12070866.6115315743,0.0000497596
25009268100,25,25009,268100,2681,Polygon,1,0,0,6011430,812619,6824360.3094795235,0.0000456195
25009268200,25,25009,268200,2682,Polygon,1,0,0,10737361,364499,11102341.3935620263,0.0000433615
25009268300,25,25009,268300,2683,Polygon,1,0,0,1812417,215795,2028297.879134892,0.0000423423
25009268400,25,25009,268400,2684,Polygon,1,0,0,3065747,4715475,7781549.1528684683,0.0000420439
25009269100,25,25009,269100,2691,Polygon,1,0,0,60534393,7582531,68118851.7214087695,0.0000283002
25009270100,25,25009,270100,2701,Polygon,1,0,0,47139582,5571536,52711761.7727999613,0.0000122132
25009990100,25,25009,990100,9901,Polygon,1,0,0,0,707672956,707657204.4724367857,0.0000222582
25011040100,25,25011,040100,401,Polygon,1,0,0,411417117,3715818,415130872.726319015,0.0000049677
25011040200,25,25011,040200,402,Polygon,1,0,0,142704583,3038138,145742533.797808826,0.0000012845
25011040300,25,25011,040300,403,Polygon,1,0,0,88741275,2813226,91554323.8889961839,0.0000019345
25011040400,25,25011,040400,404,Polygon,1,0,0,214952792,3308365,218257495.8943716884,0.000016774
25011040501,25,25011,040501,405.01,Polygon,1,0,0,29276421,668202,29944012.5629762001,0.0000203855
25011040502,25,25011,040502,405.02,Polygon,1,0,0,61540022,1792681,63331410.7194844708,0.0000204046
25011040600,25,25011,040600,406,Polygon,1,0,0,243617558,38070844,281674350.148868382,0.0000498844
25011040701,25,25011,040701,407.01,Polygon,1,0,0,5001975,1131367,6133203.1848866194,0.0000226329
25011040702,25,25011,040702,407.02,Polygon,1,0,0,73081821,2218880,75298194.0900478959,0.000033292
25011040800,25,25011,040800,408,Polygon,1,0,0,89032024,2665083,91692351.1799527109,0.0000518645
25011040900,25,25011,040900,409,Polygon,1,0,0,83924431,2717544,86638576.8671136945,0.0000392204
25011041000,25,25011,041000,410,Polygon,1,0,0,28040529,267686,28307722.1351466961,0.0000174107
25011041100,25,25011,041100,411,Polygon,1,0,0,18345698,704298,19049651.3091116697,0.000018094
25011041200,25,25011,041200,412,Polygon,1,0,0,2189579,0,2189528.8307561469,0.0000229127
25011041301,25,25011,041301,413.01,Polygon,1,0,0,1174093,0,1174061.9871742392,0.0000264143
25011041302,25,25011,041302,413.02,Polygon,1,0,0,1186032,25301,1211301.0740987684,0.000026356
25011041400,25,25011,041400,414,Polygon,1,0,0,4522241,196121,4718228.0233321618,0.0000283947
25011041501,25,25011,041501,415.01,Polygon,1,0,0,201280585,1059363,202331717.9346427023,0.0000406744
25011041502,25,25011,041502,415.02,Polygon,1,0,0,110914685,1201770,112113908.000138104,0.0000227174
25013800101,25,25013,800101,8001.01,Polygon,1,0,0,2723758,214573,2938117.1748261238,0.000072771
25013800102,25,25013,800102,8001.02,Polygon,1,0,0,1470381,160332,1630599.9996214635,0.0000692951
25013800201,25,25013,800201,8002.01,Polygon,1,0,0,3201499,0,3201273.2166853873,0.0000705242
25013800202,25,25013,800202,8002.02,Polygon,1,0,0,5714843,107297,5821730.9961631484,0.0000702497
25013800300,25,25013,800300,8003,Polygon,1,0,0,2565253,10195,2575268.0819196398,0.0000698589
25013800400,25,25013,800400,8004,Polygon,1,0,0,2175825,31732,2207397.1001587971,0.0000724329
25013800500,25,25013,800500,8005,Polygon,1,0,0,1536251,31779,1567923.5633669116,0.0000678792
25013800600,25,25013,800600,8006,Polygon,1,0,0,863136,0,863072.6290653356,0.0000734194
25013800700,25,25013,800700,8007,Polygon,1,0,0,1057146,271957,1329013.8858694772,0.0000670483
25013800800,25,25013,800800,8008,Polygon,1,0,0,952344,167174,1119444.4724922148,0.0000656778
25013800900,25,25013,800900,8009,Polygon,1,0,0,1249439,0,1249353.6791035691,0.0000682874
25013801101,25,25013,801101,8011.01,Polygon,1,0,0,1007357,205543,1212814.9537099286,0.0000701181
25013801102,25,25013,801102,8011.02,Polygon,1,0,0,400169,53337,453473.3720410031,0.000071946
25013801200,25,25013,801200,8012,Polygon,1,0,0,869959,0,869897.073711772,0.000071183
25013801300,25,25013,801300,8013,Polygon,1,0,0,1657927,0,1657817.8434376731,0.0000658392
25013801401,25,25013,801401,8014.01,Polygon,1,0,0,3253047,14781,3267602.5575352279,0.0000689885
25013801402,25,25013,801402,8014.02,Polygon,1,0,0,1024930,0,1024860.4308833979,0.0000678769
25013801501,25,25013,801501,8015.01,Polygon,1,0,0,3071617,53653,3125053.5125745595,0.00006927
25013801502,25,25013,801502,8015.02,Polygon,1,0,0,2136443,2742,2139038.8683468387,0.0000683118
25013801503,25,25013,801503,8015.03,Polygon,1,0,0,3279518,243289,3522560.2658920116,0.0000700391
25013801601,25,25013,801601,8016.01,Polygon,1,0,0,4348832,253841,4602357.2158428011,0.0000686089
25013801602,25,25013,801602,8016.02,Polygon,1,0,0,2859549,27588,2886933.0520285368,0.0000706402
25013801603,25,25013,801603,8016.03,Polygon,1,0,0,4105293,12633,4117645.3932810193,0.0000681427
25013801604,25,25013,801604,8016.04,Polygon,1,0,0,5228797,55126,5283565.2982759438,0.0000676962
25013801605,25,25013,801605,8016.05,Polygon,1,0,0,4193344,92934,4285991.6187743833,0.0000668135
25013801700,25,25013,801700,8017,Polygon,1,0,0,1678137,229666,1907667.7328493996,0.0000709021
25013801800,25,25013,801800,8018,Polygon,1,0,0,1313679,19369,1332954.1109744087,0.0000704318
25013801901,25,25013,801901,8019.01,Polygon,1,0,0,813013,22921,835879.4334189625,0.0000652762
25013801902,25,25013,801902,8019.02,Polygon,1,0,0,863131,0,863072.2435979892,0.0000680736
25013802000,25,25013,802000,8020,Polygon,1,0,0,883314,245044,1128281.6838108574,0.0000676347
25013802101,25,25013,802101,8021.01,Polygon,1,0,0,4713082,346132,5058878.0709211566,0.0000663995
25013802200,25,25013,802200,8022,Polygon,1,0,0,584327,11319,595607.6143423259,0.0000644437
25013802300,25,25013,802300,8023,Polygon,1,0,0,1175072,28983,1203974.4192370488,0.0000669245
25013802400,25,25013,802400,8024,Polygon,1,0,0,2711856,208397,2920052.7154981829,0.0000685846
25013802500,25,25013,802500,8025,Polygon,1,0,0,3548286,11786,3559829.2721412159,0.0000681806
25013802601,25,25013,802601,8026.01,Polygon,1,0,0,1813518,368,1813763.7411874926,0.0000674016
25013802602,25,25013,802602,8026.02,Polygon,1,0,0,1498376,0,1498278.4636064973,0.0000650947
25013810100,25,25013,810100,8101,Polygon,1,0,0,50694356,500228,51190978.9246319011,0.0000704191
25013810200,25,25013,810200,8102,Polygon,1,0,0,18034817,291259,18324778.5158298612,0.0000707999
25013810300,25,25013,810300,8103,Polygon,1,0,0,13053165,302078,13354304.5118151624,0.0000702711
25013810403,25,25013,810403,8104.03,Polygon,1,0,0,2549684,275326,2824816.0489834961,0.000068655
25013810404,25,25013,810404,8104.04,Polygon,1,0,0,6026789,283295,6309635.6981584951,0.0000710453
25013810412,25,25013,810412,8104.12,Polygon,1,0,0,8411984,183350,8594722.1584603414,0.000071183
25013810414,25,25013,810414,8104.14,Polygon,1,0,0,53447785,2216163,55660000.3823752701,0.0000709188
25013810601,25,25013,810601,8106.01,Polygon,1,0,0,5959457,245553,6204574.0289876638,0.0000702611
25013810602,25,25013,810602,8106.02,Polygon,1,0,0,10028716,243184,10271179.9590585735,0.0000700981
25013810700,25,25013,810700,8107,Polygon,1,0,0,3478193,221502,3699433.0010657059,0.0000708164
25013810800,25,25013,810800,8108,Polygon,1,0,0,2492323,71973,2564110.4603740792,0.000072355
25013810901,25,25013,810901,8109.01,Polygon,1,0,0,888386,254293,1142599.2482342205,0.0000697937
25013810902,25,25013,810902,8109.02,Polygon,1,0,0,2597082,171027,2767911.1847423753,0.0000714622
25013811000,25,25013,811000,8110,Polygon,1,0,0,4688408,156167,4844228.655183129,0.0000714913
25013811101,25,25013,811101,8111.01,Polygon,1,0,0,2254120,231500,2485442.9242989281,0.0000712401
25013811102,25,25013,811102,8111.02,Polygon,1,0,0,3830704,671221,4501609.8343460988,0.0000700069
25013811200,25,25013,811200,8112,Polygon,1,0,0,3798807,3367,3801905.0733056851,0.0000707297
25013811301,25,25013,811301,8113.01,Polygon,1,0,0,4486824,226680,4713165.4695314858,0.0000718214
25013811302,25,25013,811302,8113.02,Polygon,1,0,0,14822156,6705,14827810.4777989294,0.0000708431
25013811400,25,25013,811400,8114,Polygon,1,0,0,967147,222151,1189216.7155377481,0.0000683466
25013811500,25,25013,811500,8115,Polygon,1,0,0,810602,155725,966256.161952674,0.0000733065
25013811600,25,25013,811600,8116,Polygon,1,0,0,827581,57872,885388.1779887578,0.0000732077
25013811700,25,25013,811700,8117,Polygon,1,0,0,855247,266028,1121199.6933033043,0.0000671617
25013811800,25,25013,811800,8118,Polygon,1,0,0,793506,0,793452.3690611563,0.0000675873
25013811900,25,25013,811900,8119,Polygon,1,0,0,17583939,1827660,19410238.787039116,0.0000700722
25013812001,25,25013,812001,8120.01,Polygon,1,0,0,990876,0,990804.5897828403,0.0000720678
25013812002,25,25013,812002,8120.02,Polygon,1,0,0,5623846,15089,5638535.9631028119,0.0000707646
25013812101,25,25013,812101,8121.01,Polygon,1,0,0,20363488,1278089,21640043.6513390653,0.000070852
25013812103,25,25013,812103,8121.03,Polygon,1,0,0,3780264,403897,4183867.9017349044,0.0000700495
25013812104,25,25013,812104,8121.04,Polygon,1,0,0,2230223,0,2230062.9538299232,0.0000717624
25013812201,25,25013,812201,8122.01,Polygon,1,0,0,4129804,468767,4598252.4691587128,0.0000692674
25013812202,25,25013,812202,8122.02,Polygon,1,0,0,7422339,418764,7840554.2965061469,0.0000699778
25013812300,25,25013,812300,8123,Polygon,1,0,0,4598488,737993,5336119.8295932487,0.0000676795
25013812401,25,25013,812401,8124.01,Polygon,1,0,0,20064498,454264,20517339.6341183931,0.0000693203
25013812403,25,25013,812403,8124.03,Polygon,1,0,0,1849692,0,1849564.9640106685,0.0000686795
25013812404,25,25013,812404,8124.04,Polygon,1,0,0,5266753,9985,5276376.6940373322,0.0000684715
25013812500,25,25013,812500,8125,Polygon,1,0,0,29419391,995146,30412418.4231847599,0.0000696567
25013812600,25,25013,812600,8126,Polygon,1,0,0,15311997,335872,15646812.13004715,0.0000675408
25013812701,25,25013,812701,8127.01,Polygon,1,0,0,1594792,0,1594681.5431697897,0.000069261
25013812702,25,25013,812702,8127.02,Polygon,1,0,0,2281000,109434,2390269.9950215551,0.0000686089
25013812800,25,25013,812800,8128,Polygon,1,0,0,40430983,825805,41253887.319238022,0.000070308
25013812901,25,25013,812901,8129.01,Polygon,1,0,0,3684378,102478,3786587.973556105,0.0000707781
25013812902,25,25013,812902,8129.02,Polygon,1,0,0,26487254,361272,26846675.1318254434,0.0000689374
25013812903,25,25013,812903,8129.03,Polygon,1,0,0,607619,0,607577.9008799158,0.0000676396
25013813001,25,25013,813001,8130.01,Polygon,1,0,0,310046809,9613893,319638696.8830754757,0.000068839
25013813002,25,25013,813002,8130.02,Polygon,1,0,0,193578158,3500741,197065468.0713507235,0.00006815
25013813101,25,25013,813101,8131.01,Polygon,1,0,0,32072471,2018133,34088409.3414187804,0.0000643772
25013813102,25,25013,813102,8131.02,Polygon,1,0,0,47743815,133011,47873750.9797364548,0.0000642277
25013813204,25,25013,813204,8132.04,Polygon,1,0,0,12268435,360062,12627652.089880228,0.000066905
25013813205,25,25013,813205,8132.05,Polygon,1,0,0,25849518,163763,26011617.3636425845,0.0000639533
25013813206,25,25013,813206,8132.06,Polygon,1,0,0,5742424,49595,5791635.504774658,0.000066211
25013813207,25,25013,813207,8132.07,Polygon,1,0,0,5254148,76568,5330360.4502098113,0.0000666983
25013813208,25,25013,813208,8132.08,Polygon,1,0,0,3877580,1226071,5103322.26216387,0.0000644123
25013813209,25,25013,813209,8132.09,Polygon,1,0,0,7411307,746565,8157331.8792674383,0.0000662085
25013813301,25,25013,813301,8133.01,Polygon,1,0,0,12149437,1269603,13418184.8601293433,0.0000637259
25013813303,25,25013,813303,8133.03,Polygon,1,0,0,6463623,29369,6492570.5227553267,0.0000649126
25013813304,25,25013,813304,8133.04,Polygon,1,0,0,4928544,11337,4939569.8012122475,0.0000629972
25013813401,25,25013,813401,8134.01,Polygon,1,0,0,5685120,23961,5708705.5730234738,0.0000657596
25013813403,25,25013,813403,8134.03,Polygon,1,0,0,6378183,30597,6408359.6525438214,0.0000655893
25013813404,25,25013,813404,8134.04,Polygon,1,0,0,21442052,126691,21567356.0606535561,0.0000643032
25013813500,25,25013,813500,8135,Polygon,1,0,0,50791584,77618,50865889.539132826,0.0000651172
25013813601,25,25013,813601,8136.01,Polygon,1,0,0,26231220,675586,26904925.5537834615,0.0000698874
25013813602,25,25013,813602,8136.02,Polygon,1,0,0,30863484,76511,30937879.7815939374,0.0000683652
25013813701,25,25013,813701,8137.01,Polygon,1,0,0,43997013,1038917,45032938.5302896872,0.0000664241
25013813702,25,25013,813702,8137.02,Polygon,1,0,0,70533312,421528,70950057.2845364809,0.0000674051
25013813801,25,25013,813801,8138.01,Polygon,1,0,0,72608642,2589250,75193011.1549849063,0.0000649067
25013813802,25,25013,813802,8138.02,Polygon,1,0,0,90056657,1421542,91471880.0452905893,0.0000690761
25015820101,25,25015,820101,8201.01,Polygon,1,0,0,81855240,14398871,96247505.67714715,0.0000686238
25015820102,25,25015,820102,8201.02,Polygon,1,0,0,7176477,114742,7290703.2791251596,0.0000707318
25015820205,25,25015,820205,8202.05,Polygon,1,0,0,148893465,10218898,159102005.0907384455,0.0000650981
25015820206,25,25015,820206,8202.06,Polygon,1,0,0,24280801,25669,24304771.107264813,0.0000698947
25015820207,25,25015,820207,8202.07,Polygon,1,0,0,28081218,433709,28512991.8263724297,0.0000678653
25015820300,25,25015,820300,8203,Polygon,1,0,0,18271703,88118,18358769.3360564299,0.0000572807
25015820400,25,25015,820400,8204,Polygon,1,0,0,2107041,12788,2119701.3105684048,0.0000602357
25015820500,25,25015,820500,8205,Polygon,1,0,0,6941012,2579,6943162.3154403931,0.0000617382
25015820600,25,25015,820600,8206,Polygon,1,0,0,1479879,6105,1485893.197491507,0.000061106
25015820700,25,25015,820700,8207,Polygon,1,0,0,12710811,95275,12805290.435975004,0.0000621239
25015820801,25,25015,820801,8208.01,Polygon,1,0,0,29320486,135166,29453713.3943906203,0.0000658144
25015820802,25,25015,820802,8208.02,Polygon,1,0,0,715105,0,715058.8057958981,0.0000645978
25015820900,25,25015,820900,8209,Polygon,1,0,0,72048765,666977,72710677.9796011448,0.0000696413
25015821000,25,25015,821000,8210,Polygon,1,0,0,8499059,94670,8593118.1178206243,0.0000710846
25015821101,25,25015,821101,8211.01,Polygon,1,0,0,7386428,411280,7797157.0258175004,0.0000706585
25015821200,25,25015,821200,8212,Polygon,1,0,0,863622,64890,928446.5720861853,0.0000704653
25015821300,25,25015,821300,8213,Polygon,1,0,0,29127474,1294397,30419762.6485185847,0.0000693038
25015821400,25,25015,821400,8214,Polygon,1,0,0,59802235,3948125,63746329.4135950506,0.0000632245
25015821500,25,25015,821500,8215,Polygon,1,0,0,41175416,2395444,43568232.8470271006,0.0000602961
25015821601,25,25015,821601,8216.01,Polygon,1,0,0,12891646,736681,13627446.8766902462,0.0000645804
25015821602,25,25015,821602,8216.02,Polygon,1,0,0,4089118,29875,4118723.0140914968,0.0000655466
