source_id,field_order,field_name,source_or_derived,rows,nonmissing,missing,distinct_nonmissing,negative_sentinel_like,teaching_role
cdc-atsdr-svi-2022-ma-tract,86,EPL_AGE65,source,1613,1613,0,332,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,87,EPL_AGE17,source,1613,1613,0,304,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,88,EPL_DISABL,source,1613,1613,0,256,12,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,89,EPL_SNGPNT,source,1613,1613,0,225,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,90,EPL_LIMENG,source,1613,1613,0,241,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,91,SPL_THEME2,source,1613,1613,0,1548,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,92,RPL_THEME2,source,1613,1613,0,1548,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,93,EPL_MINRTY,source,1613,1613,0,678,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,94,SPL_THEME3,source,1613,1613,0,678,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,95,RPL_THEME3,source,1613,1613,0,678,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,96,EPL_MUNIT,source,1613,1613,0,493,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,97,EPL_MOBILE,source,1613,1613,0,99,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,98,EPL_CROWD,source,1613,1613,0,136,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,99,EPL_NOVEH,source,1613,1613,0,423,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,100,EPL_GROUPQ,source,1613,1613,0,180,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,101,SPL_THEME4,source,1613,1613,0,1547,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,102,RPL_THEME4,source,1613,1613,0,1547,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,103,SPL_THEMES,source,1613,1613,0,1581,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,104,RPL_THEMES,source,1613,1613,0,1581,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,105,F_POV150,source,1613,1613,0,3,15,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,106,F_UNEMP,source,1613,1613,0,3,12,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,107,F_HBURD,source,1613,1613,0,3,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,108,F_NOHSDP,source,1613,1613,0,3,13,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,109,F_UNINSUR,source,1613,1613,0,3,12,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,110,F_THEME1,source,1613,1613,0,7,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,111,F_AGE65,source,1613,1613,0,3,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,112,F_AGE17,source,1613,1613,0,3,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,113,F_DISABL,source,1613,1613,0,3,12,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,114,F_SNGPNT,source,1613,1613,0,3,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,115,F_LIMENG,source,1613,1613,0,3,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,116,F_THEME2,source,1613,1613,0,6,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,117,F_MINRTY,source,1613,1613,0,3,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,118,F_THEME3,source,1613,1613,0,3,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,119,F_MUNIT,source,1613,1613,0,3,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,120,F_MOBILE,source,1613,1613,0,3,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,121,F_CROWD,source,1613,1613,0,3,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,122,F_NOVEH,source,1613,1613,0,3,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,123,F_GROUPQ,source,1613,1613,0,3,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,124,F_THEME4,source,1613,1613,0,6,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,125,F_TOTAL,source,1613,1613,0,14,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,126,E_DAYPOP,source,1613,1613,0,1452,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,127,E_NOINT,source,1613,1613,0,415,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,128,M_NOINT,source,1613,1613,0,240,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,129,E_AFAM,source,1613,1613,0,599,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,130,M_AFAM,source,1613,1613,0,456,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,131,E_HISP,source,1613,1613,0,839,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,132,M_HISP,source,1613,1613,0,570,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,133,E_ASIAN,source,1613,1613,0,663,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,134,M_ASIAN,source,1613,1613,0,435,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,135,E_AIAN,source,1613,1613,0,68,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,136,M_AIAN,source,1613,1613,0,82,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,137,E_NHPI,source,1613,1613,0,44,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,138,M_NHPI,source,1613,1613,0,59,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,139,E_TWOMORE,source,1613,1613,0,460,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,140,M_TWOMORE,source,1613,1613,0,367,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,141,E_OTHERRACE,source,1613,1613,0,241,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,142,M_OTHERRACE,source,1613,1613,0,258,0,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,143,EP_NOINT,source,1613,1613,0,285,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,144,MP_NOINT,source,1613,1613,0,149,19,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,145,EP_AFAM,source,1613,1613,0,285,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,146,MP_AFAM,source,1613,1613,0,149,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,147,EP_HISP,source,1613,1613,0,402,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,148,MP_HISP,source,1613,1613,0,163,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,149,EP_ASIAN,source,1613,1613,0,290,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,150,MP_ASIAN,source,1613,1613,0,138,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,151,EP_AIAN,source,1613,1613,0,30,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,152,MP_AIAN,source,1613,1613,0,55,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,153,EP_NHPI,source,1613,1613,0,23,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,154,MP_NHPI,source,1613,1613,0,54,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,155,EP_TWOMORE,source,1613,1613,0,157,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,156,MP_TWOMORE,source,1613,1613,0,121,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,157,EP_OTHERRACE,source,1613,1613,0,97,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
cdc-atsdr-svi-2022-ma-tract,158,MP_OTHERRACE,source,1613,1613,0,103,11,"area-level contextual estimates, margins, flags, themes, and relative ranks"
