tract_fips,county_fips,county_name,tract_modeled_prevalence_percent,tract_map_class,county_weighted_tract_summary_percent,county_summary_class,absolute_difference_percentage_points,class_changes_after_aggregation,interpretation_limit
25001010100,25001,Barnstable,12.1,10.0% to less than 15.0%,10.5608592651,10.0% to less than 15.0%,1.5391407349,0,tract and county summaries answer different area-level questions; neither supports individual inference
25009267103,25009,Essex,10.3,10.0% to less than 15.0%,10.3005107343,10.0% to less than 15.0%,0.0005107343,0,tract and county summaries answer different area-level questions; neither supports individual inference
25009267104,25009,Essex,11.2,10.0% to less than 15.0%,10.3005107343,10.0% to less than 15.0%,0.8994892657,0,tract and county summaries answer different area-level questions; neither supports individual inference
25009268100,25009,Essex,7.6,5.0% to less than 10.0%,10.3005107343,10.0% to less than 15.0%,2.7005107343,1,tract and county summaries answer different area-level questions; neither supports individual inference
25009268200,25009,Essex,8.5,5.0% to less than 10.0%,10.3005107343,10.0% to less than 15.0%,1.8005107343,1,tract and county summaries answer different area-level questions; neither supports individual inference
25009268300,25009,Essex,9.6,5.0% to less than 10.0%,10.3005107343,10.0% to less than 15.0%,0.7005107343,1,tract and county summaries answer different area-level questions; neither supports individual inference
25009268400,25009,Essex,9.5,5.0% to less than 10.0%,10.3005107343,10.0% to less than 15.0%,0.8005107343,1,tract and county summaries answer different area-level questions; neither supports individual inference
25009269100,25009,Essex,9.7,5.0% to less than 10.0%,10.3005107343,10.0% to less than 15.0%,0.6005107343,1,tract and county summaries answer different area-level questions; neither supports individual inference
25009270100,25009,Essex,8.6,5.0% to less than 10.0%,10.3005107343,10.0% to less than 15.0%,1.7005107343,1,tract and county summaries answer different area-level questions; neither supports individual inference
25011040100,25011,Franklin,10.7,10.0% to less than 15.0%,10.6293610436,10.0% to less than 15.0%,0.0706389564,0,tract and county summaries answer different area-level questions; neither supports individual inference
25011040200,25011,Franklin,10.7,10.0% to less than 15.0%,10.6293610436,10.0% to less than 15.0%,0.0706389564,0,tract and county summaries answer different area-level questions; neither supports individual inference
25011040300,25011,Franklin,9.8,5.0% to less than 10.0%,10.6293610436,10.0% to less than 15.0%,0.8293610436,1,tract and county summaries answer different area-level questions; neither supports individual inference
25011040400,25011,Franklin,10.2,10.0% to less than 15.0%,10.6293610436,10.0% to less than 15.0%,0.4293610436,0,tract and county summaries answer different area-level questions; neither supports individual inference
25011040501,25011,Franklin,12,10.0% to less than 15.0%,10.6293610436,10.0% to less than 15.0%,1.3706389564,0,tract and county summaries answer different area-level questions; neither supports individual inference
25011040502,25011,Franklin,13.9,10.0% to less than 15.0%,10.6293610436,10.0% to less than 15.0%,3.2706389564,0,tract and county summaries answer different area-level questions; neither supports individual inference
25011040600,25011,Franklin,9.7,5.0% to less than 10.0%,10.6293610436,10.0% to less than 15.0%,0.9293610436,1,tract and county summaries answer different area-level questions; neither supports individual inference
25011040701,25011,Franklin,10.8,10.0% to less than 15.0%,10.6293610436,10.0% to less than 15.0%,0.1706389564,0,tract and county summaries answer different area-level questions; neither supports individual inference
25011040702,25011,Franklin,10.4,10.0% to less than 15.0%,10.6293610436,10.0% to less than 15.0%,0.2293610436,0,tract and county summaries answer different area-level questions; neither supports individual inference
25011040800,25011,Franklin,8.7,5.0% to less than 10.0%,10.6293610436,10.0% to less than 15.0%,1.9293610436,1,tract and county summaries answer different area-level questions; neither supports individual inference
25011040900,25011,Franklin,9.7,5.0% to less than 10.0%,10.6293610436,10.0% to less than 15.0%,0.9293610436,1,tract and county summaries answer different area-level questions; neither supports individual inference
25011041000,25011,Franklin,11.3,10.0% to less than 15.0%,10.6293610436,10.0% to less than 15.0%,0.6706389564,0,tract and county summaries answer different area-level questions; neither supports individual inference
25011041100,25011,Franklin,9.4,5.0% to less than 10.0%,10.6293610436,10.0% to less than 15.0%,1.2293610436,1,tract and county summaries answer different area-level questions; neither supports individual inference
25011041200,25011,Franklin,9.5,5.0% to less than 10.0%,10.6293610436,10.0% to less than 15.0%,1.1293610436,1,tract and county summaries answer different area-level questions; neither supports individual inference
25011041301,25011,Franklin,11.8,10.0% to less than 15.0%,10.6293610436,10.0% to less than 15.0%,1.1706389564,0,tract and county summaries answer different area-level questions; neither supports individual inference
25011041302,25011,Franklin,12.5,10.0% to less than 15.0%,10.6293610436,10.0% to less than 15.0%,1.8706389564,0,tract and county summaries answer different area-level questions; neither supports individual inference
25011041400,25011,Franklin,12.1,10.0% to less than 15.0%,10.6293610436,10.0% to less than 15.0%,1.4706389564,0,tract and county summaries answer different area-level questions; neither supports individual inference
25011041501,25011,Franklin,10.3,10.0% to less than 15.0%,10.6293610436,10.0% to less than 15.0%,0.3293610436,0,tract and county summaries answer different area-level questions; neither supports individual inference
25011041502,25011,Franklin,11.1,10.0% to less than 15.0%,10.6293610436,10.0% to less than 15.0%,0.4706389564,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013800101,25013,Hampden,12.2,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.1289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013800102,25013,Hampden,13.5,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.1710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013800201,25013,Hampden,13.5,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.1710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013800202,25013,Hampden,13.8,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.4710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013800300,25013,Hampden,15.9,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,3.5710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013800400,25013,Hampden,13.5,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.1710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013800500,25013,Hampden,14.1,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.7710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013800600,25013,Hampden,19,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,6.6710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013800700,25013,Hampden,22.6,20.0% or greater,12.3289092883,10.0% to less than 15.0%,10.2710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013800800,25013,Hampden,24.7,20.0% or greater,12.3289092883,10.0% to less than 15.0%,12.3710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013800900,25013,Hampden,24.6,20.0% or greater,12.3289092883,10.0% to less than 15.0%,12.2710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013801101,25013,Hampden,22.1,20.0% or greater,12.3289092883,10.0% to less than 15.0%,9.7710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013801102,25013,Hampden,13,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.6710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013801200,25013,Hampden,22.9,20.0% or greater,12.3289092883,10.0% to less than 15.0%,10.5710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013801300,25013,Hampden,17.4,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,5.0710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013801401,25013,Hampden,16.9,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,4.5710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013801402,25013,Hampden,16.2,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,3.8710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013801501,25013,Hampden,13.5,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.1710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013801502,25013,Hampden,17,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,4.6710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013801503,25013,Hampden,16.2,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,3.8710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013801601,25013,Hampden,9.6,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.7289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013801602,25013,Hampden,11,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.3289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013801603,25013,Hampden,11.7,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.6289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013801604,25013,Hampden,10.7,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.6289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013801605,25013,Hampden,14.1,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.7710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013801700,25013,Hampden,10.6,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.7289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013801800,25013,Hampden,15.5,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,3.1710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013801901,25013,Hampden,19,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,6.6710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013801902,25013,Hampden,20,20.0% or greater,12.3289092883,10.0% to less than 15.0%,7.6710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013802000,25013,Hampden,18.6,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,6.2710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013802101,25013,Hampden,14.8,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,2.4710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013802200,25013,Hampden,15.4,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,3.0710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013802300,25013,Hampden,15,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,2.6710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013802400,25013,Hampden,11.9,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.4289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013802500,25013,Hampden,10.8,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.5289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013802601,25013,Hampden,13.8,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.4710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013802602,25013,Hampden,10.7,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.6289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013810100,25013,Hampden,11,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.3289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013810200,25013,Hampden,11.1,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.2289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013810300,25013,Hampden,9.8,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.5289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013810403,25013,Hampden,12.7,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.3710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013810404,25013,Hampden,11.2,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.1289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013810412,25013,Hampden,11.5,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.8289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013810414,25013,Hampden,9.7,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.6289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013810601,25013,Hampden,13.7,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.3710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013810602,25013,Hampden,11.7,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.6289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013810700,25013,Hampden,13,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.6710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013810800,25013,Hampden,12.1,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.2289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013810901,25013,Hampden,13.8,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.4710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013810902,25013,Hampden,10,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,2.3289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013811000,25013,Hampden,10.5,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.8289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013811101,25013,Hampden,12.1,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.2289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013811102,25013,Hampden,12,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.3289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013811200,25013,Hampden,12.3,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.0289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013811301,25013,Hampden,10.5,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.8289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013811302,25013,Hampden,12.1,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.2289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013811400,25013,Hampden,16.4,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,4.0710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013811500,25013,Hampden,22.5,20.0% or greater,12.3289092883,10.0% to less than 15.0%,10.1710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013811600,25013,Hampden,18.6,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,6.2710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013811700,25013,Hampden,21.7,20.0% or greater,12.3289092883,10.0% to less than 15.0%,9.3710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013811800,25013,Hampden,12.9,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.5710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013811900,25013,Hampden,10.1,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,2.2289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013812001,25013,Hampden,15.2,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,2.8710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013812002,25013,Hampden,13.9,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.5710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013812101,25013,Hampden,11.3,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.0289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013812103,25013,Hampden,16.9,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,4.5710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013812104,25013,Hampden,15.6,15.0% to less than 20.0%,12.3289092883,10.0% to less than 15.0%,3.2710907117,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013812201,25013,Hampden,11.9,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.4289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013812202,25013,Hampden,12,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.3289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013812300,25013,Hampden,13.5,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.1710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013812401,25013,Hampden,9.7,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.6289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013812403,25013,Hampden,10.5,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.8289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013812404,25013,Hampden,9.6,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.7289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013812500,25013,Hampden,10.4,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.9289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013812600,25013,Hampden,9.5,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.8289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013812701,25013,Hampden,12.7,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.3710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013812702,25013,Hampden,12.6,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.2710907117,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013812800,25013,Hampden,10.8,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.5289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013812901,25013,Hampden,10,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,2.3289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013812902,25013,Hampden,9.6,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.7289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013812903,25013,Hampden,1.1,less than 5.0%,12.3289092883,10.0% to less than 15.0%,11.2289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013813001,25013,Hampden,10.8,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.5289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013813002,25013,Hampden,9.6,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.7289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013813101,25013,Hampden,10.2,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,2.1289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013813102,25013,Hampden,10.3,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,2.0289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013813204,25013,Hampden,9.4,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.9289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013813205,25013,Hampden,11.4,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.9289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013813206,25013,Hampden,10.1,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,2.2289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013813207,25013,Hampden,9.4,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.9289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013813208,25013,Hampden,10.3,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,2.0289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013813209,25013,Hampden,11,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.3289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013813301,25013,Hampden,8.4,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,3.9289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013813303,25013,Hampden,9.6,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.7289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013813304,25013,Hampden,9.6,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.7289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013813401,25013,Hampden,9.4,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.9289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013813403,25013,Hampden,9.3,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,3.0289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013813404,25013,Hampden,9.6,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.7289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013813500,25013,Hampden,9.9,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,2.4289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013813601,25013,Hampden,10.3,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,2.0289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013813602,25013,Hampden,8.5,5.0% to less than 10.0%,12.3289092883,10.0% to less than 15.0%,3.8289092883,1,tract and county summaries answer different area-level questions; neither supports individual inference
25013813701,25013,Hampden,11.8,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,0.5289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013813702,25013,Hampden,10.9,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,1.4289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013813801,25013,Hampden,10.2,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,2.1289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25013813802,25013,Hampden,10.1,10.0% to less than 15.0%,12.3289092883,10.0% to less than 15.0%,2.2289092883,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015820101,25015,Hampshire,10.9,10.0% to less than 15.0%,8.2264330198,5.0% to less than 10.0%,2.6735669802,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015820102,25015,Hampshire,12.9,10.0% to less than 15.0%,8.2264330198,5.0% to less than 10.0%,4.6735669802,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015820205,25015,Hampshire,8.6,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,0.3735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015820206,25015,Hampshire,10.4,10.0% to less than 15.0%,8.2264330198,5.0% to less than 10.0%,2.1735669802,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015820207,25015,Hampshire,9.1,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,0.8735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015820300,25015,Hampshire,8.3,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,0.0735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015820400,25015,Hampshire,1,less than 5.0%,8.2264330198,5.0% to less than 10.0%,7.2264330198,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015820500,25015,Hampshire,9.5,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,1.2735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015820600,25015,Hampshire,1.3,less than 5.0%,8.2264330198,5.0% to less than 10.0%,6.9264330198,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015820700,25015,Hampshire,8.3,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,0.0735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015820801,25015,Hampshire,7.2,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,1.0264330198,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015820802,25015,Hampshire,0.7,less than 5.0%,8.2264330198,5.0% to less than 10.0%,7.5264330198,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015820900,25015,Hampshire,9.2,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,0.9735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015821000,25015,Hampshire,9.7,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,1.4735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015821101,25015,Hampshire,8.9,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,0.6735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015821200,25015,Hampshire,0.9,less than 5.0%,8.2264330198,5.0% to less than 10.0%,7.3264330198,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015821300,25015,Hampshire,9.2,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,0.9735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015821400,25015,Hampshire,8.3,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,0.0735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015821500,25015,Hampshire,10,10.0% to less than 15.0%,8.2264330198,5.0% to less than 10.0%,1.7735669802,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015821601,25015,Hampshire,10.2,10.0% to less than 15.0%,8.2264330198,5.0% to less than 10.0%,1.9735669802,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015821602,25015,Hampshire,10.6,10.0% to less than 15.0%,8.2264330198,5.0% to less than 10.0%,2.3735669802,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015821700,25015,Hampshire,10.3,10.0% to less than 15.0%,8.2264330198,5.0% to less than 10.0%,2.0735669802,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015821901,25015,Hampshire,7.6,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,0.6264330198,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015821903,25015,Hampshire,10.4,10.0% to less than 15.0%,8.2264330198,5.0% to less than 10.0%,2.1735669802,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015821904,25015,Hampshire,6.3,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,1.9264330198,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015822000,25015,Hampshire,1.5,less than 5.0%,8.2264330198,5.0% to less than 10.0%,6.7264330198,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015822200,25015,Hampshire,10.1,10.0% to less than 15.0%,8.2264330198,5.0% to less than 10.0%,1.8735669802,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015822300,25015,Hampshire,9.5,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,1.2735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015822401,25015,Hampshire,9.8,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,1.5735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015822402,25015,Hampshire,9.6,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,1.3735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015822500,25015,Hampshire,9.1,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,0.8735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
25015822601,25015,Hampshire,10.6,10.0% to less than 15.0%,8.2264330198,5.0% to less than 10.0%,2.3735669802,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015822603,25015,Hampshire,10.1,10.0% to less than 15.0%,8.2264330198,5.0% to less than 10.0%,1.8735669802,1,tract and county summaries answer different area-level questions; neither supports individual inference
25015822607,25015,Hampshire,9.6,5.0% to less than 10.0%,8.2264330198,5.0% to less than 10.0%,1.3735669802,0,tract and county summaries answer different area-level questions; neither supports individual inference
